# 1:theta 2:M 3:vel 4:ye  
0.062429  0.000002  0.221909  0.360434
0.125286  0.000004  0.186716  0.369484
0.188143  0.000009  0.146869  0.379364
0.251000  0.000012  0.153519  0.372878
0.313857  0.000014  0.157257  0.368915
0.376714  0.000018  0.154134  0.368639
0.439571  0.000022  0.150623  0.366272
0.502429  0.000023  0.148604  0.359115
0.565286  0.000021  0.160317  0.349473
0.628143  0.000022  0.164490  0.344688
0.691000  0.000026  0.156268  0.338458
0.753857  0.000028  0.155685  0.327612
0.816714  0.000031  0.159806  0.317658
0.879571  0.000034  0.165865  0.307889
0.942429  0.000037  0.175253  0.299412
1.005286  0.000037  0.184710  0.291481
1.068143  0.000037  0.194614  0.280272
1.131000  0.000035  0.207212  0.261150
1.193857  0.000037  0.208717  0.242109
1.256714  0.000040  0.193585  0.213261
1.319571  0.000038  0.192440  0.181523
1.382429  0.000038  0.193625  0.154375
1.445286  0.000043  0.195523  0.140261
1.508143  0.000047  0.199348  0.134578
1.571000  0.000050  0.197580  0.131401
1.633857  0.000047  0.199348  0.134578
1.696714  0.000043  0.195523  0.140261
1.759571  0.000038  0.193625  0.154375
1.822429  0.000038  0.192440  0.181523
1.885286  0.000040  0.193585  0.213261
1.948143  0.000037  0.208717  0.242109
2.011000  0.000035  0.207212  0.261150
2.073857  0.000037  0.194614  0.280272
2.136714  0.000037  0.184710  0.291481
2.199571  0.000037  0.175253  0.299412
2.262429  0.000034  0.165865  0.307889
2.325286  0.000031  0.159806  0.317658
2.388143  0.000028  0.155685  0.327612
2.451000  0.000026  0.156268  0.338458
2.513857  0.000022  0.164490  0.344688
2.576714  0.000021  0.160317  0.349473
2.639571  0.000023  0.148604  0.359115
2.702429  0.000022  0.150623  0.366272
2.765286  0.000018  0.154134  0.368639
2.828143  0.000014  0.157257  0.368915
2.891000  0.000012  0.153519  0.372878
2.953857  0.000009  0.146869  0.379364
3.016714  0.000004  0.186716  0.369484
3.079571  0.000002  0.223796  0.360211
