#            rhoc              M             Mb              R              C             kl            lam
3.123848000000000250e-04 1.443551999999999891e-01 1.457402999999999893e-01 1.428173999999999921e+01 1.010800000000000066e-02 6.271679999999999963e-03 3.963104000000000000e+07
3.660119999999999780e-04 1.854668999999999901e-01 1.878209000000000128e-01 1.157437999999999967e+01 1.602400000000000005e-02 1.822059999999999999e-02 1.149816000000000000e+07
4.017634999999999761e-04 2.175503000000000020e-01 2.208356999999999959e-01 1.059700999999999915e+01 2.052899999999999864e-02 2.930999000000000104e-02 5.358485000000000000e+06
4.375149999999999742e-04 2.537038999999999822e-01 2.582222000000000128e-01 9.957857000000000625e+00 2.547800000000000065e-02 4.176051000000000069e-02 2.593392000000000000e+06
4.553908000000000175e-04 2.731387000000000120e-01 2.783999999999999808e-01 9.727434999999999832e+00 2.807899999999999979e-02 4.803492000000000178e-02 1.834599000000000000e+06
4.732665000000000266e-04 2.933932000000000206e-01 2.994889000000000023e-01 9.540839999999999321e+00 3.075100000000000056e-02 5.415444999999999981e-02 1.312883000000000000e+06
4.911422999999999614e-04 3.144247000000000014e-01 3.214490999999999876e-01 9.370378000000000540e+00 3.355500000000000149e-02 6.062589000000000172e-02 9.500991999999999534e+05
5.090179999999999705e-04 3.361928000000000138e-01 3.442457999999999907e-01 9.237410999999999817e+00 3.639499999999999680e-02 6.656837000000000171e-02 6.950020999999999767e+05
5.268938000000000137e-04 3.586576000000000208e-01 3.678481000000000112e-01 9.131919999999999149e+00 3.927499999999999741e-02 7.200631000000000392e-02 5.136762000000000116e+05
5.447695000000000228e-04 3.817746000000000195e-01 3.922102000000000088e-01 9.036763999999999797e+00 4.224699999999999983e-02 7.740299999999999958e-02 3.834387000000000116e+05
5.626452999999999576e-04 4.054947999999999886e-01 4.172911999999999733e-01 8.960746999999999574e+00 4.525200000000000056e-02 8.225465999999999334e-02 2.889775000000000000e+05
5.805209999999999667e-04 4.297678999999999805e-01 4.430406000000000066e-01 8.887959999999999638e+00 4.835400000000000115e-02 8.715296000000000154e-02 2.198020000000000000e+05
5.983968000000000100e-04 4.545429000000000275e-01 4.694157999999999942e-01 8.826719999999999899e+00 5.149600000000000011e-02 9.162879999999999636e-02 1.686797999999999884e+05
6.162725000000000191e-04 4.797690000000000010e-01 4.963650000000000007e-01 8.784376999999999214e+00 5.461599999999999788e-02 9.517113000000000655e-02 1.305593000000000029e+05
6.341482999999999539e-04 5.053986999999999785e-01 5.238401999999999781e-01 8.751741000000000881e+00 5.774800000000000072e-02 9.815177999999999403e-02 1.018846000000000058e+05
6.520239999999999630e-04 5.313862000000000307e-01 5.517988000000000337e-01 8.720548000000000854e+00 6.093500000000000305e-02 1.009798999999999974e-01 8.013305999999999767e+04
6.698998000000000062e-04 5.576864999999999739e-01 5.802011999999999725e-01 8.691960999999999160e+00 6.416099999999999581e-02 1.035675000000000068e-01 6.349951000000000204e+04
6.877756000000000494e-04 5.842557999999999918e-01 6.089999999999999858e-01 8.663114999999999455e+00 6.744200000000000195e-02 1.060672000000000004e-01 5.068097000000000116e+04
7.056512999999999501e-04 6.110514000000000223e-01 6.381521999999999473e-01 8.642680000000000362e+00 7.070200000000000096e-02 1.079297000000000034e-01 4.072894000000000233e+04
7.235270999999999933e-04 6.380316999999999794e-01 6.676138000000000350e-01 8.630380999999999858e+00 7.392899999999999472e-02 1.091367000000000032e-01 3.294718000000000029e+04
7.414028000000000024e-04 6.651567000000000451e-01 6.973542000000000352e-01 8.611993000000000009e+00 7.723599999999999910e-02 1.105763000000000024e-01 2.682063000000000102e+04
7.592786000000000457e-04 6.923877999999999977e-01 7.273256999999999639e-01 8.594193999999999889e+00 8.056499999999999773e-02 1.118289999999999978e-01 2.196552999999999884e+04
7.771542999999999464e-04 7.196875000000000355e-01 7.574876999999999860e-01 8.582404999999999617e+00 8.385599999999999998e-02 1.125374999999999986e-01 1.809386999999999898e+04
7.950300999999999896e-04 7.470200000000000173e-01 7.878005000000000146e-01 8.580011000000000720e+00 8.706500000000000350e-02 1.124726999999999949e-01 1.498767000000000007e+04
8.129057999999999987e-04 7.743508000000000058e-01 8.182450000000000001e-01 8.563235999999999848e+00 9.042699999999999350e-02 1.131990999999999969e-01 1.248110000000000036e+04
8.307816000000000419e-04 8.016470999999999458e-01 8.487592000000000469e-01 8.560373999999999484e+00 9.364599999999999314e-02 1.128606000000000054e-01 1.044717000000000007e+04
8.486573000000000510e-04 8.288780999999999510e-01 8.793292000000000330e-01 8.550369999999999138e+00 9.694099999999999939e-02 1.128500000000000059e-01 8.787825000000000728e+03
8.665330999999999858e-04 8.560149999999999704e-01 9.099247999999999781e-01 8.543836999999999904e+00 1.001900000000000013e-01 1.124735000000000040e-01 7.427056999999999789e+03
8.844087999999999949e-04 8.830303000000000457e-01 9.404991000000000323e-01 8.533739000000000630e+00 1.034800000000000025e-01 1.122018000000000043e-01 6.305613000000000284e+03
9.022846000000000382e-04 9.098981000000000430e-01 9.710292000000000368e-01 8.532833000000000112e+00 1.066300000000000026e-01 1.112053999999999959e-01 5.376962999999999738e+03
9.201603000000000473e-04 9.365942000000000434e-01 1.001481000000000066e+00 8.530405999999999267e+00 1.097899999999999987e-01 1.101980999999999933e-01 4.604409999999999854e+03
9.380360999999999821e-04 9.630956999999999990e-01 1.031849000000000016e+00 8.522145999999999333e+00 1.130099999999999993e-01 1.094619000000000009e-01 3.958851999999999862e+03
9.559117999999999912e-04 9.893811999999999607e-01 1.062087999999999921e+00 8.512888000000000233e+00 1.162200000000000039e-01 1.086886999999999992e-01 3.417112999999999829e+03
9.737876000000000344e-04 1.015430999999999973e+00 1.092171999999999921e+00 8.511143000000000569e+00 1.193099999999999994e-01 1.073463999999999946e-01 2.960623999999999796e+03
1.009539000000000053e-03 1.066753999999999980e+00 1.151812999999999976e+00 8.500565999999999178e+00 1.254899999999999904e-01 1.048739000000000060e-01 2.246436000000000149e+03
1.045291000000000059e-03 1.116937000000000069e+00 1.210612000000000021e+00 8.490574999999999761e+00 1.315500000000000003e-01 1.020960000000000062e-01 1.727669000000000096e+03
1.063165999999999937e-03 1.141566000000000081e+00 1.239659000000000066e+00 8.483112999999999460e+00 1.345699999999999952e-01 1.007702999999999932e-01 1.522342000000000098e+03
1.081041999999999940e-03 1.165872000000000019e+00 1.268413999999999930e+00 8.480095000000000383e+00 1.374799999999999911e-01 9.913428000000000517e-02 1.345496000000000095e+03
1.098917999999999943e-03 1.189842999999999984e+00 1.296912999999999982e+00 8.471140000000000114e+00 1.404600000000000015e-01 9.780355999999999772e-02 1.192679000000000087e+03
1.116793999999999946e-03 1.213472000000000106e+00 1.325118000000000018e+00 8.462675000000000836e+00 1.433899999999999897e-01 9.640411999999999593e-02 1.060217000000000098e+03
1.134669000000000042e-03 1.236747999999999958e+00 1.352991999999999972e+00 8.460247000000000739e+00 1.461800000000000044e-01 9.463206000000000395e-02 9.450529000000000224e+02
1.152545000000000045e-03 1.259665999999999952e+00 1.380570999999999993e+00 8.451332999999999984e+00 1.490499999999999881e-01 9.319842000000000404e-02 8.446303000000000338e+02
1.188297000000000051e-03 1.304402000000000061e+00 1.434703999999999979e+00 8.440186000000000632e+00 1.545499999999999929e-01 8.990373999999999588e-02 6.798126999999999498e+02
1.206171999999999930e-03 1.326211000000000029e+00 1.461259000000000086e+00 8.430434999999999235e+00 1.573100000000000054e-01 8.845756000000000452e-02 6.121118999999999915e+02
1.224047999999999933e-03 1.347642000000000007e+00 1.487462999999999980e+00 8.421265999999999252e+00 1.600300000000000056e-01 8.696764999999999357e-02 5.524352999999999838e+02
1.259799999999999939e-03 1.389358000000000093e+00 1.538764999999999938e+00 8.402480000000000615e+00 1.653499999999999970e-01 8.398672000000000082e-02 4.529866999999999848e+02
1.277675000000000035e-03 1.409640999999999922e+00 1.563847999999999905e+00 8.391930000000000334e+00 1.679799999999999904e-01 8.254759000000000402e-02 4.115099999999999909e+02
1.295551000000000038e-03 1.429537000000000058e+00 1.588554000000000022e+00 8.382135999999999143e+00 1.705500000000000071e-01 8.107018000000000557e-02 3.745984000000000265e+02
1.313427000000000041e-03 1.449047999999999892e+00 1.612870999999999944e+00 8.371850999999999487e+00 1.730899999999999939e-01 7.961843999999999866e-02 3.416772000000000276e+02
1.331303000000000044e-03 1.468172999999999950e+00 1.636800000000000033e+00 8.361565000000000580e+00 1.755899999999999961e-01 7.817079000000000388e-02 3.122513999999999896e+02
1.349177999999999922e-03 1.486914000000000069e+00 1.660338000000000092e+00 8.351558000000000703e+00 1.780400000000000038e-01 7.671656000000000308e-02 2.858947999999999752e+02
1.367053999999999925e-03 1.505271000000000026e+00 1.683481999999999923e+00 8.341549000000000547e+00 1.804499999999999993e-01 7.527124999999999788e-02 2.622393999999999892e+02
1.384929999999999928e-03 1.523246000000000100e+00 1.706233000000000111e+00 8.331877000000000422e+00 1.828200000000000103e-01 7.382168000000000063e-02 2.409661999999999864e+02
1.402805999999999931e-03 1.540842000000000045e+00 1.728577000000000030e+00 8.321168000000000120e+00 1.851700000000000013e-01 7.243022000000000349e-02 2.217990000000000066e+02
1.420681000000000027e-03 1.558060000000000000e+00 1.750539999999999985e+00 8.312077999999999633e+00 1.874500000000000055e-01 7.098234999999999961e-02 2.044964999999999975e+02
1.438557000000000030e-03 1.574904000000000082e+00 1.772080000000000100e+00 8.300727999999999440e+00 1.897300000000000098e-01 6.964615999999999862e-02 1.888497000000000128e+02
1.456433000000000033e-03 1.591375999999999902e+00 1.793238000000000110e+00 8.280863000000000085e+00 1.921799999999999897e-01 6.867639999999999856e-02 1.746745999999999981e+02
1.474309000000000036e-03 1.607480000000000020e+00 1.813984999999999959e+00 8.280048000000000741e+00 1.941400000000000070e-01 6.693656000000000605e-02 1.618111000000000104e+02
1.492183999999999915e-03 1.623218999999999967e+00 1.834365000000000023e+00 8.261437000000000808e+00 1.964799999999999880e-01 6.593748000000000664e-02 1.501180999999999983e+02
1.510059999999999918e-03 1.638597999999999999e+00 1.854325999999999919e+00 8.251001999999999725e+00 1.985899999999999888e-01 6.462590999999999475e-02 1.394720000000000084e+02
1.527935999999999921e-03 1.653618999999999950e+00 1.873882999999999965e+00 8.240036999999999168e+00 2.006799999999999973e-01 6.335435000000000372e-02 1.297638000000000034e+02
1.545811999999999924e-03 1.668287999999999993e+00 1.893067999999999973e+00 8.230415000000000703e+00 2.026999999999999913e-01 6.205159999999999842e-02 1.208970000000000056e+02
1.563687000000000020e-03 1.682608000000000104e+00 1.911872000000000016e+00 8.211448999999999998e+00 2.049100000000000088e-01 6.111736999999999725e-02 1.127865000000000038e+02
1.581563000000000023e-03 1.696585000000000010e+00 1.930266999999999955e+00 8.200950999999999880e+00 2.068800000000000083e-01 5.988418999999999687e-02 1.053571000000000026e+02
1.599439000000000026e-03 1.710221999999999909e+00 1.948280000000000012e+00 8.190706999999999738e+00 2.088000000000000134e-01 5.866347999999999702e-02 9.854183999999999344e+01
1.635189999999999907e-03 1.736499000000000015e+00 1.983165000000000067e+00 8.160472000000000392e+00 2.127900000000000069e-01 5.662584999999999841e-02 8.652221000000000117e+01
1.653065999999999910e-03 1.749147000000000007e+00 2.000049999999999883e+00 8.150750999999999635e+00 2.146000000000000130e-01 5.544803000000000232e-02 8.121773000000000309e+01
1.670941999999999913e-03 1.761476000000000042e+00 2.016544999999999810e+00 8.140019000000000560e+00 2.164000000000000090e-01 5.432736999999999983e-02 7.632559999999999434e+01
1.688817999999999916e-03 1.773490999999999929e+00 2.032700000000000173e+00 8.120912000000000575e+00 2.183900000000000008e-01 5.350384999999999863e-02 7.180804000000000542e+01
1.706693000000000012e-03 1.785196000000000005e+00 2.048494999999999955e+00 8.102370000000000516e+00 2.203299999999999981e-01 5.267530000000000129e-02 6.763120999999999583e+01
1.724569000000000015e-03 1.796596000000000082e+00 2.063893999999999895e+00 8.091272999999999271e+00 2.220399999999999874e-01 5.162276999999999838e-02 6.376501999999999981e+01
1.760321000000000021e-03 1.818502999999999981e+00 2.093634999999999913e+00 8.070207999999999160e+00 2.253400000000000125e-01 4.954802999999999985e-02 5.685761000000000109e+01
1.778195999999999900e-03 1.829021000000000008e+00 2.108000999999999792e+00 8.050826000000000704e+00 2.271799999999999931e-01 4.881127999999999856e-02 5.376977999999999724e+01
1.796071999999999903e-03 1.839253999999999944e+00 2.122004000000000001e+00 8.040428000000000353e+00 2.287500000000000089e-01 4.781998999999999972e-02 5.089858000000000260e+01
1.813947999999999906e-03 1.849209000000000103e+00 2.135683000000000220e+00 8.020853999999999928e+00 2.305500000000000049e-01 4.711925000000000141e-02 4.822592999999999819e+01
1.831823999999999909e-03 1.858889000000000014e+00 2.149011999999999922e+00 8.010583000000000453e+00 2.320500000000000063e-01 4.616283000000000192e-02 4.573555999999999955e+01
1.849699000000000005e-03 1.868301999999999907e+00 2.162023000000000028e+00 7.990958000000000006e+00 2.338000000000000078e-01 4.549336999999999825e-02 4.341264999999999930e+01
1.867575000000000008e-03 1.877450000000000063e+00 2.174694000000000127e+00 7.980662999999999840e+00 2.352499999999999869e-01 4.457562000000000330e-02 4.124381000000000341e+01
1.885451000000000011e-03 1.886339999999999906e+00 2.187034999999999840e+00 7.970023000000000302e+00 2.366800000000000015e-01 4.368841999999999864e-02 3.921685000000000088e+01
1.903327000000000014e-03 1.894976999999999911e+00 2.199073999999999973e+00 7.950090000000000323e+00 2.383599999999999886e-01 4.307249999999999968e-02 3.732068999999999903e+01
1.921201999999999892e-03 1.903364999999999974e+00 2.210828999999999933e+00 7.931466000000000349e+00 2.399799999999999989e-01 4.243410999999999711e-02 3.554522000000000048e+01
1.939077999999999895e-03 1.911508999999999903e+00 2.222234999999999960e+00 7.920899000000000356e+00 2.413200000000000067e-01 4.159684999999999772e-02 3.388132999999999839e+01
1.956953999999999898e-03 1.919413999999999954e+00 2.233335999999999988e+00 7.910397999999999818e+00 2.426399999999999946e-01 4.077758000000000077e-02 3.232056000000000040e+01
1.974829999999999901e-03 1.927084999999999937e+00 2.244146000000000196e+00 7.890290000000000248e+00 2.442300000000000026e-01 4.022164999999999768e-02 3.085526000000000124e+01
1.992704999999999997e-03 1.934527000000000108e+00 2.254671999999999787e+00 7.880549000000000248e+00 2.454800000000000038e-01 3.941727999999999899e-02 2.947842999999999947e+01
2.010581000000000000e-03 1.941743999999999915e+00 2.264921999999999880e+00 7.861428000000000083e+00 2.469999999999999973e-01 3.886335999999999957e-02 2.818363000000000085e+01
2.028457000000000003e-03 1.948741000000000057e+00 2.274843999999999866e+00 7.850360000000000227e+00 2.482399999999999884e-01 3.812540999999999847e-02 2.696503999999999834e+01
2.046333000000000006e-03 1.955521999999999982e+00 2.284530999999999867e+00 7.831462000000000145e+00 2.497000000000000053e-01 3.759238000000000163e-02 2.581719999999999970e+01
2.064208000000000102e-03 1.962093000000000087e+00 2.293940999999999786e+00 7.812846999999999653e+00 2.511399999999999744e-01 3.706436999999999926e-02 2.473514000000000124e+01
2.099960000000000108e-03 1.974617999999999984e+00 2.311866999999999894e+00 7.790513999999999939e+00 2.534600000000000186e-01 3.570049000000000139e-02 2.275084999999999980e+01
2.153587000000000209e-03 1.991934000000000093e+00 2.336848999999999954e+00 7.750098000000000376e+00 2.570200000000000262e-01 3.392620999999999831e-02 2.016535000000000011e+01
2.171463000000000212e-03 1.997328999999999910e+00 2.344689999999999941e+00 7.730559999999999654e+00 2.583699999999999886e-01 3.349346000000000267e-02 1.939436999999999856e+01
2.189339000000000215e-03 2.002543000000000184e+00 2.352257999999999960e+00 7.720034000000000063e+00 2.594000000000000195e-01 3.287821999999999967e-02 1.866394999999999982e+01
2.225089999999999880e-03 2.012443000000000204e+00 2.366712000000000149e+00 7.690198999999999785e+00 2.616899999999999782e-01 3.187384000000000051e-02 1.731462000000000145e+01
2.242965999999999883e-03 2.017136999999999958e+00 2.373594999999999899e+00 7.670461000000000418e+00 2.629699999999999815e-01 3.148803000000000019e-02 1.669108999999999909e+01
