#            rhoc              M             Mb              R              C             kl            lam
6.520239999999999630e-04 5.144474999999999465e-01 5.330662999999999929e-01 7.512538000000000160e+00 6.847899999999999820e-02 1.617118999999999918e-01 7.159441000000000349e+04
6.698998000000000062e-04 5.612298000000000009e-01 5.835816000000000336e-01 7.580009000000000441e+00 7.404099999999999571e-02 1.637059999999999904e-01 4.904769000000000233e+04
6.877756000000000494e-04 6.100092000000000292e-01 6.366121000000000141e-01 7.640685000000000393e+00 7.983700000000000518e-02 1.655728999999999951e-01 3.403120999999999913e+04
7.056512999999999501e-04 6.606608000000000480e-01 6.920577999999999452e-01 7.710031999999999996e+00 8.568800000000000028e-02 1.656225000000000058e-01 2.390100000000000000e+04
7.235270999999999933e-04 7.130473000000000505e-01 7.498226999999999531e-01 7.771675000000000111e+00 9.174999999999999822e-02 1.656227999999999867e-01 1.698284000000000015e+04
7.414028000000000024e-04 7.670200999999999825e-01 8.097680999999999907e-01 7.840588999999999587e+00 9.782699999999999729e-02 1.639970000000000039e-01 1.220265999999999985e+04
7.592786000000000457e-04 8.224215000000000275e-01 8.717743999999999494e-01 7.910046999999999606e+00 1.039700000000000069e-01 1.615183000000000035e-01 8.862447000000000116e+03
7.771542999999999464e-04 8.790854000000000168e-01 9.356999999999999762e-01 7.971096000000000181e+00 1.102800000000000030e-01 1.591413999999999884e-01 6.503193000000000211e+03
7.950300999999999896e-04 9.368398000000000003e-01 1.001376000000000044e+00 8.040008999999999517e+00 1.165199999999999986e-01 1.552888000000000046e-01 4.819529999999999745e+03
8.129057999999999987e-04 9.935762000000000205e-01 1.066422999999999899e+00 8.100016000000000105e+00 1.226600000000000051e-01 1.516183000000000114e-01 3.639855000000000018e+03
8.307816000000000419e-04 1.027852999999999906e+00 1.105982000000000021e+00 8.130853999999999360e+00 1.264099999999999946e-01 1.495942000000000105e-01 3.089226000000000113e+03
8.486573000000000510e-04 1.061002000000000001e+00 1.144419000000000075e+00 8.161616999999999678e+00 1.300000000000000044e-01 1.472635999999999945e-01 2.644264000000000124e+03
8.665330999999999858e-04 1.093080000000000052e+00 1.181791999999999954e+00 8.191435000000000244e+00 1.334400000000000031e-01 1.447269999999999945e-01 2.280331999999999880e+03
8.844087999999999949e-04 1.124141000000000057e+00 1.218140000000000001e+00 8.220525000000000304e+00 1.367500000000000104e-01 1.419951999999999881e-01 1.979595000000000027e+03
9.022846000000000382e-04 1.154231000000000007e+00 1.253533999999999926e+00 8.242231000000000307e+00 1.400399999999999978e-01 1.396632999999999902e-01 1.728824000000000069e+03
9.201603000000000473e-04 1.183394000000000057e+00 1.287959000000000076e+00 8.270073000000000008e+00 1.430899999999999950e-01 1.366083999999999909e-01 1.518048000000000002e+03
9.380360999999999821e-04 1.211669000000000107e+00 1.321501999999999954e+00 8.290117999999999654e+00 1.461600000000000121e-01 1.340242000000000100e-01 1.339599999999999909e+03
9.559117999999999912e-04 1.239090999999999942e+00 1.354155999999999915e+00 8.310005000000000308e+00 1.491099999999999925e-01 1.312952000000000008e-01 1.187537000000000035e+03
9.737876000000000344e-04 1.265694000000000097e+00 1.385987000000000080e+00 8.321156000000000219e+00 1.521099999999999952e-01 1.291124999999999912e-01 1.057185999999999922e+03
9.916632999999999351e-04 1.291508000000000100e+00 1.416984000000000021e+00 8.340033999999999281e+00 1.548599999999999977e-01 1.262107000000000090e-01 9.448397999999999683e+02
1.009539000000000053e-03 1.316561000000000092e+00 1.447202000000000099e+00 8.350398000000000209e+00 1.576599999999999946e-01 1.238541999999999976e-01 8.475202000000000453e+02
1.027415000000000056e-03 1.340880000000000072e+00 1.476652999999999993e+00 8.360722000000000875e+00 1.603799999999999948e-01 1.214081999999999939e-01 7.628257999999999583e+02
1.045291000000000059e-03 1.364489999999999981e+00 1.505357000000000056e+00 8.370637000000000327e+00 1.630099999999999882e-01 1.189170999999999978e-01 6.887997000000000298e+02
1.063165999999999937e-03 1.387415000000000065e+00 1.533322999999999992e+00 8.380274999999999253e+00 1.655600000000000127e-01 1.163864000000000010e-01 6.238365999999999758e+02
1.081041999999999940e-03 1.409675000000000011e+00 1.560610000000000053e+00 8.382654999999999745e+00 1.681699999999999862e-01 1.143040000000000028e-01 5.666078999999999724e+02
1.098917999999999943e-03 1.431292999999999926e+00 1.587174000000000085e+00 8.390893999999999409e+00 1.705800000000000094e-01 1.117789000000000005e-01 5.160199999999999818e+02
1.116793999999999946e-03 1.452288999999999941e+00 1.613072000000000061e+00 8.400003999999999138e+00 1.728899999999999881e-01 1.091733000000000009e-01 4.711485000000000127e+02
1.134669000000000042e-03 1.472680999999999907e+00 1.638333999999999957e+00 8.400346000000000757e+00 1.753099999999999936e-01 1.071145000000000014e-01 4.312214000000000169e+02
1.152545000000000045e-03 1.492486999999999897e+00 1.662968000000000002e+00 8.400985999999999621e+00 1.776600000000000124e-01 1.050113000000000019e-01 3.955885000000000105e+02
1.170421000000000048e-03 1.511724000000000068e+00 1.686973999999999974e+00 8.401484999999999204e+00 1.799399999999999888e-01 1.029000000000000054e-01 3.636981999999999857e+02
1.188297000000000051e-03 1.530410999999999966e+00 1.710366000000000053e+00 8.401621000000000450e+00 1.821599999999999886e-01 1.008011000000000046e-01 3.350808000000000106e+02
1.206171999999999930e-03 1.548561000000000076e+00 1.733157000000000059e+00 8.401460000000000150e+00 1.843200000000000116e-01 9.871604000000000489e-02 3.093347999999999729e+02
1.224047999999999933e-03 1.566191000000000111e+00 1.755366999999999900e+00 8.400994999999999990e+00 1.864300000000000124e-01 9.665010000000000268e-02 2.861157000000000039e+02
1.241923999999999936e-03 1.583314000000000110e+00 1.777017000000000069e+00 8.400432999999999595e+00 1.884800000000000086e-01 9.459579999999999378e-02 2.651265000000000214e+02
1.259799999999999939e-03 1.599946000000000090e+00 1.798121999999999998e+00 8.400036999999999310e+00 1.904700000000000004e-01 9.254289999999999738e-02 2.461107000000000085e+02
1.277675000000000035e-03 1.616101000000000010e+00 1.818700999999999901e+00 8.391569999999999752e+00 1.925900000000000112e-01 9.094080000000000219e-02 2.288452000000000055e+02
1.295551000000000038e-03 1.631790000000000074e+00 1.838716999999999935e+00 8.390340999999999383e+00 1.944799999999999862e-01 8.895657999999999344e-02 2.131394999999999982e+02
1.313427000000000041e-03 1.647026000000000101e+00 1.858260999999999941e+00 8.381994999999999862e+00 1.965000000000000080e-01 8.736165999999999376e-02 1.988216999999999928e+02
1.331303000000000044e-03 1.661823000000000050e+00 1.877264999999999961e+00 8.380288000000000181e+00 1.983000000000000040e-01 8.543668999999999569e-02 1.857478000000000122e+02
1.349177999999999922e-03 1.676191999999999904e+00 1.895804000000000045e+00 8.371423999999999310e+00 2.002299999999999913e-01 8.389309000000000349e-02 1.737850999999999999e+02
1.367053999999999925e-03 1.690145000000000008e+00 1.913820000000000077e+00 8.370027000000000328e+00 2.019299999999999984e-01 8.199576999999999560e-02 1.628228000000000009e+02
1.384929999999999928e-03 1.703691000000000066e+00 1.931400999999999923e+00 8.360442000000000817e+00 2.037799999999999889e-01 8.052017999999999676e-02 1.527583999999999946e+02
1.402805999999999931e-03 1.716844000000000037e+00 1.948531000000000013e+00 8.351241999999999166e+00 2.055800000000000127e-01 7.904121999999999537e-02 1.435039999999999907e+02
1.420681000000000027e-03 1.729611999999999927e+00 1.965187000000000017e+00 8.342003000000000057e+00 2.073399999999999965e-01 7.758115000000000150e-02 1.349813000000000045e+02
1.438557000000000030e-03 1.742005999999999943e+00 1.981376000000000026e+00 8.340006000000000697e+00 2.088700000000000001e-01 7.581018999999999952e-02 1.271218999999999966e+02
1.456433000000000033e-03 1.754035999999999929e+00 1.997163000000000022e+00 8.330087999999999937e+00 2.105700000000000072e-01 7.442442000000000502e-02 1.198615999999999957e+02
1.474309000000000036e-03 1.765711000000000030e+00 2.012545999999999946e+00 8.320218999999999809e+00 2.122199999999999920e-01 7.305588000000000359e-02 1.131461999999999932e+02
1.492183999999999915e-03 1.777041000000000093e+00 2.027486999999999817e+00 8.310325999999999880e+00 2.138400000000000023e-01 7.170872999999999831e-02 1.069261999999999944e+02
1.510059999999999918e-03 1.788033999999999901e+00 2.042043000000000053e+00 8.300390000000000157e+00 2.154200000000000004e-01 7.038440999999999448e-02 1.011577000000000055e+02
1.527935999999999921e-03 1.798699999999999966e+00 2.056194000000000077e+00 8.290385999999999811e+00 2.169599999999999862e-01 6.908453999999999984e-02 9.580091000000000179e+01
1.545811999999999924e-03 1.809047000000000072e+00 2.069965999999999973e+00 8.280348999999999293e+00 2.184699999999999975e-01 6.780793000000000237e-02 9.082040999999999542e+01
1.563687000000000020e-03 1.819083000000000006e+00 2.083347999999999978e+00 8.270258000000000109e+00 2.199500000000000066e-01 6.655577999999999494e-02 8.618416999999999462e+01
1.581563000000000023e-03 1.828815999999999997e+00 2.096382000000000190e+00 8.260147999999999158e+00 2.214000000000000135e-01 6.532686000000000048e-02 8.186336000000000013e+01
1.599439000000000026e-03 1.838254000000000055e+00 2.109021999999999952e+00 8.250035999999999703e+00 2.228199999999999903e-01 6.412065000000000126e-02 7.783195000000000618e+01
1.617315000000000029e-03 1.847404999999999964e+00 2.121366999999999781e+00 8.232656000000000418e+00 2.243999999999999884e-01 6.321493999999999724e-02 7.406574000000000524e+01
1.635189999999999907e-03 1.854540000000000077e+00 2.130952000000000179e+00 8.230014999999999858e+00 2.253400000000000125e-01 6.207130999999999760e-02 7.122320000000000562e+01
1.653065999999999910e-03 1.861228000000000105e+00 2.139978000000000158e+00 8.220091999999999288e+00 2.264200000000000101e-01 6.126100000000000295e-02 6.862436999999999898e+01
1.670941999999999913e-03 1.867664999999999909e+00 2.148709999999999898e+00 8.210191000000000017e+00 2.274799999999999878e-01 6.046964999999999979e-02 6.617852999999999497e+01
1.688817999999999916e-03 1.873858000000000024e+00 2.157087000000000199e+00 8.200331000000000259e+00 2.285099999999999909e-01 5.969540000000000263e-02 6.387389000000000294e+01
1.706693000000000012e-03 1.879810999999999899e+00 2.165181000000000022e+00 8.190476999999999563e+00 2.295099999999999918e-01 5.893858999999999904e-02 6.169973999999999847e+01
1.724569000000000015e-03 1.885531999999999986e+00 2.172975999999999797e+00 8.180602999999999625e+00 2.304900000000000004e-01 5.819934999999999692e-02 5.964629999999999654e+01
1.742445000000000018e-03 1.891027999999999931e+00 2.180454000000000114e+00 8.170738999999999308e+00 2.314400000000000068e-01 5.747594999999999787e-02 5.770472999999999786e+01
1.760321000000000021e-03 1.896306000000000047e+00 2.187666999999999806e+00 8.160866999999999649e+00 2.323699999999999932e-01 5.676838000000000023e-02 5.586693999999999960e+01
1.778195999999999900e-03 1.901372000000000062e+00 2.194611999999999785e+00 8.150980999999999810e+00 2.332700000000000051e-01 5.607629000000000086e-02 5.412557000000000329e+01
1.796071999999999903e-03 1.906233000000000066e+00 2.201254000000000044e+00 8.141012999999999167e+00 2.341499999999999970e-01 5.540152000000000271e-02 5.247388999999999726e+01
1.813947999999999906e-03 1.910895000000000010e+00 2.207653999999999783e+00 8.131225000000000591e+00 2.350099999999999967e-01 5.473473000000000227e-02 5.090579999999999927e+01
1.831823999999999909e-03 1.915365999999999902e+00 2.213810000000000056e+00 8.121183000000000263e+00 2.358500000000000041e-01 5.409013000000000015e-02 4.941559000000000168e+01
1.849699000000000005e-03 1.919651999999999914e+00 2.219713000000000047e+00 8.111212000000000089e+00 2.366699999999999915e-01 5.345637999999999779e-02 4.799817000000000178e+01
1.867575000000000008e-03 1.923758000000000079e+00 2.225359000000000087e+00 8.101159000000000887e+00 2.374699999999999867e-01 5.283816000000000207e-02 4.664878000000000213e+01
1.885451000000000011e-03 1.927689999999999904e+00 2.230785000000000018e+00 8.091103000000000378e+00 2.382499999999999896e-01 5.223255999999999732e-02 4.536305999999999727e+01
1.903327000000000014e-03 1.931454999999999922e+00 2.236000000000000210e+00 8.081129999999999924e+00 2.390100000000000002e-01 5.163650999999999658e-02 4.413703000000000287e+01
1.921201999999999892e-03 1.935057000000000027e+00 2.241000999999999799e+00 8.070978000000000208e+00 2.397499999999999909e-01 5.105801000000000089e-02 4.296694000000000102e+01
1.939077999999999895e-03 1.938503000000000087e+00 2.245760999999999896e+00 8.060914999999999608e+00 2.404799999999999993e-01 5.048832000000000320e-02 4.184942000000000206e+01
1.956953999999999898e-03 1.941796000000000078e+00 2.250325999999999826e+00 8.050879999999999370e+00 2.411899999999999877e-01 4.992910999999999877e-02 4.078130999999999773e+01
1.974829999999999901e-03 1.944943000000000088e+00 2.254697000000000173e+00 8.040720000000000312e+00 2.418899999999999939e-01 4.938478999999999786e-02 3.975966999999999985e+01
1.992704999999999997e-03 1.947947000000000095e+00 2.258884999999999810e+00 8.030639000000000749e+00 2.425599999999999978e-01 4.884887999999999730e-02 3.878181000000000012e+01
2.010581000000000000e-03 1.950814000000000048e+00 2.262893000000000043e+00 8.020523999999999987e+00 2.432300000000000018e-01 4.832456999999999725e-02 3.784521000000000157e+01
2.028457000000000003e-03 1.953548000000000062e+00 2.266707999999999945e+00 8.010460999999999387e+00 2.438700000000000034e-01 4.780903999999999709e-02 3.694754999999999967e+01
2.046333000000000006e-03 1.956153999999999948e+00 2.270335999999999910e+00 8.000382000000000104e+00 2.445100000000000051e-01 4.730412999999999979e-02 3.608666000000000196e+01
2.064208000000000102e-03 1.958633999999999986e+00 2.273798999999999904e+00 7.990274000000000321e+00 2.451299999999999868e-01 4.680995999999999768e-02 3.526050000000000040e+01
2.082084000000000105e-03 1.960995000000000044e+00 2.277102999999999877e+00 7.980195000000000149e+00 2.457300000000000040e-01 4.632462999999999859e-02 3.446721999999999753e+01
2.099960000000000108e-03 1.963238000000000039e+00 2.280251999999999946e+00 7.970129000000000019e+00 2.463200000000000112e-01 4.584842000000000084e-02 3.370504999999999995e+01
2.117836000000000111e-03 1.965368999999999922e+00 2.283247999999999944e+00 7.960059000000000218e+00 2.469000000000000083e-01 4.538162999999999919e-02 3.297236000000000189e+01
2.135711000000000206e-03 1.967389999999999972e+00 2.286099000000000103e+00 7.950033000000000349e+00 2.474699999999999955e-01 4.492273000000000099e-02 3.226762000000000086e+01
2.153587000000000209e-03 1.969306000000000001e+00 2.288804999999999978e+00 7.940006999999999593e+00 2.480199999999999905e-01 4.447270999999999863e-02 3.158939000000000163e+01
2.171463000000000212e-03 1.971117999999999926e+00 2.291398000000000046e+00 7.922575000000000145e+00 2.487999999999999934e-01 4.423703999999999831e-02 3.093590999999999980e+01
2.189339000000000215e-03 1.972831999999999919e+00 2.293823999999999863e+00 7.912270999999999610e+00 2.493400000000000061e-01 4.381033000000000149e-02 3.030681999999999832e+01
2.207213999999999877e-03 1.974448999999999899e+00 2.296094000000000079e+00 7.902054999999999829e+00 2.498700000000000088e-01 4.338953999999999728e-02 2.970051000000000130e+01
2.225089999999999880e-03 1.975973999999999897e+00 2.298233999999999888e+00 7.891690999999999789e+00 2.503900000000000015e-01 4.298090000000000244e-02 2.911580999999999975e+01
2.242965999999999883e-03 1.977408000000000055e+00 2.300256000000000078e+00 7.881507000000000041e+00 2.508900000000000019e-01 4.257542999999999744e-02 2.855176000000000158e+01
2.260841999999999886e-03 1.978753999999999902e+00 2.302156999999999787e+00 7.871268999999999849e+00 2.513900000000000023e-01 4.217920000000000003e-02 2.800731999999999999e+01
2.278716999999999982e-03 1.980015999999999998e+00 2.303942999999999852e+00 7.861094999999999722e+00 2.518799999999999928e-01 4.178898000000000335e-02 2.748160999999999987e+01
2.296592999999999985e-03 1.981195999999999957e+00 2.305616999999999805e+00 7.850926000000000293e+00 2.523500000000000187e-01 4.140616999999999909e-02 2.697374999999999901e+01
2.314468999999999988e-03 1.982296000000000058e+00 2.307183000000000206e+00 7.840740000000000265e+00 2.528199999999999892e-01 4.103119999999999684e-02 2.648291000000000039e+01
2.332344999999999991e-03 1.983319000000000054e+00 2.308641999999999861e+00 7.830573000000000228e+00 2.532800000000000051e-01 4.066295000000000326e-02 2.600835000000000008e+01
2.350220000000000087e-03 1.984267000000000003e+00 2.309998999999999914e+00 7.820439000000000362e+00 2.537300000000000111e-01 4.030096999999999846e-02 2.554932000000000158e+01
2.368096000000000090e-03 1.985143000000000102e+00 2.311240000000000183e+00 7.810348000000000290e+00 2.541700000000000070e-01 3.994484000000000229e-02 2.510514999999999830e+01
2.385972000000000093e-03 1.985948000000000047e+00 2.312378999999999962e+00 7.800277999999999601e+00 2.545999999999999930e-01 3.959502000000000160e-02 2.467519000000000062e+01
2.403848000000000096e-03 1.986685000000000034e+00 2.313422000000000089e+00 7.790175999999999767e+00 2.550200000000000244e-01 3.925272999999999957e-02 2.425882000000000005e+01
2.421723000000000191e-03 1.987355999999999900e+00 2.314376000000000211e+00 7.780135999999999719e+00 2.554400000000000004e-01 3.891544999999999727e-02 2.385548000000000002e+01
2.439599000000000194e-03 1.987962999999999925e+00 2.315240999999999882e+00 7.770081000000000238e+00 2.558500000000000218e-01 3.858501999999999765e-02 2.346461000000000041e+01
2.457475000000000197e-03 1.988507999999999942e+00 2.316018000000000132e+00 7.760040000000000049e+00 2.562499999999999778e-01 3.826055999999999901e-02 2.308568999999999960e+01
2.475351000000000200e-03 1.988993000000000011e+00 2.316711999999999883e+00 7.750026000000000082e+00 2.566399999999999793e-01 3.794162999999999702e-02 2.271824000000000154e+01
2.493225999999999862e-03 1.989419000000000048e+00 2.317324999999999857e+00 7.740010999999999974e+00 2.570299999999999807e-01 3.762883000000000200e-02 2.236177999999999955e+01
2.511101999999999865e-03 1.989787999999999890e+00 2.317858999999999892e+00 7.730000999999999678e+00 2.574100000000000277e-01 3.732188000000000172e-02 2.201586999999999961e+01
2.528977999999999868e-03 1.990102000000000038e+00 2.318356000000000083e+00 7.712526999999999688e+00 2.580399999999999916e-01 3.719963999999999910e-02 2.167972999999999928e+01
2.546853999999999871e-03 1.990363000000000104e+00 2.318732999999999933e+00 7.702388000000000012e+00 2.584099999999999731e-01 3.690622000000000347e-02 2.135370999999999952e+01
2.564728999999999967e-03 1.990572000000000008e+00 2.319036999999999793e+00 7.692254000000000147e+00 2.587800000000000100e-01 3.661827000000000137e-02 2.103705000000000069e+01
2.582604999999999970e-03 1.990731000000000028e+00 2.319268999999999803e+00 7.682088000000000250e+00 2.591399999999999815e-01 3.633656999999999859e-02 2.072936999999999941e+01
2.600480999999999973e-03 1.990841000000000083e+00 2.319437000000000193e+00 7.672058999999999962e+00 2.594899999999999984e-01 3.605707999999999830e-02 2.043036999999999992e+01
2.618356999999999976e-03 1.990904000000000007e+00 2.319526999999999894e+00 7.661991000000000440e+00 2.598400000000000154e-01 3.578383000000000258e-02 2.013967999999999847e+01
