#            rhoc              M             Mb              R              C             kl            lam
9.787575000000000561e-05 8.085976999999999748e-02 8.088481000000000143e-02 1.976006999999999891e+01 4.092100000000000425e-03 1.946000000000000160e-02 1.130660000000000000e+10
1.336273000000000072e-04 8.453629000000000004e-02 8.457929000000000141e-02 1.606193000000000026e+01 5.263099999999999723e-03 2.056206000000000006e-02 3.394284000000000000e+09
1.515029999999999892e-04 9.454835000000000322e-02 9.465316999999999481e-02 1.372086999999999968e+01 6.890799999999999877e-03 2.550946999999999937e-02 1.094581000000000000e+09
1.693788000000000054e-04 1.110668999999999962e-01 1.113065000000000027e-01 1.209049000000000085e+01 9.186299999999999674e-03 3.486406000000000227e-02 3.552897000000000000e+08
1.872544999999999874e-04 1.330170999999999992e-01 1.334935999999999900e-01 1.107000999999999991e+01 1.201600000000000064e-02 4.812430000000000180e-02 1.280783000000000000e+08
2.051303000000000035e-04 1.595625999999999989e-01 1.604094000000000075e-01 1.044028999999999918e+01 1.528299999999999971e-02 6.420570000000000443e-02 5.133225000000000000e+07
2.230060000000000126e-04 1.901631000000000016e-01 1.915470999999999979e-01 1.006081000000000003e+01 1.890100000000000113e-02 8.128530999999999951e-02 2.246231000000000000e+07
2.408818000000000016e-04 2.244529000000000107e-01 2.265755000000000130e-01 9.840033999999999281e+00 2.281000000000000041e-02 9.782778000000000307e-02 1.056154000000000000e+07
2.587574999999999836e-04 2.621524000000000076e-01 2.652514000000000260e-01 9.702773000000000536e+00 2.701800000000000035e-02 1.138804000000000066e-01 5.273120000000000000e+06
2.766333000000000268e-04 3.030210999999999877e-01 3.073687999999999976e-01 9.640907999999999589e+00 3.143100000000000060e-02 1.275039000000000033e-01 2.771134000000000000e+06
3.123848000000000250e-04 3.933683000000000041e-01 4.011744999999999894e-01 9.622488999999999848e+00 4.087999999999999967e-02 1.489718999999999904e-01 8.698676999999999534e+05
3.302604999999999799e-04 4.424017000000000088e-01 4.524811999999999723e-01 9.650292999999999566e+00 4.584300000000000180e-02 1.562821000000000071e-01 5.145605000000000000e+05
3.481363000000000231e-04 4.937073000000000156e-01 5.064676000000000178e-01 9.682881000000000071e+00 5.098799999999999860e-02 1.623130000000000128e-01 3.140055000000000000e+05
3.660119999999999780e-04 5.470553000000000221e-01 5.629250000000000087e-01 9.730786000000000158e+00 5.621899999999999814e-02 1.660120999999999958e-01 1.970751000000000058e+05
3.838878000000000212e-04 6.022136000000000156e-01 6.216494000000000186e-01 9.780547000000000324e+00 6.157300000000000273e-02 1.684288999999999925e-01 1.268785000000000000e+05
4.017634999999999761e-04 6.589496999999999716e-01 6.824270999999999532e-01 9.831203000000000358e+00 6.702600000000000224e-02 1.696490999999999971e-01 8.360499000000000524e+04
4.196393000000000193e-04 7.170322000000000084e-01 7.450425000000000519e-01 9.882301000000000002e+00 7.255699999999999650e-02 1.697508000000000072e-01 5.627529000000000087e+04
4.375149999999999742e-04 7.762322999999999862e-01 8.092753000000000307e-01 9.940073999999999188e+00 7.809099999999999375e-02 1.682699000000000000e-01 3.862819999999999709e+04
4.553908000000000175e-04 8.363262999999999669e-01 8.749118000000000173e-01 9.990144000000000801e+00 8.371499999999999775e-02 1.665136000000000116e-01 2.699841999999999825e+04
4.732665000000000266e-04 8.970964000000000160e-01 9.417379999999999640e-01 1.004002999999999979e+01 8.935200000000000087e-02 1.639277000000000095e-01 1.918849000000000160e+04
4.911422999999999614e-04 9.583325000000000315e-01 1.009546999999999972e+00 1.008155999999999963e+01 9.505800000000000360e-02 1.612607000000000068e-01 1.385146999999999935e+04
