#            rhoc              M             Mb              R              C             kl            lam
1.277675000000000035e-03 1.767168000000000072e+00 1.996148999999999951e+00 9.331412000000000262e+00 1.893799999999999928e-01 6.479830000000000312e-02 1.773454999999999870e+02
1.313427000000000041e-03 1.790246999999999922e+00 2.026008000000000031e+00 9.293217999999999535e+00 1.926400000000000057e-01 6.283664999999999390e-02 1.579020999999999901e+02
1.331303000000000044e-03 1.801129999999999898e+00 2.040106000000000197e+00 9.280063000000000173e+00 1.940900000000000125e-01 6.169444999999999790e-02 1.493428999999999860e+02
1.367053999999999925e-03 1.821654000000000106e+00 2.066828999999999805e+00 9.240802999999999656e+00 1.971299999999999997e-01 5.991719999999999685e-02 1.341771999999999991e+02
1.384929999999999928e-03 1.831323999999999952e+00 2.079476999999999798e+00 9.221510999999999569e+00 1.985899999999999888e-01 5.905259999999999676e-02 1.274479000000000042e+02
1.402805999999999931e-03 1.840614999999999890e+00 2.091698000000000057e+00 9.202377999999999503e+00 2.000200000000000033e-01 5.820610999999999841e-02 1.212167000000000030e+02
1.420681000000000027e-03 1.849542000000000019e+00 2.103486999999999885e+00 9.183263000000000176e+00 2.013999999999999957e-01 5.738204000000000221e-02 1.154378999999999991e+02
1.456433000000000033e-03 1.866349999999999953e+00 2.125599999999999934e+00 9.150477999999999668e+00 2.039600000000000024e-01 5.563573000000000129e-02 1.050789999999999935e+02
1.474309000000000036e-03 1.874255000000000004e+00 2.136010999999999882e+00 9.131128000000000355e+00 2.052599999999999980e-01 5.488735000000000142e-02 1.004291999999999945e+02
1.492183999999999915e-03 1.881842000000000015e+00 2.146100000000000119e+00 9.111917000000000044e+00 2.065299999999999914e-01 5.415603000000000083e-02 9.609233999999999298e+01
1.510059999999999918e-03 1.889121999999999968e+00 2.155853000000000019e+00 9.092931999999999348e+00 2.077600000000000002e-01 5.343893000000000254e-02 9.204205000000000325e+01
1.527935999999999921e-03 1.896106000000000069e+00 2.165083999999999786e+00 9.080068999999999946e+00 2.088200000000000056e-01 5.256504000000000038e-02 8.825486999999999682e+01
1.545811999999999924e-03 1.902803000000000022e+00 2.173963999999999785e+00 9.060496999999999801e+00 2.100100000000000022e-01 5.190746000000000249e-02 8.470892999999999518e+01
1.563687000000000020e-03 1.909224999999999950e+00 2.182571999999999957e+00 9.041188999999999254e+00 2.111699999999999966e-01 5.126171000000000200e-02 8.138504000000000360e+01
1.581563000000000023e-03 1.915378999999999943e+00 2.190904000000000185e+00 9.022059000000000495e+00 2.122999999999999887e-01 5.062994999999999995e-02 7.826565999999999690e+01
1.599439000000000026e-03 1.921275000000000066e+00 2.198767000000000138e+00 9.003301999999999694e+00 2.134000000000000064e-01 5.000647999999999899e-02 7.533489000000000146e+01
1.617315000000000029e-03 1.926922999999999941e+00 2.206271999999999789e+00 8.990334000000000714e+00 2.143299999999999927e-01 4.924283000000000132e-02 7.257865999999999929e+01
1.635189999999999907e-03 1.932330000000000103e+00 2.213633000000000184e+00 8.971045000000000158e+00 2.154000000000000081e-01 4.867185000000000261e-02 6.998337999999999681e+01
1.653065999999999910e-03 1.937505999999999950e+00 2.220664000000000193e+00 8.952209999999999113e+00 2.164300000000000113e-01 4.810588999999999837e-02 6.753725000000000023e+01
1.670941999999999913e-03 1.942457000000000100e+00 2.227227000000000068e+00 8.940013999999999683e+00 2.172800000000000009e-01 4.738073000000000284e-02 6.522956000000000643e+01
1.688817999999999916e-03 1.947192000000000034e+00 2.233671999999999880e+00 8.920391999999999655e+00 2.182900000000000118e-01 4.687071999999999766e-02 6.305013000000000289e+01
1.706693000000000012e-03 1.951718000000000064e+00 2.239916000000000018e+00 8.901545000000000485e+00 2.192600000000000104e-01 4.635622999999999827e-02 6.098993000000000109e+01
1.742445000000000018e-03 1.960172999999999943e+00 2.251285999999999898e+00 8.870286000000000115e+00 2.209800000000000098e-01 4.520968000000000209e-02 5.719480000000000075e+01
1.760321000000000021e-03 1.964115000000000055e+00 2.256771999999999778e+00 8.851224000000000203e+00 2.218999999999999861e-01 4.474790000000000018e-02 5.544514999999999816e+01
1.778195999999999900e-03 1.967875000000000041e+00 2.261851000000000056e+00 8.832810999999999524e+00 2.227899999999999880e-01 4.428412999999999794e-02 5.378529999999999944e+01
1.796071999999999903e-03 1.971460999999999908e+00 2.266678000000000193e+00 8.820263000000000631e+00 2.235099999999999865e-01 4.368923999999999724e-02 5.220958999999999861e+01
1.813947999999999906e-03 1.974876999999999994e+00 2.271484000000000059e+00 8.801470999999999378e+00 2.243799999999999961e-01 4.326409999999999978e-02 5.071224999999999739e+01
1.831823999999999909e-03 1.978129000000000026e+00 2.275908999999999960e+00 8.783070000000000377e+00 2.252200000000000035e-01 4.284270999999999913e-02 4.928833000000000197e+01
1.849699000000000005e-03 1.981224000000000096e+00 2.280066000000000148e+00 8.770521999999999707e+00 2.258999999999999897e-01 4.229323000000000110e-02 4.793345000000000056e+01
1.867575000000000008e-03 1.984167000000000014e+00 2.284238000000000213e+00 8.751884000000000441e+00 2.267099999999999949e-01 4.190446999999999922e-02 4.664298000000000144e+01
1.885451000000000011e-03 1.986961999999999895e+00 2.288060000000000205e+00 8.740102999999999511e+00 2.273399999999999865e-01 4.136547000000000140e-02 4.541319000000000017e+01
1.903327000000000014e-03 1.989614999999999911e+00 2.291646000000000072e+00 8.721254000000000062e+00 2.281299999999999994e-01 4.100712000000000107e-02 4.424025000000000318e+01
1.921201999999999892e-03 1.992131000000000096e+00 2.295240999999999865e+00 8.703177999999999415e+00 2.288999999999999924e-01 4.064221999999999974e-02 4.312077000000000027e+01
1.939077999999999895e-03 1.994513999999999898e+00 2.298503999999999881e+00 8.690806000000000253e+00 2.295000000000000095e-01 4.015698999999999658e-02 4.205185000000000173e+01
1.956953999999999898e-03 1.996769000000000016e+00 2.301588999999999885e+00 8.672587999999999298e+00 2.302400000000000002e-01 3.981897000000000214e-02 4.103020000000000067e+01
1.974829999999999901e-03 1.998899999999999899e+00 2.304460000000000175e+00 8.660460999999999743e+00 2.308099999999999874e-01 3.935326000000000102e-02 4.005339000000000027e+01
1.992704999999999997e-03 2.000912000000000024e+00 2.307393999999999945e+00 8.642136999999999958e+00 2.315300000000000136e-01 3.903991999999999879e-02 3.911863999999999919e+01
2.010581000000000000e-03 2.002807999999999922e+00 2.310007000000000144e+00 8.630421999999999372e+00 2.320599999999999885e-01 3.858879999999999949e-02 3.822379999999999711e+01
2.028457000000000003e-03 2.004592000000000152e+00 2.312431999999999821e+00 8.612211999999999534e+00 2.327599999999999947e-01 3.829393999999999854e-02 3.736645999999999646e+01
2.046333000000000006e-03 2.006269000000000080e+00 2.314706999999999848e+00 8.600431999999999633e+00 2.332799999999999874e-01 3.786703999999999765e-02 3.654476999999999975e+01
2.064208000000000102e-03 2.007842000000000127e+00 2.317057999999999840e+00 8.582316000000000500e+00 2.339499999999999913e-01 3.759003999999999818e-02 3.575659999999999883e+01
2.082084000000000105e-03 2.009313999999999822e+00 2.319081000000000170e+00 8.570491000000000525e+00 2.344499999999999917e-01 3.718561000000000089e-02 3.500037999999999982e+01
2.099960000000000108e-03 2.010689000000000171e+00 2.320949999999999847e+00 8.552697000000000216e+00 2.350899999999999934e-01 3.692054000000000169e-02 3.427418999999999727e+01
2.117836000000000111e-03 2.011970999999999954e+00 2.322681999999999913e+00 8.540834000000000259e+00 2.355700000000000016e-01 3.653726999999999669e-02 3.357672999999999774e+01
2.135711000000000206e-03 2.013161000000000200e+00 2.324354000000000031e+00 8.530015999999999821e+00 2.360099999999999976e-01 3.614214999999999789e-02 3.290632000000000090e+01
2.153587000000000209e-03 2.014263999999999832e+00 2.326036999999999910e+00 8.511323000000000860e+00 2.366600000000000092e-01 3.592309999999999948e-02 3.226163999999999987e+01
2.171463000000000212e-03 2.015282000000000018e+00 2.327427000000000135e+00 8.500156999999999741e+00 2.370899999999999952e-01 3.555425000000000252e-02 3.164143999999999934e+01
2.207213999999999877e-03 2.017075000000000173e+00 2.329845999999999862e+00 8.470670000000000144e+00 2.381199999999999983e-01 3.499280999999999919e-02 3.046956000000000131e+01
2.225089999999999880e-03 2.017854999999999954e+00 2.330954999999999888e+00 8.460012000000000754e+00 2.385200000000000098e-01 3.464062999999999864e-02 2.991571000000000069e+01
2.242965999999999883e-03 2.018562000000000189e+00 2.332091999999999832e+00 8.441518999999999551e+00 2.391199999999999992e-01 3.445701000000000319e-02 2.938185000000000002e+01
2.260841999999999886e-03 2.019197000000000131e+00 2.332961000000000062e+00 8.430384000000000100e+00 2.395100000000000007e-01 3.413117000000000234e-02 2.886710000000000065e+01
2.278716999999999982e-03 2.019763000000000197e+00 2.333708000000000116e+00 8.412874999999999659e+00 2.400799999999999879e-01 3.394199999999999995e-02 2.837042999999999893e+01
2.296592999999999985e-03 2.020262999999999920e+00 2.334357999999999933e+00 8.401142000000000110e+00 2.404699999999999893e-01 3.364392000000000077e-02 2.789123999999999981e+01
2.314468999999999988e-03 2.020697999999999883e+00 2.334954000000000196e+00 8.390361000000000402e+00 2.408399999999999985e-01 3.333475999999999800e-02 2.742852999999999852e+01
2.332344999999999991e-03 2.021069999999999922e+00 2.335497999999999852e+00 8.380003000000000313e+00 2.411800000000000055e-01 3.302519999999999761e-02 2.698160999999999987e+01
2.350220000000000087e-03 2.021383000000000152e+00 2.336076999999999959e+00 8.361556000000000211e+00 2.417499999999999927e-01 3.288205000000000294e-02 2.654974999999999952e+01
2.368096000000000090e-03 2.021637000000000128e+00 2.336419999999999941e+00 8.350531000000000148e+00 2.421000000000000096e-01 3.259979999999999822e-02 2.613233999999999924e+01
2.385972000000000093e-03 2.021834999999999827e+00 2.336691000000000074e+00 8.340039000000000868e+00 2.424300000000000066e-01 3.231447999999999959e-02 2.572869999999999990e+01
2.403848000000000096e-03 2.021977999999999831e+00 2.336859000000000020e+00 8.321968999999999284e+00 2.429699999999999915e-01 3.218246999999999775e-02 2.533821999999999974e+01
2.421723000000000191e-03 2.022069000000000116e+00 2.336940999999999935e+00 8.311158000000000712e+00 2.432999999999999885e-01 3.191648999999999875e-02 2.496039999999999992e+01
