#            rhoc              M             Mb              R              C             kl            lam
2.945089999999999817e-04 1.255605999999999944e-01 1.264917999999999876e-01 1.830140000000000100e+01 6.860699999999999958e-03 1.792109999999999970e-03 7.860099000000000000e+07
3.123848000000000250e-04 1.370813999999999921e-01 1.382191000000000114e-01 1.591705999999999932e+01 8.612200000000000411e-03 3.420112999999999799e-03 4.812503000000000000e+07
3.302604999999999799e-04 1.496354000000000017e-01 1.510228000000000126e-01 1.431011999999999951e+01 1.045699999999999928e-02 5.726453000000000272e-03 3.053788000000000000e+07
3.481363000000000231e-04 1.633196000000000092e-01 1.650051999999999908e-01 1.309641000000000055e+01 1.247099999999999945e-02 8.932693000000000230e-03 1.974519000000000000e+07
3.660119999999999780e-04 1.782426000000000010e-01 1.802871000000000057e-01 1.220137000000000072e+01 1.460799999999999946e-02 1.288698999999999921e-02 1.291355000000000000e+07
3.838878000000000212e-04 1.945241000000000053e-01 1.969975999999999949e-01 1.149352000000000018e+01 1.692499999999999907e-02 1.772707000000000102e-02 8.510275000000000000e+06
4.017634999999999761e-04 2.122808999999999946e-01 2.152676000000000034e-01 1.093398000000000003e+01 1.941500000000000170e-02 2.333986999999999867e-02 5.640846000000000000e+06
4.196393000000000193e-04 2.316175000000000039e-01 2.352164999999999950e-01 1.048465000000000025e+01 2.209099999999999953e-02 2.965558999999999903e-02 3.757743000000000000e+06
4.375149999999999742e-04 2.526363999999999832e-01 2.569640000000000257e-01 1.013109999999999999e+01 2.493700000000000083e-02 3.637848999999999944e-02 2.515111000000000000e+06
4.553908000000000175e-04 2.754351999999999911e-01 2.806263999999999981e-01 9.831462999999999397e+00 2.801599999999999924e-02 4.378271999999999720e-02 1.691239000000000000e+06
4.732665000000000266e-04 3.000825999999999771e-01 3.062924000000000202e-01 9.595770999999999162e+00 3.127200000000000119e-02 5.128048999999999802e-02 1.143026000000000000e+06
4.911422999999999614e-04 3.266190999999999955e-01 3.340253000000000250e-01 9.410353000000000634e+00 3.470800000000000274e-02 5.870534000000000169e-02 7.769769000000000233e+05
5.090179999999999705e-04 3.550688000000000177e-01 3.638717000000000201e-01 9.252705000000000624e+00 3.837499999999999939e-02 6.634893000000000041e-02 5.315250000000000000e+05
5.268938000000000137e-04 3.854386000000000201e-01 3.958609000000000155e-01 9.131368000000000151e+00 4.220999999999999752e-02 7.359224999999999794e-02 3.661375000000000000e+05
5.447695000000000228e-04 4.177119000000000248e-01 4.300019999999999953e-01 9.031829999999999359e+00 4.624899999999999844e-02 8.064825999999999939e-02 2.540962000000000116e+05
5.626452999999999576e-04 4.518422999999999745e-01 4.662703999999999738e-01 8.960623000000000005e+00 5.042499999999999760e-02 8.692819000000000240e-02 1.777566000000000058e+05
5.805209999999999667e-04 4.877621999999999791e-01 5.046228000000000380e-01 8.900277000000000882e+00 5.480299999999999755e-02 9.299079999999999846e-02 1.254081000000000058e+05
5.983968000000000100e-04 5.253851000000000493e-01 5.449941999999999842e-01 8.860207000000000832e+00 5.929700000000000248e-02 9.815527999999999753e-02 8.925925000000000000e+04
6.162725000000000191e-04 5.646065000000000111e-01 5.872998000000000385e-01 8.830054000000000514e+00 6.394099999999999784e-02 1.027848999999999985e-01 6.411001000000000204e+04
6.341482999999999539e-04 6.053056999999999466e-01 6.314370999999999734e-01 8.810140999999999778e+00 6.870600000000000318e-02 1.067279000000000005e-01 4.647584999999999854e+04
6.520239999999999630e-04 6.473465999999999942e-01 6.772879000000000538e-01 8.792649000000000825e+00 7.362399999999999500e-02 1.103547000000000000e-01 3.401058000000000175e+04
6.698998000000000062e-04 6.905810000000000004e-01 7.247073000000000542e-01 8.790672000000000708e+00 7.855800000000000283e-02 1.127642999999999979e-01 2.512568000000000029e+04
6.877756000000000494e-04 7.348510999999999793e-01 7.735530999999999935e-01 8.790490000000000137e+00 8.359600000000000364e-02 1.147537000000000001e-01 1.873890999999999985e+04
7.235270999999999933e-04 8.258349999999999858e-01 8.748726000000000003e-01 8.801557999999999993e+00 9.382799999999999474e-02 1.169647999999999938e-01 1.072247999999999956e+04
7.414028000000000024e-04 8.722096999999999767e-01 9.270017000000000396e-01 8.811429000000000400e+00 9.898600000000000454e-02 1.172480999999999940e-01 8.225106999999999971e+03
