#            rhoc              M             Mb              R              C             kl            lam
1.420681000000000027e-03 1.356306999999999929e+00 1.519703000000000026e+00 7.970292999999999850e+00 1.701699999999999879e-01 8.023481999999999836e-02 3.748460000000000036e+02
1.438557000000000030e-03 1.375040999999999958e+00 1.543250999999999928e+00 7.961125000000000007e+00 1.727200000000000124e-01 7.897609999999999353e-02 3.425298000000000229e+02
1.456433000000000033e-03 1.393455000000000110e+00 1.566486000000000045e+00 7.952243000000000173e+00 1.752299999999999969e-01 7.769803999999999600e-02 3.135464000000000055e+02
1.474309000000000036e-03 1.411548999999999943e+00 1.589377000000000040e+00 7.950008999999999659e+00 1.775500000000000134e-01 7.609868999999999661e-02 2.875045999999999822e+02
1.492183999999999915e-03 1.429319999999999924e+00 1.611966000000000010e+00 7.940204999999999735e+00 1.800100000000000033e-01 7.486634000000000344e-02 2.640624000000000251e+02
1.510059999999999918e-03 1.446768999999999972e+00 1.634230999999999989e+00 7.930735999999999564e+00 1.824300000000000088e-01 7.361884999999999957e-02 2.429234999999999900e+02
1.545811999999999924e-03 1.480698000000000070e+00 1.677767999999999926e+00 7.912003999999999593e+00 1.871500000000000108e-01 7.112458000000000669e-02 2.065511999999999944e+02
1.563687000000000020e-03 1.497179999999999955e+00 1.699033999999999933e+00 7.902733999999999703e+00 1.894500000000000073e-01 6.988179999999999392e-02 1.908926999999999907e+02
1.581563000000000023e-03 1.513341000000000047e+00 1.719959999999999933e+00 7.893342999999999776e+00 1.917200000000000015e-01 6.865213000000000565e-02 1.766787999999999954e+02
1.599439000000000026e-03 1.529180999999999901e+00 1.740515999999999952e+00 7.890009000000000050e+00 1.938100000000000100e-01 6.717339999999999423e-02 1.637567999999999984e+02
1.617315000000000029e-03 1.544702999999999937e+00 1.760758999999999963e+00 7.880042999999999687e+00 1.960300000000000098e-01 6.599161000000000610e-02 1.519901999999999873e+02
1.635189999999999907e-03 1.559908000000000072e+00 1.780661000000000049e+00 7.870103000000000293e+00 1.982099999999999973e-01 6.481932999999999445e-02 1.412605000000000075e+02
1.653065999999999910e-03 1.574797999999999920e+00 1.800221000000000071e+00 7.860216999999999565e+00 2.003500000000000003e-01 6.365648999999999613e-02 1.314619000000000142e+02
1.670941999999999913e-03 1.589374999999999982e+00 1.819436000000000053e+00 7.850238000000000049e+00 2.024600000000000011e-01 6.250998000000000665e-02 1.225010999999999939e+02
1.688817999999999916e-03 1.603642000000000012e+00 1.838308999999999971e+00 7.840215999999999852e+00 2.045399999999999996e-01 6.137846999999999748e-02 1.142951000000000050e+02
1.706693000000000012e-03 1.617601000000000067e+00 1.856837999999999989e+00 7.830163999999999902e+00 2.065899999999999959e-01 6.026212000000000235e-02 1.067702000000000027e+02
1.760321000000000021e-03 1.657658999999999994e+00 1.910376000000000074e+00 7.800023000000000373e+00 2.125199999999999867e-01 5.700229999999999880e-02 8.766052000000000533e+01
1.778195999999999900e-03 1.670415999999999901e+00 1.927578000000000014e+00 7.783131000000000022e+00 2.146200000000000052e-01 5.619357999999999992e-02 8.227044999999999675e+01
1.796071999999999903e-03 1.682879999999999932e+00 1.944404999999999939e+00 7.772639999999999993e+00 2.165100000000000080e-01 5.516659000000000146e-02 7.729684000000000310e+01
1.813947999999999906e-03 1.695054999999999978e+00 1.960895000000000055e+00 7.762006999999999657e+00 2.183799999999999908e-01 5.416081999999999841e-02 7.270181999999999789e+01
1.831823999999999909e-03 1.706944000000000017e+00 1.977050999999999892e+00 7.751498999999999917e+00 2.202099999999999891e-01 5.316716999999999971e-02 6.845167999999999608e+01
1.867575000000000008e-03 1.729881000000000002e+00 2.008367999999999931e+00 7.730597000000000385e+00 2.237699999999999967e-01 5.122647000000000311e-02 6.086784000000000106e+01
1.885451000000000011e-03 1.740934999999999899e+00 2.023537000000000141e+00 7.720246000000000386e+00 2.255000000000000060e-01 5.027845000000000231e-02 5.748223999999999734e+01
1.903327000000000014e-03 1.751719000000000026e+00 2.038380000000000081e+00 7.710005999999999915e+00 2.272000000000000131e-01 4.934418000000000137e-02 5.433709000000000344e+01
1.921201999999999892e-03 1.762235999999999914e+00 2.052944000000000102e+00 7.692662999999999585e+00 2.290800000000000058e-01 4.865119999999999861e-02 5.141219000000000250e+01
1.939077999999999895e-03 1.772488999999999981e+00 2.067145000000000010e+00 7.681731000000000087e+00 2.307400000000000007e-01 4.776952000000000281e-02 4.868968000000000274e+01
1.956953999999999898e-03 1.782485000000000097e+00 2.081026000000000042e+00 7.671016999999999975e+00 2.323699999999999932e-01 4.689792999999999740e-02 4.615283000000000158e+01
1.974829999999999901e-03 1.792224999999999957e+00 2.094597999999999960e+00 7.660465000000000302e+00 2.339600000000000013e-01 4.603838999999999848e-02 4.378670999999999935e+01
1.992704999999999997e-03 1.801714000000000038e+00 2.107864000000000182e+00 7.650095000000000312e+00 2.355200000000000071e-01 4.519048999999999983e-02 4.157773999999999859e+01
2.010581000000000000e-03 1.810956000000000010e+00 2.120868000000000198e+00 7.632820999999999856e+00 2.372599999999999987e-01 4.456054000000000265e-02 3.951346999999999809e+01
2.028457000000000003e-03 1.819954999999999989e+00 2.133516000000000190e+00 7.621745999999999910e+00 2.387799999999999923e-01 4.376362999999999781e-02 3.758294000000000068e+01
2.046333000000000006e-03 1.828716000000000008e+00 2.145865000000000133e+00 7.610881000000000007e+00 2.402799999999999936e-01 4.297701000000000299e-02 3.577568999999999733e+01
2.064208000000000102e-03 1.837242000000000042e+00 2.157922000000000118e+00 7.600290000000000212e+00 2.417300000000000004e-01 4.219900000000000040e-02 3.408238000000000056e+01
2.099960000000000108e-03 1.853606000000000087e+00 2.181211999999999929e+00 7.572014000000000244e+00 2.447999999999999898e-01 4.088283000000000195e-02 3.100412000000000035e+01
2.117836000000000111e-03 1.861452000000000107e+00 2.192396000000000011e+00 7.561060999999999588e+00 2.461899999999999922e-01 4.015984000000000220e-02 2.960431000000000168e+01
2.135711000000000206e-03 1.869080000000000075e+00 2.203300000000000036e+00 7.550333000000000183e+00 2.475499999999999923e-01 3.944642999999999761e-02 2.828838000000000008e+01
2.153587000000000209e-03 1.876492000000000049e+00 2.213935000000000208e+00 7.540022999999999698e+00 2.488700000000000079e-01 3.873780999999999752e-02 2.705035000000000167e+01
2.171463000000000212e-03 1.883694999999999897e+00 2.224337999999999926e+00 7.522015999999999813e+00 2.504199999999999759e-01 3.823975999999999764e-02 2.588466000000000022e+01
2.189339000000000215e-03 1.890689999999999982e+00 2.234418999999999933e+00 7.510947999999999958e+00 2.517199999999999993e-01 3.757788000000000100e-02 2.478638000000000119e+01
2.207213999999999877e-03 1.897483000000000031e+00 2.244238999999999873e+00 7.500326000000000271e+00 2.529899999999999927e-01 3.691959000000000213e-02 2.375074000000000041e+01
2.225089999999999880e-03 1.904076000000000102e+00 2.253801000000000165e+00 7.490003999999999884e+00 2.542200000000000015e-01 3.626872999999999903e-02 2.277347999999999928e+01
2.242965999999999883e-03 1.910474999999999923e+00 2.263145000000000184e+00 7.471766999999999825e+00 2.556899999999999729e-01 3.582160000000000205e-02 2.185060999999999964e+01
2.260841999999999886e-03 1.916681999999999997e+00 2.272186000000000039e+00 7.460914999999999964e+00 2.569000000000000172e-01 3.520931000000000061e-02 2.097859000000000052e+01
2.278716999999999982e-03 1.922701999999999911e+00 2.280975000000000197e+00 7.450186999999999671e+00 2.580700000000000216e-01 3.460794999999999844e-02 2.015397000000000105e+01
2.314468999999999988e-03 1.934193000000000051e+00 2.297877000000000169e+00 7.421656999999999726e+00 2.606100000000000083e-01 3.360550999999999816e-02 1.863478999999999886e+01
2.332344999999999991e-03 1.939672000000000063e+00 2.305930000000000035e+00 7.410588999999999871e+00 2.617399999999999727e-01 3.304947999999999914e-02 1.793475000000000108e+01
2.350220000000000087e-03 1.944978000000000096e+00 2.313756999999999842e+00 7.400127999999999595e+00 2.628300000000000081e-01 3.249276000000000247e-02 1.727102000000000004e+01
2.368096000000000090e-03 1.950115000000000043e+00 2.321407999999999916e+00 7.382266999999999690e+00 2.641600000000000059e-01 3.210927000000000225e-02 1.664129000000000147e+01
2.385972000000000093e-03 1.955086000000000102e+00 2.328771000000000146e+00 7.371323000000000292e+00 2.652300000000000213e-01 3.158596000000000320e-02 1.604356999999999900e+01
2.403848000000000096e-03 1.959894000000000025e+00 2.335907999999999873e+00 7.360487000000000002e+00 2.662700000000000067e-01 3.107238999999999834e-02 1.547580999999999918e+01
2.421723000000000191e-03 1.964542999999999928e+00 2.342830000000000190e+00 7.350001999999999924e+00 2.672800000000000176e-01 3.056338000000000110e-02 1.493618999999999986e+01
2.439599000000000194e-03 1.969036000000000008e+00 2.349593000000000043e+00 7.332014000000000031e+00 2.685500000000000109e-01 3.022031000000000023e-02 1.442300000000000004e+01
2.457475000000000197e-03 1.973376999999999937e+00 2.356078999999999812e+00 7.321015000000000050e+00 2.695500000000000118e-01 2.974293999999999896e-02 1.393473999999999968e+01
2.475351000000000200e-03 1.977568999999999910e+00 2.362356999999999818e+00 7.310305999999999749e+00 2.705199999999999827e-01 2.927083000000000115e-02 1.346987000000000023e+01
2.493225999999999862e-03 1.981614999999999904e+00 2.368438999999999961e+00 7.300005999999999773e+00 2.714500000000000246e-01 2.880163000000000167e-02 1.302704999999999913e+01
2.511101999999999865e-03 1.985516999999999976e+00 2.374366000000000199e+00 7.281723000000000390e+00 2.726700000000000235e-01 2.849909000000000123e-02 1.260496999999999979e+01
2.528977999999999868e-03 1.989279999999999937e+00 2.380040999999999851e+00 7.270967999999999876e+00 2.735899999999999999e-01 2.805817999999999854e-02 1.220251999999999981e+01
2.564728999999999967e-03 1.996399000000000035e+00 2.390814000000000217e+00 7.250008000000000230e+00 2.753700000000000037e-01 2.719674000000000050e-02 1.145199000000000034e+01
2.582604999999999970e-03 1.999760999999999900e+00 2.395967999999999876e+00 7.231746000000000230e+00 2.765299999999999980e-01 2.692545000000000008e-02 1.110188999999999915e+01
2.600480999999999973e-03 2.002994999999999859e+00 2.400882000000000183e+00 7.220930000000000071e+00 2.773900000000000254e-01 2.652378999999999848e-02 1.076740000000000030e+01
2.618356999999999976e-03 2.006104000000000109e+00 2.405616999999999894e+00 7.210352999999999568e+00 2.782299999999999773e-01 2.612717999999999985e-02 1.044760999999999918e+01
2.636232000000000072e-03 2.009090000000000042e+00 2.410178999999999849e+00 7.200008000000000408e+00 2.790400000000000102e-01 2.573572000000000012e-02 1.014175000000000004e+01
2.654108000000000075e-03 2.011957000000000217e+00 2.414620999999999906e+00 7.181938999999999851e+00 2.801400000000000001e-01 2.549003000000000033e-02 9.849045999999999523e+00
2.689860000000000081e-03 2.017342999999999886e+00 2.422874000000000194e+00 7.160471000000000252e+00 2.817299999999999804e-01 2.476213999999999846e-02 9.300504999999999356e+00
2.707735000000000176e-03 2.019867000000000079e+00 2.426757999999999971e+00 7.150091999999999892e+00 2.824999999999999734e-01 2.440486999999999865e-02 9.043357999999999564e+00
2.725611000000000179e-03 2.022282000000000135e+00 2.430550999999999906e+00 7.132397000000000098e+00 2.835300000000000042e-01 2.417953000000000116e-02 8.796822999999999837e+00
2.743487000000000182e-03 2.024589999999999890e+00 2.434105000000000185e+00 7.121340000000000003e+00 2.842999999999999972e-01 2.384864000000000081e-02 8.560432000000000485e+00
2.761363000000000185e-03 2.026794000000000207e+00 2.437511999999999901e+00 7.110797999999999952e+00 2.850300000000000056e-01 2.351697999999999983e-02 8.333617000000000274e+00
2.779237999999999847e-03 2.028897000000000173e+00 2.440765999999999991e+00 7.100254999999999761e+00 2.857500000000000040e-01 2.319308000000000133e-02 8.115909000000000262e+00
2.797113999999999850e-03 2.030899999999999928e+00 2.443880000000000052e+00 7.090018999999999849e+00 2.864399999999999724e-01 2.287180999999999936e-02 7.906855000000000189e+00
2.814989999999999853e-03 2.032805999999999891e+00 2.446918999999999844e+00 7.072173000000000265e+00 2.874399999999999733e-01 2.267962999999999923e-02 7.706012999999999558e+00
2.832865999999999856e-03 2.034616999999999898e+00 2.449730000000000185e+00 7.061280000000000001e+00 2.881400000000000072e-01 2.238218999999999972e-02 7.513037999999999883e+00
2.850740999999999952e-03 2.036334999999999784e+00 2.452408999999999839e+00 7.050807999999999964e+00 2.888100000000000112e-01 2.208509000000000166e-02 7.327509000000000050e+00
2.868616999999999955e-03 2.037962999999999969e+00 2.454947999999999908e+00 7.040307000000000315e+00 2.894700000000000051e-01 2.179537999999999962e-02 7.149075999999999986e+00
2.904368999999999961e-03 2.040955999999999992e+00 2.459709000000000145e+00 7.012487000000000137e+00 2.910499999999999754e-01 2.133944999999999939e-02 6.812148999999999788e+00
2.922244000000000057e-03 2.042324999999999946e+00 2.461851999999999929e+00 7.001593999999999873e+00 2.916900000000000048e-01 2.107432000000000055e-02 6.653081000000000245e+00
2.940120000000000060e-03 2.043611999999999984e+00 2.463874999999999815e+00 6.991173999999999999e+00 2.923100000000000143e-01 2.080832999999999988e-02 6.499864999999999782e+00
2.975872000000000066e-03 2.045946999999999960e+00 2.467547000000000157e+00 6.970290999999999570e+00 2.935200000000000031e-01 2.029538999999999996e-02 6.209958000000000311e+00
2.993747000000000161e-03 2.046999000000000013e+00 2.469209000000000209e+00 6.960047000000000317e+00 2.941099999999999826e-01 2.004498999999999864e-02 6.072773999999999894e+00
3.011623000000000164e-03 2.047975999999999797e+00 2.470813000000000148e+00 6.942455999999999960e+00 2.949899999999999745e-01 1.990530999999999898e-02 5.940442000000000000e+00
3.029499000000000167e-03 2.048881000000000174e+00 2.472243999999999886e+00 6.931920999999999999e+00 2.955699999999999994e-01 1.966943999999999984e-02 5.812800000000000189e+00
3.047375000000000170e-03 2.049713999999999814e+00 2.473559999999999981e+00 6.921254000000000239e+00 2.961500000000000243e-01 1.944090999999999875e-02 5.689612999999999587e+00
3.065251000000000173e-03 2.050478000000000023e+00 2.474772999999999890e+00 6.910997000000000057e+00 2.967000000000000193e-01 1.921199000000000170e-02 5.570682999999999829e+00
3.083125999999999835e-03 2.051175000000000193e+00 2.475875999999999966e+00 6.900564000000000142e+00 2.972500000000000142e-01 1.899077999999999877e-02 5.455832000000000015e+00
3.101001999999999838e-03 2.051806000000000019e+00 2.476878999999999831e+00 6.890308000000000099e+00 2.977799999999999891e-01 1.877229999999999871e-02 5.344884999999999664e+00
3.118877999999999841e-03 2.052372000000000085e+00 2.477781999999999929e+00 6.880125999999999742e+00 2.983000000000000096e-01 1.855787000000000062e-02 5.237676999999999694e+00
3.136753999999999844e-03 2.052874999999999783e+00 2.478587000000000096e+00 6.870015999999999678e+00 2.988199999999999745e-01 1.834743999999999958e-02 5.134051000000000364e+00
3.154628999999999940e-03 2.053316999999999837e+00 2.479350000000000165e+00 6.852343000000000295e+00 2.996500000000000274e-01 1.824214000000000044e-02 5.033840999999999788e+00
3.172504999999999943e-03 2.053700000000000081e+00 2.479962000000000000e+00 6.842069000000000401e+00 3.001599999999999824e-01 1.804253000000000107e-02 4.936944999999999695e+00
3.190380999999999946e-03 2.054024000000000072e+00 2.480480000000000018e+00 6.831648999999999639e+00 3.006599999999999828e-01 1.784944000000000114e-02 4.843208999999999875e+00
3.208256999999999949e-03 2.054291999999999785e+00 2.480904999999999916e+00 6.821234999999999715e+00 3.011599999999999833e-01 1.766076000000000104e-02 4.752500000000000391e+00
3.226132000000000045e-03 2.054504000000000108e+00 2.481244999999999923e+00 6.810979999999999812e+00 3.016499999999999737e-01 1.747438999999999937e-02 4.664696000000000176e+00
3.244008000000000048e-03 2.054663000000000128e+00 2.481501000000000179e+00 6.800837999999999717e+00 3.021199999999999997e-01 1.729088000000000153e-02 4.579683000000000170e+00
3.261884000000000051e-03 2.054768000000000150e+00 2.481669999999999821e+00 6.790629000000000026e+00 3.025900000000000256e-01 1.711245000000000127e-02 4.497351000000000099e+00
3.279760000000000054e-03 2.054822999999999844e+00 2.481755000000000155e+00 6.780405000000000015e+00 3.030499999999999861e-01 1.693833000000000144e-02 4.417593000000000103e+00
