#            rhoc              M             Mb              R              C             kl            lam
2.051303000000000035e-04 1.176868999999999971e-01 1.186813000000000035e-01 1.712590000000000146e+01 6.871900000000000230e-03 2.881191999999999868e-03 1.253448000000000000e+08
2.230060000000000126e-04 1.429056999999999966e-01 1.443742000000000081e-01 1.408121000000000045e+01 1.014900000000000004e-02 8.666286999999999949e-03 5.366540000000000000e+07
2.408818000000000016e-04 1.701631999999999867e-01 1.722374999999999878e-01 1.254504000000000019e+01 1.356399999999999967e-02 1.759335000000000065e-02 2.554406000000000000e+07
2.587574999999999836e-04 1.994391000000000080e-01 2.022721000000000102e-01 1.165457999999999927e+01 1.711299999999999974e-02 2.866756999999999986e-02 1.302358000000000000e+07
2.766333000000000268e-04 2.306476000000000082e-01 2.344094999999999929e-01 1.108464999999999989e+01 2.080800000000000011e-02 4.100833999999999729e-02 7.008829000000000000e+06
2.945089999999999817e-04 2.635726999999999931e-01 2.684475000000000056e-01 1.070412999999999926e+01 2.462299999999999905e-02 5.368128999999999956e-02 3.953551000000000000e+06
3.123848000000000250e-04 2.979822999999999777e-01 3.041645000000000043e-01 1.045149999999999935e+01 2.851100000000000162e-02 6.571095999999999882e-02 2.325339000000000000e+06
3.302604999999999799e-04 3.337330000000000019e-01 3.414283000000000179e-01 1.027054000000000045e+01 3.249400000000000205e-02 7.706757000000000191e-02 1.418248000000000000e+06
3.481363000000000231e-04 3.707581999999999822e-01 3.801881999999999762e-01 1.014231000000000016e+01 3.655599999999999822e-02 8.736818000000000362e-02 8.922611999999999534e+05
3.660119999999999780e-04 4.090128000000000097e-01 4.204104000000000174e-01 1.005052000000000056e+01 4.069600000000000301e-02 9.652737999999999596e-02 5.765240999999999767e+05
3.838878000000000212e-04 4.484669000000000016e-01 4.620856999999999881e-01 9.982972000000000179e+00 4.492299999999999766e-02 1.046186000000000060e-01 3.812104000000000233e+05
4.017634999999999761e-04 4.891041999999999890e-01 5.052079999999999904e-01 9.940469000000000221e+00 4.920299999999999674e-02 1.112478999999999968e-01 2.571747999999999884e+05
4.196393000000000193e-04 5.309160000000000545e-01 5.497919999999999474e-01 9.910280999999999452e+00 5.357200000000000156e-02 1.168711999999999945e-01 1.765701000000000058e+05
4.375149999999999742e-04 5.738982999999999723e-01 5.958514000000000310e-01 9.890155000000000030e+00 5.802700000000000219e-02 1.214983000000000035e-01 1.231173999999999942e+05
4.553908000000000175e-04 6.180586000000000135e-01 6.434193999999999747e-01 9.873010999999999981e+00 6.260100000000000386e-02 1.254958999999999936e-01 8.702382000000000698e+04
4.732665000000000266e-04 6.634364999999999846e-01 6.925470999999999711e-01 9.870350000000000179e+00 6.721499999999999697e-02 1.280948000000000087e-01 6.224523999999999796e+04
4.911422999999999614e-04 7.100800000000000445e-01 7.433231999999999617e-01 9.870366000000000639e+00 7.194100000000000494e-02 1.300215999999999872e-01 4.498358999999999651e+04
5.090179999999999705e-04 7.580367000000000077e-01 7.958235999999999644e-01 9.871090999999999838e+00 7.679400000000000115e-02 1.314120000000000010e-01 3.280336000000000058e+04
