# 1:rho_c 2:axis_ratio 3:M 4:J 5:P0 6:M0
0.1 1.0 0.101231 0.0 inf 0.1013582
0.18194 0.721 0.3991165 0.1313307984 2.67548674376 0.4063481
0.214716 0.714 0.5764033 0.262652603938 2.2806612696 0.592166
0.231104 0.669 0.6920613 0.394358670425 2.0410336386 0.7146363
0.247492 0.656 0.801939 0.525455482824 1.91212846738 0.832302
0.26388 0.657 0.9078908 0.656812170334 1.82635816876 0.9470312
0.280268 0.663 1.011064 0.789659718108 1.76179963161 1.05998
0.280268 0.602 1.052604 0.919873015596 1.67513013193 1.104192
0.296656 0.625 1.149983 1.05235579943 1.63592878652 1.212346
0.313043 0.643 1.244381 1.18244349765 1.60330534683 1.318353
0.313043 0.602 1.280134 1.31334850077 1.55138462665 1.356867
0.329431 0.624 1.371389 1.44738951746 1.52459204042 1.460709
0.329431 0.587 1.404324 1.57753012869 1.48609416095 1.496395
0.345819 0.613 1.490719 1.70716717819 1.46452866251 1.596102
0.345819 0.579 1.52197 1.83920605979 1.43344341994 1.630153
0.362207 0.605 1.605718 1.97224167729 1.41342934393 1.728022
0.362207 0.575 1.634385 2.10091968552 1.38843540279 1.759425
0.378595 0.6 1.715258 2.23603773346 1.36965526102 1.85511
0.378595 0.573 1.742271 2.36411968585 1.34853717268 1.884855
0.394983 0.597 1.81842 2.49733285035 1.33034228089 1.976268
0.394983 0.572 1.845856 2.62857596275 1.31246924043 2.00657
0.411371 0.595 1.918071 2.75823002829 1.29561058249 2.094423
0.411371 0.572 1.944721 2.89096619292 1.27976471338 2.123987
0.427759 0.593 2.014039 3.02195547147 1.2633626991 2.20933
0.427759 0.572 2.039504 3.15341659046 1.24947357951 2.237695
0.444147 0.59 2.107448 3.29407175437 1.23255418521 2.322141
0.444147 0.572 2.130134 3.41447676792 1.22131278742 2.347503
0.460535 0.588 2.19564 3.55891636456 1.20454552651 2.429773
0.460535 0.571 2.217619 3.67891459277 1.19450171037 2.454433
0.460535 0.539 2.239357 3.80817869743 1.18373887057 2.47889
0.476923 0.57 2.300902 3.93991702842 1.16942682228 2.557196
0.476923 0.538 2.322313 4.07157247444 1.15938120931 2.58137
0.493311 0.568 2.381062 4.20292892908 1.14543752804 2.65691
0.509699 0.581 2.437382 4.34546480728 1.13007905593 2.730027
0.509699 0.565 2.458074 4.46693419893 1.12250631263 2.753456
0.526087 0.578 2.510772 4.60397399279 1.10784466074 2.82272
0.526087 0.561 2.531772 4.73009137746 1.10064621551 2.84656
0.542475 0.574 2.581328 4.86413894992 1.08645215397 2.912437
0.542475 0.555 2.602599 4.99452385365 1.07964261106 2.93664
0.558863 0.569 2.648918 5.12408851462 1.06595624927 2.998962
0.558863 0.546 2.669903 5.25460768794 1.05974171386 3.022883
0.575251 0.562 2.717303 5.39048583303 1.04694855193 3.086426
0.591639 0.572 2.758809 5.51645645782 1.03392267335 3.143291
0.591639 0.553 2.779175 5.64681298473 1.0282871786 3.166603
0.608027 0.563 2.819394 5.78096669908 1.01505056156 3.221992
0.624415 0.569 2.861858 5.92311460493 1.0026608598 3.279759
0.624415 0.55 2.880358 6.04244368066 0.998138542751 3.30099
0.640803 0.559 2.919728 6.17608960286 0.98638711439 3.355122
0.657191 0.563 2.954992 6.31526754038 0.973581032725 3.404483
0.673579 0.567 2.990979 6.44701009494 0.962294175693 3.454393
0.673579 0.5390998 3.008653 6.56572453596 0.958237350844 3.474814
0.689967 0.55 3.043394 6.69840611642 0.947316023202 3.523047
0.706355 0.553 3.076273 6.82980332927 0.936472339435 3.568989
0.722742 0.554 3.107721 6.96022953438 0.925844217738 3.613055
0.73913 0.553 3.137924 7.09067440184 0.915390476487 3.655448
0.755518 0.548 3.167178 7.22297385331 0.905053081847 3.696501
0.788294 0.565 3.204306 7.36229109269 0.888281101247 3.75314
0.804682 0.56 3.22983 7.4902997241 0.878495395156 3.789111
0.82107 0.551 3.258614 7.61957657356 0.869837653623 3.828482
0.853846 0.559 3.288022 7.75438632673 0.854132907641 3.874082
0.886622 0.563 3.317881 7.88151163535 0.84007912357 3.919047
0.919398 0.562 3.345411 8.0115413078 0.826325442837 3.960293
0.952174 0.553 3.370485 8.14150718236 0.812947217071 3.997724
1.00134 0.553 3.402756 8.272938151 0.796502604457 4.045834
1.08328 0.558 3.428654 8.40899760651 0.770701842636 4.08994
