# 1:rho_c 2:axis_ratio 3:M 4:J 5:P0 6:M0
0.1 1.0 0.0817717 0.0 inf 0.08177937
0.362207 0.738 0.384282 0.107599435823 1.88173124566 0.3931342
0.394983 0.63 0.5129426 0.215480655692 1.53421226815 0.5287577
0.427759 0.634 0.6339039 0.32266539208 1.41670551775 0.6583652
0.460535 0.659 0.7509069 0.430508005179 1.3536338616 0.785856
0.476923 0.632 0.8304045 0.538034612403 1.2831083567 0.8727956
0.493311 0.616 0.907191 0.646437213723 1.23266251511 0.9575748
0.509699 0.61 0.9809555 0.752990712041 1.1951124343 1.039842
0.526087 0.609 1.053274 0.860805749497 1.16425224842 1.121272
0.542475 0.611 1.123902 0.969156467756 1.13815985597 1.201565
0.558863 0.615 1.192632 1.07695225148 1.11582209799 1.280471
0.558863 0.568 1.224631 1.18357148276 1.0852852762 1.315475
0.575251 0.583 1.290132 1.29062320236 1.06843864569 1.391658
0.591639 0.594 1.353602 1.39819521174 1.05224041338 1.466273
0.591639 0.544 1.383449 1.50586819415 1.03144362508 1.499174
0.608027 0.57 1.445603 1.61506280538 1.01798923442 1.573019
0.624415 0.583 1.505995 1.72643069407 1.00430999915 1.645536
0.624415 0.542 1.532188 1.82880862366 0.989439202649 1.67464
0.640803 0.567 1.589525 1.93773767099 0.977397065559 1.744406
0.657191 0.58 1.647015 2.04846589734 0.966341502856 1.814734
0.657191 0.549 1.671684 2.15188390327 0.954278789297 1.842353
0.673579 0.567 1.725939 2.26327522844 0.943213880189 1.909711
0.689967 0.579 1.779935 2.37366066754 0.93333544869 1.977102
0.689967 0.555 1.80102 2.47395234722 0.922883593071 2.000972
0.706355 0.569 1.853408 2.58578474609 0.913391881995 2.067019
0.706355 0.537 1.875965 2.68909392454 0.904702139195 2.092519
0.722742 0.558 1.924983 2.80182248936 0.89478457051 2.155304
0.73913 0.571 1.974622 2.90789898399 0.887090065743 2.218885
0.73913 0.546 1.993301 3.01444511859 0.877846971207 2.240351
0.755518 0.562 2.03943 3.11917404485 0.869826695594 2.300367
0.771906 0.572 2.087006 3.22966209467 0.862182048999 2.362194
0.771906 0.551 2.104241 3.33485218502 0.854010776988 2.382124
0.788294 0.563 2.15012 3.44406094263 0.846723373832 2.442261
0.788294 0.533 2.168783 3.54918679975 0.840029480673 2.463745
0.804682 0.551 2.209731 3.66315746003 0.831131485036 2.518725
0.82107 0.563 2.251873 3.76498192702 0.824570195085 2.575002
0.82107 0.535 2.270268 3.87366770276 0.818350370901 2.596273
0.837458 0.551 2.30798 3.98391065079 0.809939846973 2.647953
0.853846 0.561 2.348495 4.09002962814 0.803363685066 2.70267
0.853846 0.53 2.365453 4.19464979455 0.797960150817 2.722357
0.870234 0.547 2.400993 4.30926853984 0.789585334426 2.77173
0.886622 0.557 2.438808 4.41311451269 0.783368846401 2.823439
0.90301 0.563 2.473553 4.52097008832 0.776263578767 2.871748
0.90301 0.538 2.487121 4.62839913151 0.770518677222 2.887772
0.919398 0.548 2.520868 4.737681478 0.76355198662 2.93489
0.935786 0.555 2.555549 4.84277945311 0.757555626753 2.982878
0.952174 0.559 2.58674 4.95032329317 0.750766164826 3.026883
0.968562 0.562 2.616742 5.0566760884 0.744096175079 3.069384
0.98495 0.564 2.645799 5.16344633435 0.737478904439 3.110645
0.98495 0.538 2.658136 5.27315117331 0.732395096464 3.125324
1.00134 0.542 2.685945 5.37899186347 0.725997837112 3.164971
1.01773 0.542 2.713071 5.48736353408 0.719567620204 3.203653
1.03411 0.54 2.739011 5.59400370577 0.713274194946 3.240756
1.06689 0.561 2.778031 5.70519743679 0.705275514852 3.298892
1.08328 0.558 2.800934 5.80857628408 0.699353860522 3.331545
1.09967 0.542 2.82362 5.94268111822 0.691763556088 3.363957
1.11605 0.5373395 2.845382 6.02357670981 0.687429492928 3.394687
1.14883 0.54 2.87353 6.15648667264 0.677875207878 3.437919
1.18161 0.557 2.90025 6.23821903794 0.671463771059 3.478241
1.21438 0.557 2.925308 6.34932579367 0.663532604139 3.51605
1.24716 0.555 2.948207 6.45541410986 0.65590264775 3.550571
1.27993 0.547 2.969621 6.56062325461 0.648449114725 3.582624
1.3291 0.545 2.993365 6.66838894886 0.638966394509 3.619647
1.39465 0.549 3.017352 6.77624805354 0.627724076018 3.657922
1.49298 0.555 3.041397 6.88364095068 0.613060676599 3.697588
