# 1:rho_c 2:axis_ratio 3:M 4:J 5:P0 6:M0
0.1 1.0 0.08277288 0.0 inf 0.08278665
0.214716 0.787 0.2975377 0.0636191637918 2.93731420022 0.3017342
0.247492 0.743 0.4097883 0.127265764367 2.36088823111 0.4182589
0.26388 0.682 0.4830459 0.190632966678 2.06715482516 0.4948448
0.280268 0.655 0.5535778 0.254253295694 1.91378076668 0.5691694
0.296656 0.65 0.6218593 0.317758350879 1.81626184479 0.641699
0.313043 0.655 0.6884497 0.381320998609 1.74649309559 0.7129961
0.329431 0.663 0.7538535 0.44545964811 1.6922494962 0.7835739
0.329431 0.591 0.7795849 0.508513967872 1.61510221452 0.8106817
0.345819 0.625 0.8418914 0.571658560149 1.5819924831 0.8786247
0.362207 0.644 0.9035967 0.635848637931 1.55272186789 0.9464228
0.362207 0.597 0.9262235 0.698994937118 1.50458157252 0.9704761
0.378595 0.625 0.9858079 0.762989536669 1.48241021212 1.036603
0.378595 0.576 1.007068 0.826297460625 1.44559946254 1.059304
0.394983 0.613 1.064733 0.889893942784 1.42750384746 1.123936
0.394983 0.562 1.084662 0.952842473159 1.39805104286 1.14531
0.411371 0.606 1.141549 1.01789969269 1.38185920829 1.209675
0.411371 0.562 1.160206 1.0800764003 1.35760044925 1.229772
0.427759 0.604 1.216548 1.14547688236 1.3433035114 1.294157
0.427759 0.57 1.23435 1.20782744871 1.32238637656 1.313416
0.444147 0.604 1.28896 1.27275973829 1.30956796519 1.376427
0.444147 0.577 1.305739 1.3342841353 1.29142786997 1.394654
0.460535 0.605 1.358479 1.39904845497 1.27957810546 1.456067
0.460535 0.582 1.374755 1.46129561129 1.26321233428 1.47382
0.476923 0.606 1.425138 1.52487961746 1.25227214166 1.533023
0.476923 0.585 1.44148 1.58992442772 1.23687379716 1.550916
0.476923 0.55 1.456761 1.65133947257 1.22375477075 1.567647
0.493311 0.587 1.505203 1.71781433173 1.21252702578 1.625075
0.493311 0.562 1.519992 1.77940883787 1.20052660869 1.641325
0.509699 0.588 1.565742 1.84448049259 1.18985840046 1.696001
0.509699 0.567 1.579892 1.90542633823 1.17895545098 1.711601
0.526087 0.586 1.621537 1.96990530453 1.16851360771 1.761639
0.526087 0.565 1.635797 2.03321047606 1.15814921071 1.777407
0.542475 0.582 1.674466 2.09621929899 1.14805704105 1.824153
0.542475 0.56 1.688493 2.16027992961 1.13844856797 1.839704
0.558863 0.576 1.725269 2.22450197295 1.12826509033 1.884376
0.558863 0.55 1.738694 2.28743947914 1.11961758911 1.899294
0.575251 0.569 1.773174 2.34995644063 1.10977694851 1.941422
0.591639 0.578 1.806609 2.4148937109 1.09962376356 1.982355
0.591639 0.558 1.819438 2.47758196152 1.09182328019 1.996673
0.608027 0.568 1.851287 2.54267449432 1.08180242755 2.035831
0.624415 0.575 1.881179 2.60430363424 1.07221445895 2.072767
0.624415 0.554 1.893641 2.66753046391 1.0651165393 2.086726
0.640803 0.562 1.922726 2.73188953094 1.05537352993 2.122748
0.657191 0.567 1.950825 2.79576658472 1.04569088491 2.157663
0.673579 0.57 1.978554 2.86161636147 1.03579517267 2.192187
0.673579 0.5403086 1.989777 2.92279321829 1.02961245684 2.204835
0.689967 0.552 2.016153 2.98576175629 1.0203487738 2.2378
0.706355 0.555 2.041511 3.04948313088 1.01091253076 2.269602
0.722742 0.556 2.066052 3.11318867993 1.00154480218 2.300441
0.73913 0.556 2.089601 3.17570187387 0.992355049392 2.330118
0.755518 0.554 2.11261 3.23922031362 0.983166690297 2.359141
0.771906 0.549 2.134979 3.30318221825 0.974023847329 2.387394
0.804682 0.566 2.166699 3.3663593623 0.961153635974 2.428995
0.82107 0.561 2.187301 3.43030459423 0.952174070287 2.455098
0.837458 0.553 2.207312 3.49380621816 0.943333824356 2.480494
0.870234 0.562 2.235559 3.55839651051 0.930485237099 2.517797
0.886622 0.55 2.254008 3.62079311142 0.921921482306 2.541292
0.919398 0.556 2.279518 3.68397181856 0.909438399224 2.575152
0.952174 0.556 2.303728 3.74822186702 0.897066197075 2.607304
0.98495 0.551 2.326365 3.81118631458 0.884988957638 2.637433
1.03411 0.559 2.353151 3.8743955427 0.869343492372 2.674009
1.08328 0.558 2.377537 3.93761940752 0.854140106545 2.70732
1.14883 0.558 2.403733 4.00205998693 0.835898445549 2.743694
1.24716 0.561 2.432445 4.06537343293 0.81188394901 2.784621
