# 1:rho_c 2:axis_ratio 3:M 4:J 5:P0 6:M0
0.128916 0.665 0.07190035 0.00375756140736 6653.11866427 0.07135494
0.446988 0.685 0.3639311 0.0738772065903 2.17976411061 0.3692521
0.514458 0.659 0.494315 0.147746243696 1.71225047531 0.5061658
0.562651 0.674 0.6000762 0.221507156101 1.51920121513 0.6189861
0.601205 0.68 0.6908385 0.295404415154 1.40221220899 0.7171061
0.63012 0.666 0.7665076 0.369397428077 1.31445521427 0.7995929
0.649398 0.619 0.825733 0.442979327387 1.23992192199 0.8644458
0.678313 0.647 0.8980744 0.51746889632 1.19603788817 0.9449271
0.69759 0.633 0.9539612 0.590708698466 1.15183018956 1.007286
0.716867 0.625 1.008848 0.664878864101 1.11531821349 1.069009
0.736145 0.623 1.062512 0.739123131923 1.08476476288 1.129843
0.755422 0.625 1.114647 0.81277568743 1.05879773923 1.189425
0.774699 0.628 1.165694 0.8870374378 1.03568675598 1.248207
0.784337 0.598 1.201609 0.96003930467 1.01003337323 1.289114
0.803614 0.61 1.250495 1.0341551271 0.991900894797 1.346139
0.822892 0.619 1.297991 1.10747286093 0.97553431281 1.401983
0.83253 0.598 1.331598 1.18131404823 0.956172917346 1.440912
0.851807 0.61 1.377201 1.2550767894 0.942141828301 1.495185
0.861446 0.59 1.409476 1.32959743297 0.925550450171 1.532941
0.880723 0.604 1.453112 1.40328717735 0.913249563436 1.5855
0.890361 0.586 1.483893 1.47756058291 0.898860286093 1.621863
0.909639 0.6 1.525711 1.55156901366 0.887706316358 1.672807
0.919277 0.585 1.554832 1.62442850802 0.87521429542 1.707558
0.938554 0.598 1.594846 1.69837039954 0.864977617961 1.756852
0.948193 0.584 1.622957 1.77229637797 0.85351182074 1.790675
0.96747 0.595 1.661551 1.84795941321 0.843674901778 1.838677
0.977108 0.583 1.688032 1.91989723707 0.833535572026 1.870846
0.996386 0.593 1.724887 1.99536347865 0.824310351786 1.917153
1.00602 0.581 1.750461 2.0683184279 0.814814388757 1.948444
1.0253 0.591 1.785163 2.1415734591 0.806341472036 1.992526
1.03494 0.579 1.809773 2.21503010864 0.797448305054 2.022844
1.05422 0.587 1.843433 2.29101265454 0.789004703899 2.06591
1.0625 0.571 1.865445 2.36265925364 0.780880671105 2.09303
1.08313 0.583 1.896816 2.43750982385 0.772221174334 2.134091
1.09277 0.569 1.921191 2.51065904704 0.765169846399 2.164196
1.11205 0.578 1.951433 2.58426901487 0.757607235964 2.203592
1.13133 0.583 1.978912 2.65821709787 0.749388991926 2.239974
1.14096 0.569 2.002157 2.73249968048 0.742826849506 2.268855
1.16024 0.573 2.028654 2.80949611223 0.734556737039 2.304155
1.17952 0.577 2.055851 2.88318967149 0.727422078198 2.340106
1.18916 0.56 2.077241 2.95342342666 0.721756971754 2.366883
1.20843 0.565 2.103367 3.028098953 0.714740116894 2.401586
1.22771 0.567 2.128758 3.10292385049 0.707799135974 2.435412
1.24699 0.567 2.150943 3.17721177541 0.700254639446 2.465659
1.26627 0.567 2.17448 3.25002961867 0.69364459101 2.49723
1.28554 0.565 2.197494 3.32385445715 0.68703952402 2.528139
1.30482 0.561 2.219865 3.39775991979 0.6805014212 2.558258
1.3241 0.554 2.244099 3.47013037039 0.674898905873 2.590278
1.35301 0.57 2.26741 3.54480876766 0.667049279631 2.623529
1.37229 0.563 2.287565 3.61784644838 0.660791614807 2.650801
1.4012 0.569 2.311842 3.69435981557 0.653661918422 2.684628
1.42048 0.557 2.330388 3.76580406075 0.647644768733 2.709812
1.4494 0.561 2.35281 3.84144458428 0.640695616782 2.741128
1.47831 0.562 2.373867 3.91462912145 0.633947988859 2.770625
1.50723 0.559 2.393935 3.98743591102 0.627271614394 2.798749
1.54578 0.568 2.416403 4.06232725139 0.619730308108 2.830909
1.5747 0.558 2.434585 4.13516255894 0.613168366713 2.856313
1.61325 0.559 2.454643 4.20917084524 0.605793901859 2.884959
1.66145 0.563 2.476569 4.29002881512 0.597303544186 2.916532
1.7 0.555 2.496112 4.35586733865 0.591154425453 2.943434
1.75783 0.556 2.513485 4.43493726196 0.581477602452 2.969822
3.5 0.615 2.532702 4.50609001758 0.467435260465 2.98921
3.5 0.592 2.539855 4.58162446623 0.463739305982 2.996615
3.22917 0.59 2.559044 4.65415304949 0.47249703953 3.02824
2.95833 0.585 2.580506 4.72680255604 0.483533585637 3.061839
2.5 0.5648805 2.600887 4.79882065346 0.507752661294 3.095185
