# 1:rho_c 2:axis_ratio 3:M 4:J 5:P0 6:M0
0.116388 0.999 0.09669199 0.000138955327522 274.836245085 0.0964965
0.231104 0.799 0.4632008 0.127767341069 2.86486006334 0.4728283
0.26388 0.735 0.6193328 0.255724476549 2.25593266481 0.6372678
0.280268 0.648 0.7216732 0.38331981596 1.95798856565 0.745917
0.313043 0.703 0.867707 0.51204212864 1.86590895333 0.9041384
0.329431 0.684 0.9623367 0.640191696223 1.75131729772 1.00729
0.345819 0.677 1.054709 0.767944531082 1.67120926423 1.109044
0.362207 0.677 1.145571 0.896103828359 1.61027998957 1.210203
0.362207 0.614 1.182919 1.02348261118 1.53031453385 1.250343
0.378595 0.633 1.26989 1.15063302759 1.49316517612 1.348547
0.394983 0.648 1.356107 1.27890313685 1.46096024022 1.446951
0.394983 0.598 1.388857 1.40594739655 1.41261107874 1.482538
0.411371 0.625 1.472473 1.53416673374 1.38839398449 1.579326
0.427759 0.644 1.556525 1.66470130924 1.36643236124 1.677712
0.427759 0.61 1.585757 1.79167955257 1.33166859686 1.709822
0.444147 0.634 1.666142 1.9164525537 1.31490772315 1.805371
0.444147 0.602 1.694474 2.04665498856 1.28574346484 1.83666
0.460535 0.626 1.772905 2.17843457392 1.26891687763 1.931243
0.460535 0.599 1.798967 2.29959699982 1.24691511368 1.960112
0.476923 0.622 1.875627 2.43558493844 1.2310180976 2.053784
0.476923 0.598 1.900384 2.55566907025 1.2123349479 2.081339
0.493311 0.62 1.974323 2.69191620824 1.19768303055 2.172946
0.493311 0.598 1.998571 2.81441668408 1.1809890444 2.200052
0.493311 0.564 2.021808 2.93939817473 1.16498425513 2.2261
0.509699 0.598 2.092119 3.07695520087 1.15117219093 2.314637
0.509699 0.572 2.114909 3.19611215905 1.13837843873 2.340208
0.526087 0.601 2.180568 3.32343017546 1.12634143383 2.424238
0.526087 0.578 2.203849 3.44982339663 1.11396469621 2.45047
0.542475 0.602 2.267149 3.58014878656 1.10204562737 2.532461
0.542475 0.581 2.290313 3.7101753841 1.09045953403 2.55866
0.558863 0.602 2.350735 3.84123833886 1.07879843413 2.6379
0.558863 0.584 2.369928 3.96295116327 1.06802401958 2.659784
0.558863 0.552 2.39201 4.08962386278 1.0586755349 2.684822
0.575251 0.586 2.447987 4.2159399435 1.04757956855 2.759492
0.575251 0.561 2.469717 4.34386896323 1.03884300263 2.784203
0.591639 0.586 2.523417 4.47471934702 1.02759212112 2.856539
0.591639 0.564 2.544235 4.59993881563 1.01971735807 2.880275
0.608027 0.584 2.596363 4.74042569174 1.00798346641 2.950983
0.608027 0.564 2.615727 4.85823721617 1.00123310852 2.973104
0.624415 0.583 2.663757 4.99079906621 0.99017486593 3.039168
0.624415 0.562 2.683732 5.11536718203 0.983522655289 3.062042
0.640803 0.579 2.728852 5.25043269623 0.972474702115 3.124588
0.640803 0.558 2.747273 5.3656237301 0.966866272655 3.145705
0.657191 0.575 2.789302 5.49863388846 0.956091584144 3.204559
0.673579 0.586 2.834063 5.62685871907 0.947478302313 3.266067
0.673579 0.567 2.848335 5.75803603045 0.93968322515 3.282768
0.689967 0.578 2.888096 5.88576687318 0.930370879818 3.338415
0.689967 0.556 2.90315 6.0060200861 0.924411105432 3.355911
0.706355 0.569 2.940917 6.13452042315 0.915209139758 3.408979
0.722742 0.576 2.976932 6.26465504602 0.905984469837 3.459726
0.722742 0.551 2.995324 6.38769337798 0.901346601541 3.480925
0.73913 0.561 3.026095 6.51965316062 0.891237773634 3.525472
0.755518 0.567 3.058009 6.64501176655 0.882461914272 3.57078
0.771906 0.57 3.088624 6.772580514 0.873680279322 3.614242
0.788294 0.571 3.117923 6.9014960138 0.86491582113 3.65579
0.804682 0.569 3.146762 7.03894438064 0.855937701231 3.696394
0.82107 0.568 3.172518 7.16051319379 0.847704782824 3.733024
0.837458 0.565 3.197253 7.28338398796 0.839514865733 3.768095
0.853846 0.558 3.221311 7.41030185943 0.831294009578 3.802048
0.886622 0.564 3.255779 7.56269107153 0.818827619804 3.852981
0.90301 0.556 3.274574 7.66612673914 0.811703232995 3.879792
0.935786 0.559 3.301933 7.7943722294 0.800474398274 3.920566
0.968562 0.552 3.330817 7.92207125498 0.790336084461 3.961724
1.01773 0.554 3.353298 8.04954784143 0.775502939762 3.997825
1.08328 0.555 3.383263 8.17617126167 0.759827222971 4.042297
