name,q,group,tend,neutrinos,comment,viscosity,resolution,dyn_phase,bern_phase,EOS,M1,M2,Mb1,Mb2,Mb,Mg1,Mg2,R1,R2,C1,C2,k21,k22,lam21,lam22,Lambda,k2T,fate,MADM,EGW,JADM,JGW,f0,fpeak,tmerg_r,tcoll_gw,tcoll,Mdisk,tdisk3D,Mdisk3D,tdisk3Dmax,Mdisk3Dmax,Munb_tot,Munb_bern_tot,tend-geo,t98mass-geo,Mej_tot-geo,Ye_ave-geo,s_ave-geo,vel_inf_ave-geo,E_kin_ave-geo,theta_rms-geo,Mej_tot-bern_geoend,Ye_ave-bern_geoend,s_ave-bern_geoend,vel_inf_ave-bern_geoend,E_kin_ave-bern_geoend,theta_rms-bern_geoend
BLh_M10651772_M0_LK_SR,1.663849765258216,BLh_M10651772_M0_LK,,M0,,LK,SR,,not passed,BLh,1.065,1.772,2.01,1.138,3.1479999999999997,1.756589424092347,1.0549045058228386,8.145153390800376,8.503330656124023,0.21566271634377543,0.12405849562235582,0.0547440025327414,0.10545537268213916,78.23272203901816,2392.4892403112226,534.6950583526873,102.2982045607223,,2.81064,4.8,7.4095,9.6,286.68261589256923,nan,0.0107624744035169,0.0018323957291276078,inf,nan,0.019123308843157875,0.2866375055164099,0.27587503111289297,0.2866375055164099,0.00496658213030335,0.016973788733495424,0.014418189509971488,0.010044082164032806,0.004470495397483253,0.11123166922481631,9.5285373828374,0.12762273960694684,0.06507894493450903,23.177377719053606,0.000448360579951341,0.3274972491503001,23.354675214909783,0.14871773845690145,0.008863019246586853,46.59223049846503
BLh_M10651772_M0_LK_LR,1.663849765258216,BLh_M10651772_M0_LK,,M0,,LK,LR,,not passed,BLh,1.065,1.772,2.01,1.138,3.1479999999999997,1.756589424092347,1.0549045058228386,8.145153390800376,8.503330656124023,0.21566271634377543,0.12405849562235582,0.0547440025327414,0.10545537268213916,78.23272203901816,2392.4892403112226,534.6950583526873,102.2982045607223,,2.81064,6.4,7.4095,12.8,286.68261589256923,nan,0.010258072998509732,inf,inf,nan,0.0643151379473903,0.25602496167023975,0.24576688867173002,0.2907220362513153,0.0018565923825319445,0.023287595182498847,0.06458248010636775,0.01310201546908823,0.0038566273065249114,0.1056141531424317,11.404363803212508,0.11418041743308456,0.044938611527528476,24.285513671766473,0.008007388215077061,0.3983282989912888,20.37095362147701,0.10985063019760333,0.08636240245096141,43.30281604010807
BLh_M10201856_M0_LK_HR,1.8196078431372549,BLh_M10201856_M0_LK,,M0,,LK,HR,,not passed,BLh,1.02,1.856,2.124,1.086,3.21,1.8407089913921013,1.0100953693923655,8.037930021953839,8.511393649909584,0.2290030150176883,0.1186783526507293,0.04770764834105641,0.10763630754217035,50.500659562340296,3048.3044375432096,532.0155472071499,102.38258478086425,,2.85004,3.2,7.4058,6.4,288.26939067519544,nan,0.010983150018207537,0.0014501540393956121,inf,nan,nan,nan,nan,nan,0.5809833816881003,0.8422513675091076,0.009571206258781446,0.005867008553989424,0.00829529087524645,0.024504569910798628,3.4789950158919924,0.11176720246925094,0.09261665798509468,5.77866150512144,0.010542614057354713,0.03581275559865314,3.050138065552068,0.08353777144896718,0.06575712304053909,6.325593331557344
BLh_M10201856_M0_LK_LR,1.8196078431372549,BLh_M10201856_M0_LK,,M0,,LK,LR,,not passed,BLh,1.02,1.856,2.124,1.086,3.21,1.8407089913921013,1.0100953693923655,8.037930021953839,8.511393649909584,0.2290030150176883,0.1186783526507293,0.04770764834105641,0.10763630754217035,50.500659562340296,3048.3044375432096,532.0155472071499,102.38258478086425,,2.85004,6.4,7.4058,12.8,288.26939067519544,nan,0.009911297032567302,0.0014028664076761888,inf,nan,0.015582770563040412,0.17203693514413856,0.16212563811157127,0.1735331736229084,0.02047053965022695,0.032304844082392384,0.011998638367322643,0.005788195734885891,0.00840698825701102,0.04308360607444159,4.5589368921127,0.11705241280030045,0.10295084281839029,6.9693575316871605,0.009664502118015993,0.04100389332750178,3.9577919994952473,0.08378984466589909,0.06064443877560071,7.217924178229108
BLh_M10201856_M0_LK_SR,1.8196078431372549,BLh_M10201856_M0_LK,,M0,,LK,SR,,not passed,BLh,1.02,1.856,2.124,1.086,3.21,1.8407089913921013,1.0100953693923655,8.037930021953839,8.511393649909584,0.2290030150176883,0.1186783526507293,0.04770764834105641,0.10763630754217035,50.500659562340296,3048.3044375432096,532.0155472071499,102.38258478086425,,2.85004,4.8,7.4058,9.6,288.26939067519544,nan,0.010443282889410804,0.0014304508595125182,inf,nan,0.003913038911563204,0.1753531655592866,0.1649098826698758,0.1753531655592866,7.687047753439855,7.970018906416535,0.017456418258860757,0.005870949832513978,0.007616927606203903,0.030040209162135664,4.034706308885939,0.11229973016377448,0.08585507629822522,6.836790521089604,0.009554049507248452,0.03656647491895116,3.623040388272401,0.08280531607580391,0.0585507754137313,7.581693818940787
BLh_M10201856_M0_HR,1.8196078431372549,BLh_M10201856_M0,,M0,,,HR,,not passed,BLh,1.02,1.856,2.124,1.086,3.21,1.8407089913921013,1.0100953693923655,8.037930021953839,8.511393649909584,0.2290030150176883,0.1186783526507293,0.04770764834105641,0.10763630754217035,50.500659562340296,3048.3044375432096,532.0155472071499,102.38258478086425,,2.85004,3.2,7.4058,6.4,288.26939067519544,nan,0.012181103355099563,0.0009930402661078672,inf,nan,nan,nan,nan,nan,0.004885601209785293,0.015967560116333216,0.04513150813538849,0.005851246290991898,0.010142456661162258,0.020310503590881848,3.2843153935451856,0.11597636649344917,0.12193008662722887,5.70938870579081,0.010972674333477194,0.03704176623708426,3.035777258562382,0.09061773457375313,0.08053183891078267,8.580031977546602
BLh_M10201856_M0_LR,1.8196078431372549,BLh_M10201856_M0,,M0,,,LR,,not passed,BLh,1.02,1.856,2.124,1.086,3.21,1.8407089913921013,1.0100953693923655,8.037930021953839,8.511393649909584,0.2290030150176883,0.1186783526507293,0.04770764834105641,0.10763630754217035,50.500659562340296,3048.3044375432096,532.0155472071499,102.38258478086425,,2.85004,6.4,7.4058,12.8,288.26939067519544,nan,0.011723989581811818,0.0016865921979927218,inf,nan,0.03477600752178367,0.10123706415847494,0.08951307457666313,0.16048694809001904,0.010556681643886567,0.02057324214629464,0.05372209664608201,0.005961583966266719,0.011419673288578071,0.0350642672797763,3.842715220990487,0.12002159977589202,0.14702839847743815,6.751907901409236,0.00977868473685502,0.048047946055825755,3.551285417656719,0.0944351789442501,0.07794294025849031,10.436711605972572
BLh_M10201856_M0_SR,1.8196078431372549,BLh_M10201856_M0,,M0,,,SR,,not passed,BLh,1.02,1.856,2.124,1.086,3.21,1.8407089913921013,1.0100953693923655,8.037930021953839,8.511393649909584,0.2290030150176883,0.1186783526507293,0.04770764834105641,0.10763630754217035,50.500659562340296,3048.3044375432096,532.0155472071499,102.38258478086425,,2.85004,4.8,7.4058,9.6,288.26939067519544,nan,0.011897377564783032,0.0013122317802139634,inf,nan,0.015198712486412946,0.13957861019298434,0.1276812326282013,0.17412449053108503,0.020520157535838066,0.038142666594138334,0.026263740018730226,0.005953703180675571,0.010554765649035429,0.029031321790402055,3.5232445658031626,0.11777353961973737,0.1308491864411576,6.3572293942450795,0.011828145078634753,0.0385546789612031,3.260314211087456,0.08406840401422255,0.0747155457819579,7.872219495022304
DD2_M13641364_M0_LR,1.0,DD2_M13641364_M0,,M0,,,LR,,not passed,DD2,1.364,1.364,1.4906,1.4906,2.9812,1.3550051351598933,1.3550051351598933,8.945981509267504,8.945981509267504,0.15146693100289768,0.15146693100289768,0.10051160977214431,0.10051160977214431,840.5313166952681,840.5313166952681,840.5313166952682,157.5930686205143,,2.70514,6.4,7.4276,12.8,283.3276296921921,nan,0.012181103355099563,inf,inf,nan,0.03775463574061019,0.2268441006265305,0.21466299727143093,0.2268441006265305,0.0012298437496043187,0.022516925656494734,0.037912256890128254,0.01080068560797989,0.0007746724070774589,0.20681879990055196,22.015602548248392,0.17350020698262614,0.020842355862006987,33.477182080381226,0.005699705880920971,0.2764966778711658,16.93985179414949,0.15846978339002954,0.12793050058835834,31.27650747024097
DD2_M13641364_M0_SR,1.0,DD2_M13641364_M0,,M0,,,SR,,not passed,DD2,1.364,1.364,1.4906,1.4906,2.9812,1.3550051351598933,1.3550051351598933,8.945981509267504,8.945981509267504,0.15146693100289768,0.15146693100289768,0.10051160977214431,0.10051160977214431,840.5313166952681,840.5313166952681,840.5313166952682,157.5930686205143,,2.70514,4.8,7.4276,9.6,283.3276296921921,nan,0.01240571960576682,inf,inf,nan,0.09169892521109799,0.19595926441252232,0.1835535448067555,0.21015391941182315,0.0004602105213207916,0.017556100138146076,0.09711242839924188,0.010032262655414058,0.0026583355537668366,0.22638986818130385,18.352463611430657,0.14165277760788916,0.04767478185661036,33.21214276817721,0.010377344228267847,0.2880055149168005,16.73527860285618,0.1606764874191388,0.2394526270379003,29.918850783027505
DD2_M13641364_M0_HR,1.0,DD2_M13641364_M0,,M0,,,HR,,not passed,DD2,1.364,1.364,1.4906,1.4906,2.9812,1.3550051351598933,1.3550051351598933,8.945981509267504,8.945981509267504,0.15146693100289768,0.15146693100289768,0.10051160977214431,0.10051160977214431,840.5313166952681,840.5313166952681,840.5313166952682,157.5930686205143,,2.70514,3.2,7.4276,6.4,283.3276296921921,nan,0.01270126730401321,inf,inf,nan,nan,nan,nan,nan,0.0006994343168135997,0.003693452694091823,0.006592087520172162,0.006544798685123487,0.0005769879465104293,0.21644210973369898,22.314704090995775,0.2180800309064071,0.02452603060530629,29.498586930324073,1.0713714367931008e-05,0.21479103440997077,16.509027325710573,0.22386915440370045,0.0004799072451745705,29.035539814262627
DD2_M13641364_M0_LR_R04,1.0,DD2_M13641364_M0_R04,,M0,,,LR,,not passed,DD2,1.364,1.364,1.4873,1.4873,2.9746,1.3522764541776011,1.3522764541776011,8.945293131529587,8.945293131529587,0.15117336208282217,0.15117336208282217,0.10067064972787836,0.10067064972787836,850.0629704132243,850.0629704132243,850.0629704132245,159.38099189151694,,2.70356,6.4,7.4056,12.8,282.6591789312061,nan,0.009138932381150074,inf,inf,nan,0.009433654411275768,0.17182782133696256,0.1626888889558125,0.17182782133696256,0.0017530378407728394,0.026757738071676192,0.09196202650261229,0.01188830107045477,0.001210286303238181,0.24775508061429788,25.127679801021298,0.1720860107746289,0.03203376444044605,38.436925156658184,0.015220176747428996,0.29892219632717537,17.435424115101856,0.16638963858073003,0.37661791758038304,29.42903377047476
DD2_M13641364_M0_SR_R04,1.0,DD2_M13641364_M0_R04,,M0,,,SR,,not passed,DD2,1.364,1.364,1.4873,1.4873,2.9746,1.3522764541776011,1.3522764541776011,8.945293131529587,8.945293131529587,0.15117336208282217,0.15117336208282217,0.10067064972787836,0.10067064972787836,850.0629704132243,850.0629704132243,850.0629704132245,159.38099189151694,,2.70356,4.8,7.4056,9.6,282.6591789312061,nan,0.009320201636074527,inf,inf,nan,0.08840864810171437,0.21374564385041595,0.20442544221434142,0.21567854564636946,0.0013177729195267063,0.017264926672476307,0.11017563724446441,0.012621257170321004,0.0010345973445008694,0.24422813657636455,26.091269503660502,0.1875260966586991,0.03251797645779665,37.705168010437816,0.013506030821743516,0.3094144710677073,18.070510292680584,0.16718124026514342,0.33738948798798457,28.593757355052094
DD2_M13641364_M0_HR_R04,1.0,DD2_M13641364_M0_R04,,M0,,,HR,,not passed,DD2,1.364,1.364,1.4873,1.4873,2.9746,1.3522764541776011,1.3522764541776011,8.945293131529587,8.945293131529587,0.15117336208282217,0.15117336208282217,0.10067064972787836,0.10067064972787836,850.0629704132243,850.0629704132243,850.0629704132245,159.38099189151694,,2.70356,3.2,7.4056,6.4,282.6591789312061,nan,0.009525114706858689,inf,inf,nan,nan,nan,nan,nan,0.0006691292817490328,0.006303471693818573,0.008128933572069114,0.007971309088960593,0.0005639055633639274,0.23931436930952946,30.200040270091204,0.21140045518840703,0.022524073744625447,35.85871813871189,2.3817408185948396e-05,0.2564627214497762,22.114252507769628,0.21031045835709386,0.0009415534187876217,38.123005994023565
DD2_M13641364_M0_LK_LR_R04,1.0,DD2_M13641364_M0_LK_R04,,M0,,LK,LR,,not passed,DD2,1.364,1.364,1.4873,1.4873,2.9746,1.3522764541776011,1.3522764541776011,8.945293131529587,8.945293131529587,0.15117336208282217,0.15117336208282217,0.10067064972787836,0.10067064972787836,850.0629704132243,850.0629704132243,850.0629704132245,159.38099189151694,,2.70356,6.4,7.4056,12.8,282.6591789312061,nan,0.007483865270970301,inf,inf,nan,0.008192846658138016,0.12286540242429408,0.11538153715332378,0.12286540242429408,3.2670156988420965e-05,0.017054845639985862,0.12299846564734176,0.010958311011435552,0.0009386645908920613,0.2671477695863065,27.90617204226098,0.1571544254885606,0.020720125954278322,39.25292667610255,0.015972197815563176,0.3141375298365014,18.579431103278672,0.16748391882113844,0.4004420107951832,31.61252119338033
DD2_M13641364_M0_LK_SR_R04,1.0,DD2_M13641364_M0_LK_R04,,M0,,LK,SR,,not passed,DD2,1.364,1.364,1.4873,1.4873,2.9746,1.3522764541776011,1.3522764541776011,8.945293131529587,8.945293131529587,0.15117336208282217,0.15117336208282217,0.10067064972787836,0.10067064972787836,850.0629704132243,850.0629704132243,850.0629704132245,159.38099189151694,,2.70356,4.8,7.4056,9.6,282.6591789312061,nan,0.007771531697263453,inf,inf,nan,0.11280370926690544,0.256458432180807,0.24868690048354355,0.266228218562901,0.001160210882706274,0.022294467715207936,0.11302471661950138,0.012254779581079747,0.0014714964602432225,0.2799016119246356,26.025323598862187,0.15351070950160609,0.030993120493978718,40.19430289891842,0.01664983241038486,0.30239377462586386,17.836594539209646,0.16900492503319106,0.42504735015268075,30.90394634815792
DD2_M13641364_M0_LK_HR_R04,1.0,DD2_M13641364_M0_LK_R04,,M0,,LK,HR,,not passed,DD2,1.364,1.364,1.4873,1.4873,2.9746,1.3522764541776011,1.3522764541776011,8.945293131529587,8.945293131529587,0.15117336208282217,0.15117336208282217,0.10067064972787836,0.10067064972787836,850.0629704132243,850.0629704132243,850.0629704132245,159.38099189151694,,2.70356,3.2,7.4056,6.4,282.6591789312061,nan,0.008216823562621345,inf,inf,nan,0.06861381764594685,0.2304307912234907,0.22221396766086934,0.2304307912234907,0.002344431892308072,0.02860190636685027,0.06860981591081691,0.012731595784784088,0.0012142755777738614,0.25944088780767216,25.358506436864772,0.1585786470266439,0.02729200246289149,40.655592809443476,0.012895900096086772,0.3032787057036184,17.815675810450912,0.16942826928222324,0.33086599474433787,30.076383032322944
DD2_M14321300_M0_LR,1.1015384615384614,DD2_M14321300_M0,,M0,,,LR,,not passed,DD2,1.432,1.3,1.5689,1.4109,2.9798,1.4193937838171984,1.2887796344686702,8.952700814393928,8.930039811744285,0.15854817520379091,0.14431973885011218,0.09710799824973461,0.10415415601113248,646.2779955758997,1109.0722233914673,847.8337162566156,159.04856618667117,,2.70722,6.4,7.4062,12.8,282.8469817640546,nan,0.009265032732401868,inf,inf,nan,0.040670706363307885,0.2526573326300692,0.2433922998976673,0.25275331845989935,0.0015868644635563436,0.01819173396889351,0.04167950791725061,0.011037123254026393,0.001256964793649198,0.25206822105448423,24.76093680747583,0.15963902987738532,0.028630570281274106,35.99178951628351,0.005238170004803485,0.2682629651189426,17.319507114062393,0.16200537430573145,0.12287602631250101,32.15860529879688
DD2_M14351298_M0_LR,1.105546995377504,DD2_M14351298_M0,,M0,,,LR,,not passed,DD2,1.435,1.298,1.5743,1.4105,2.9848,1.4238112835221297,1.288445586535253,8.953326080223142,8.929975528856504,0.1590302798377512,0.1442834137476076,0.096853644421055,0.10417062504368182,634.8674782379557,1110.6463174765286,841.016637316643,157.7768823659431,,2.7073,6.4,7.40569,12.8,282.8422071157618,nan,0.011771277213531238,inf,inf,nan,0.02605882816200645,0.27518054773962053,0.2634092705260893,0.27518054773962053,0.0016390624218635382,0.022872682333191115,0.02637407866672923,0.011462710177463788,0.0010338356679752893,0.23283396124922193,20.74802121693618,0.18231452297985193,0.030713037326719084,36.04419389718104,0.002933118219040735,0.2501594173850473,15.614104295981052,0.15448185532900202,0.06256237772414609,31.248924362111982
DD2_M14861254_M0_LR,1.1850079744816586,DD2_M14861254_M0,,M0,,,LR,,not passed,DD2,1.486,1.254,1.6359,1.3583,2.9942,1.4739938591683253,1.2447050641999713,8.96400213168049,8.92018437194327,0.16443919751293518,0.13954267419547675,0.09366797912781258,0.10631861351778847,519.4229269370685,1339.8472128772585,837.9716942154137,157.36913730119463,,2.71388,6.4,7.40895,12.8,283.32444659333026,nan,0.011881615020876557,inf,inf,nan,0.02796609597468981,0.2741954144504335,0.26231379942955696,0.2741954144504335,0.0018889359018157339,0.03276322503770366,0.028407447985762925,0.01065882203673777,0.001681370803774476,0.198647903163973,16.570090674280486,0.16501185383514258,0.04091876465348537,31.56433655419297,0.0051315774722475995,0.2663195024200563,15.732004425730564,0.15733439945216518,0.11353427435373689,32.637782177940245
