name,q,group,Mbi_Mb,nprofs,nnuprofs,tend,neutrinos,comment,viscosity,resolution,AHfix,dyn_phase,outcome,disk_phase,diskmaxtime,bern_phase,EOS,M1,M2,Mb1,Mb2,Mb,Mg1,Mg2,R1,R2,C1,C2,k21,k22,lam21,lam22,Lambda,k2T,fate,MADM,EGW,JADM,JGW,f0,fpeak,tmerg_r,tcoll_gw,tcoll,Mdisk,tdisk3D,Mdisk3D,tdisk3Dmax,Mdisk3Dmax,Munb_tot,Munb_bern_tot,tend-geo,t98mass-geo,Mej_tot-geo,Ye_ave-geo,s_ave-geo,vel_inf_ave-geo,E_kin_ave-geo,theta_rms-geo,Mej_tot-bern_geoend,Ye_ave-bern_geoend,s_ave-bern_geoend,vel_inf_ave-bern_geoend,E_kin_ave-bern_geoend,theta_rms-bern_geoend,Mej_tot-geo_entropy_above_10,Ye_ave-geo_entropy_above_10,s_ave-geo_entropy_above_10,vel_inf_ave-geo_entropy_above_10,E_kin_ave-geo_entropy_above_10,theta_rms-geo_entropy_above_10,Mej_tot-geo_entropy_below_10,Ye_ave-geo_entropy_below_10,s_ave-geo_entropy_below_10,vel_inf_ave-geo_entropy_below_10,E_kin_ave-geo_entropy_below_10,theta_rms-geo_entropy_below_10
BLh_M11841581_M0_LR,1.3353040540540542,BLh_M11841581_M0,0.9814694839782945,12,0,0.01798774468715231,M0,,,LR,,passed,NS,formed_ns_accretion,,not passed,BLh,1.184,1.581,1.762,1.277,3.0389999999999997,1.13873,1.52342,8.307554925745736,8.47807848313123,0.18862799558106233,0.1383671957811774,0.07021096814727557,0.09869978116131302,196.01447005568426,1297.255681019288,1035.7566127169355,189.79782509593574,,2.7391,0.0583527009823,7.41048,1.91371594001,283.9817565082998,nan,0.01065279759091101,inf,inf,nan,0.01799968973995644,0.2061735333667861,0.011446412110839858,0.21146312866497924,0.00215411597536396,0.007827863207194372,,,,,,,,,,,,,,,,,,,,,,,,,,
BLh_M11461635_M0_LK_SR,1.4267015706806283,BLh_M11461635_M0_LK,1.00022777192015,48,48,0.05959682676422392,M0,,LK,SR,,passed,NS,formed_ns_accretion,,not passed,BLh,1.146,1.635,1.832,1.232,3.064,1.10193,1.57678,8.263605612256866,8.484681881672556,0.1962083145206785,0.13378136934240306,0.06605372635936863,0.10114984054770902,151.43054105747132,1573.7025329018147,1324.6342051187146,240.8031557158154,,2.75552,0.0302140167691,7.40518,1.28298965923,284.60564388522,nan,0.0113464427228391,inf,inf,nan,0.052586435361819596,0.27696372102946043,0.052586435361819596,0.27696372102946043,0.002900132829870522,0.04781302868624579,0.05958500680966975,0.014259809530216473,0.0031887023396182466,0.16911902365133452,13.742636384676713,0.1579764055414668,0.0711257995715232,31.957140309693386,0.021834658406621774,0.2870756845445855,15.390119217500844,0.10006273189376698,0.195397875991097,32.09373053253455,0.0015425523741215944,0.26710234125650595,21.092549181838915,0.1791206628340289,0.04423438758851413,42.650884797706894,0.0016461499654966635,0.07730211610089328,6.855277594477612,0.13816282538819044,0.028085394854262865,16.563618605842315
BLh_M16351146_M0_LK_LR,1.4267015706806283,BLh_M11461635_M0_LK,1.000234543892622,22,22,0.03509395226161002,M0,,LK,LR,,passed,NS,formed_ns_accretion,,not passed,BLh,1.635,1.146,1.832,1.232,3.064,1.10193,1.57678,8.263605612256866,8.484681881672556,0.1962083145206785,0.13378136934240306,0.06605372635936863,0.10114984054770902,151.43054105747132,1573.7025329018147,1324.6342051187146,240.8031557158154,,2.75552,0.0474728874473,7.40518,1.63635588257,284.60564388522,nan,0.014069422182682489,inf,inf,nan,0.03384871129299857,0.26587595487082444,0.017707866332769166,0.2696114193510126,0.002220533710974936,0.022529105404725882,0.0350781874386039,0.011875727179404761,0.002126876809978846,0.21444737231282754,17.45176727944464,0.15349710768651117,0.044789009094298275,37.0276950560371,0.0069098521187450305,0.26921410624561287,15.276294520207692,0.08783620349830981,0.04764799060637867,34.03462825732377,0.0014837719487485997,0.25843118809938614,21.515958866836435,0.16567845226226566,0.036402225784913776,42.869349768728846,0.0006431048612302419,0.11296788428940348,8.074861839519889,0.12539230166005905,0.00903758231651312,17.18108434927976
BLh_M11041699_M0_LK_LR,1.5389492753623188,BLh_M11041699_M0_LK,0.9996573160814334,10,0,0.04576970833342073,M0,,LK,LR,,passed,NS,formed_ns_accretion,,not passed,BLh,1.104,1.699,1.915,1.184,3.099,1.06236,1.63939,8.208971200099505,8.495731997435483,0.20526186312718964,0.12879977380853674,0.06093468175802161,0.1033527819091449,111.48883572341252,1943.4656308655144,1752.0009299677706,315.70232250768737,,2.77836,0.0235004047556,7.39834,1.10152229274,285.41574254555775,nan,0.010565623588317476,inf,inf,nan,0.0538461649123695,0.30751685742978696,0.02778870951698475,0.32351877733513157,0.002029016541912388,0.018927087847026014,0.045769706421142975,0.014181571133977331,0.00197487142713787,0.17191386568964648,15.912840461432483,0.1328173316843825,0.03113702055950442,31.20784134195677,0.006302365985701956,0.32337941710723395,18.534650554209914,0.103339264444199,0.060153801255928535,37.62106265116977,0.0009941276569099373,0.2746577296515983,25.55367398270323,0.16356479978669888,0.023771170882166043,43.2806178539037,0.0009807437702279297,0.0677678901117135,6.14044166563675,0.10165026302855547,0.009057353052942285,7.9759934520714495
BLh_M11041699_M0_LR,1.5389492753623188,Blh_M11041699_M0,0.9808852110395604,19,0,0.017412891845673937,M0,,,LR,,passed,NS,formed_ns_accretion,,not passed,BLh,1.104,1.699,1.915,1.184,3.099,1.06236,1.63939,8.208971200099505,8.495731997435483,0.20526186312718964,0.12879977380853674,0.06093468175802161,0.1033527819091449,111.48883572341252,1943.4656308655144,1752.0009299677706,315.70232250768737,,2.77836,0.0265064138304,7.39834,1.21965591341,285.41574254555775,nan,0.010203085078468573,inf,inf,nan,0.03011996513177772,0.2832375458545155,0.018932745883906026,0.28657697223954726,0.0025206118367688416,0.00806609377652129,,,,,,,,,,,,,,,,,,,,,,,,,,
BLh_M10651772_M0_LK_SR,1.663849765258216,BLh_M10651772_M0_LK,1.000255095355265,14,11,0.020109436052295555,M0,,LK,SR,,passed,NS,formed_ns_accretion,,not passed,BLh,1.065,1.772,2.01,1.138,3.1479999999999997,1.0242,1.70979,8.145153390800376,8.503330656124023,0.21566271634377543,0.12405849562235582,0.0547440025327414,0.10545537268213916,78.23272203901816,2392.4892403112226,2321.4075549165073,414.17042966189774,,2.81064,0.0180336724961,7.4095,0.987181345842,286.68261589256923,nan,0.010733921736697516,0.001832395729127606,inf,nan,0.019151861509977254,0.2866375055164099,0.019151861509977254,0.2866375055164099,0.00496658213030335,0.016973788733495424,0.020097616404076257,0.01172770307936255,0.004508693645165695,0.1139792724415736,9.758247088023952,0.12710048322504477,0.06509893078542185,23.881272547438904,0.0015135563757765532,0.31674043335927093,20.764974415032633,0.13126485097261584,0.023309031385290113,41.80329480626793,0.0013471254528980361,0.27408550171595897,22.701289256614643,0.18551350121301588,0.04143695282628583,41.120647503700695,0.0031615681922676484,0.04575895786776341,4.243293595676548,0.10221104275539468,0.02952071803531273,9.662124129552916
BLh_M10651772_M0_LK_LR,1.663849765258216,BLh_M10651772_M0_LK,0.9997222501649787,10,0,0.06461103813624837,M0,,LK,LR,,passed,NS,formed_ns_accretion,,not passed,BLh,1.065,1.772,2.01,1.138,3.1479999999999997,1.0242,1.70979,8.145153390800376,8.503330656124023,0.21566271634377543,0.12405849562235582,0.0547440025327414,0.10545537268213916,78.23272203901816,2392.4892403112226,2321.4075549165073,414.17042966189774,,2.81064,0.0209089694211,7.4095,1.02099886505,286.68261589256923,nan,0.01022952033169035,inf,inf,nan,0.06434369061420968,0.25602496167023975,0.016696845296543923,0.2907220362513153,0.0018565923825319445,0.023287595182498847,0.06461103277318712,0.013130568135907612,0.0038566273065249114,0.1056141531424317,11.404363803212508,0.11418041743308456,0.044938611527528476,24.285513671766473,0.008007388215077061,0.3983282989912888,20.37095362147701,0.10985063019760333,0.08636240245096141,43.30281604010807,0.0010952634604552577,0.30221405879824337,27.647699057177398,0.15099603281896926,0.022319188414060755,44.73258858632166,0.002761363846069654,0.02763504390615806,4.961630222516601,0.09957792368213352,0.02447250875227737,5.554909898389318
BLh_M10651772_M0_LK_HR,1.663849765258216,BLh_M10651772_M0_LK,1.0002539978503704,2,0,0.002892797470449288,M0,,LK,HR,,not passed,unclear,not_formed,,not passed,BLh,1.065,1.772,2.01,1.138,3.1479999999999997,1.0242,1.70979,8.145153390800376,8.503330656124023,0.21566271634377543,0.12405849562235582,0.0547440025327414,0.10545537268213916,78.23272203901816,2392.4892403112226,2321.4075549165073,414.17042966189774,,2.81064,0.00756067739308,7.4095,0.634182694749,286.68261589256923,nan,0.010056132348719134,inf,inf,nan,-0.0014182582879713624,0.005535133075000503,-0.0014182582879713624,0.005535133075000503,0.002270205863769965,0.008383397120387909,0.0028849152005286077,0.002853391794023023,2.523867493495283e-06,0.24420947386594458,45.516823726794804,0.13902540406131592,4.359971066053074e-05,13.97272196229801,4.5128420525146544e-08,0.25510796526588797,42.744855971113466,0.19936057211129948,1.6030881408886326e-06,16.025007567297273,2.523867493495283e-06,0.24420947386594458,45.516823726794804,0.13902540406131592,4.359971066053074e-05,13.97272196229801,0.0,nan,nan,nan,nan,nan
BLh_M10201856_M0_LK_HR,1.8196078431372549,BLh_M10201856_M0_LK,1.00032525419678,10,8,0.009605542360788635,M0,,LK,HR,,passed,PC,unclear,,not passed,BLh,1.02,1.856,2.124,1.086,3.21,0.981084,1.79245,8.037930021953839,8.511393649909584,0.2290030150176883,0.1186783526507293,0.04770764834105641,0.10763630754217035,50.500659562340296,3048.3044375432096,3208.9240140154357,565.7654920976264,,2.85004,0.0130345886389,7.4058,0.883567690921,288.26939067519544,nan,0.010948814893253509,0.0014501540393956121,inf,nan,0.005948632174486658,0.16931848069361877,-0.0013779336926041715,0.1753531655592866,0.5809833816881003,0.8422513675091076,0.009605541383735474,0.005901343678943452,0.00829529087524645,0.024504569910798628,3.4789950158919924,0.11176720246925094,0.09261665798509468,5.77866150512144,0.010542614057354713,0.03581275559865314,3.050138065552068,0.08353777144896718,0.06575712304053909,6.325593331557344,5.9840526250277096e-05,0.26671655703194136,33.84708551475017,0.19841185064862094,0.002105519874178264,26.59897807348267,0.008235450348996169,0.022744606319345183,3.258334039301985,0.11113762410691456,0.09091557604238466,5.338138415170928
BLh_M10201856_M0_LK_LR,1.8196078431372549,BLh_M10201856_M0_LK,0.999827480817326,4,0,0.012048736666292107,M0,,LK,LR,,passed,PC,formed_ns_accretion,,not passed,BLh,1.02,1.856,2.124,1.086,3.21,0.981084,1.79245,8.037930021953839,8.511393649909584,0.2290030150176883,0.1186783526507293,0.04770764834105641,0.10763630754217035,50.500659562340296,3048.3044375432096,3208.9240140154357,565.7654920976264,,2.85004,0.0122435609411,7.4058,0.819978249526,288.26939067519544,nan,0.009876961907613275,0.0014028664076761888,inf,nan,0.015617105687993743,0.17203693514413856,0.005024676182843886,0.1735331736229084,0.02047053965022695,0.032304844082392384,0.012032973492276671,0.005822530859839919,0.00840698825701102,0.04308360607444159,4.5589368921127,0.11705241280030045,0.10295084281839029,6.9693575316871605,0.009664502118015993,0.04100389332750178,3.9577919994952473,0.08378984466589909,0.06064443877560071,7.217924178229108,0.00018187628938070086,0.22295257572228902,33.2688746495005,0.17757059831084757,0.0051256261460247785,28.272646150915918,0.008225111967630322,0.0391062862637174,3.924093625757821,0.11571421545246749,0.09843373719418247,5.6543451911435065
BLh_M10201856_M0_LK_SR,1.8196078431372549,BLh_M10201856_M0_LK,1.0003259134277642,3,0,0.01749075495000227,M0,,LK,SR,,passed,PC,formed_ns_accretion,,not passed,BLh,1.02,1.856,2.124,1.086,3.21,0.981084,1.79245,8.037930021953839,8.511393649909584,0.2290030150176883,0.1186783526507293,0.04770764834105641,0.10763630754217035,50.500659562340296,3048.3044375432096,3208.9240140154357,565.7654920976264,,2.85004,0.0129186623367,7.4058,0.857199209378,288.26939067519544,nan,0.010408947764456776,0.0014304508595125182,inf,nan,0.010627306168819817,0.15816857386380434,0.00394737403651723,0.1753531655592866,7.687047753439855,7.970018906416535,0.017490753383814783,0.005905284957468006,0.007616927606203903,0.030040209162135664,4.034706308885939,0.11229973016377448,0.08585507629822522,6.836790521089604,0.009554049507248452,0.03656647491895116,3.623040388272401,0.08280531607580391,0.0585507754137313,7.581693818940787,0.00016620722105713273,0.2143256003224034,31.415578067152097,0.18378560419664428,0.005017664208487704,28.516322437715512,0.007450720385146773,0.025929255970651384,3.423906497617249,0.11070505638007826,0.081613481631453,5.445159512656423
BLh_M10201856_M0_LK_LR_AHfix,1.8196078431372549,BLh_M10201856_M0_LK_AHfix,1.0003262017249501,11,11,0.011307897102687831,M0,,LK,LR,yes,passed,PC,formed_ns_accretion,,not passed,BLh,1.02,1.856,2.124,1.086,3.21,0.981084,1.79245,8.037930021953839,8.511393649909584,0.2290030150176883,0.1186783526507293,0.04770764834105641,0.10763630754217035,50.500659562340296,3048.3044375432096,3208.9240140154357,565.7654920976264,,2.85004,0.0122518182516,7.4058,0.819240653043,288.26939067519544,nan,0.009861199363706798,0.0009615151782949201,-0.00986114454770679,0.14839193226002048,0.01031485683657997,0.15844395839505726,0.0042620399764939365,0.17519310065000793,0.007761794584911267,0.017444856038771744,0.01129213516450098,0.005806769997240811,0.007972899455966912,0.04186455102078089,4.051895985629152,0.11319904897255231,0.09131257055932629,6.681895239362353,0.009375757593200288,0.039661629187675324,3.369546791961875,0.08294022675304168,0.05764551610054839,6.782517077611775,0.00018190794303061863,0.23047444448635704,29.6496156266,0.1709171517709933,0.00474954144819463,25.334026046678744,0.007790991512936291,0.037460793463276534,3.4542277018899807,0.1118514180146365,0.08711730761865506,5.541402457700776
BLh_M10201856_M0_HR,1.8196078431372549,BLh_M10201856_M0,1.0003252541967826,15,0,0.04516584141379406,M0,,,HR,,passed,PC,,,not passed,BLh,1.02,1.856,2.124,1.086,3.21,0.981084,1.79245,8.037930021953839,8.511393649909584,0.2290030150176883,0.1186783526507293,0.04770764834105641,0.10763630754217035,50.500659562340296,3048.3044375432096,3208.9240140154357,565.7654920976264,,2.85004,0.013453651651,7.4058,0.93815232288,288.26939067519544,nan,0.012146768230145535,0.0009930402661078672,inf,nan,0.07335992195019395,nan,-0.007607155585081012,nan,0.004885601209785293,0.015967560116333216,0.045165843260342516,0.005885581415945926,0.010142456661162258,0.020310503590881848,3.2843153935451856,0.11597636649344917,0.12193008662722887,5.70938870579081,0.010972674333477194,0.03704176623708426,3.035777258562382,0.09061773457375313,0.08053183891078267,8.580031977546602,3.842548759040211e-05,0.24428395617419,45.96656704058389,0.1907018297401056,0.0012489867531306964,34.3847880956359,0.010104031173571879,0.01945873571972449,3.1219953944458383,0.11569218661401794,0.12087360124533877,5.312887104825534
BLh_M10201856_M0_LR,1.8196078431372549,BLh_M10201856_M0,1.000326201724953,16,0,0.05377219038672889,M0,,,LR,,passed,PC,fromed_bh_accretion,,not passed,BLh,1.02,1.856,2.124,1.086,3.21,0.981084,1.79245,8.037930021953839,8.511393649909584,0.2290030150176883,0.1186783526507293,0.04770764834105641,0.10763630754217035,50.500659562340296,3048.3044375432096,3208.9240140154357,565.7654920976264,,2.85004,0.0132087396648,7.4058,0.909274727066,288.26939067519544,nan,0.01168965445685779,0.0016865921979927218,inf,nan,0.08357792946512858,nan,-0.005132436191764591,nan,0.010556681643886567,0.02057324214629464,,,,,,,,,,,,,,,,,,,,,,,,,,
