name,q,group,Mbi_Mb,nprofs,nnuprofs,tend,neutrinos,comment,viscosity,resolution,AHfix,dyn_phase,outcome,disk_phase,diskmaxtime,bern_phase,EOS,M1,M2,Mb1,Mb2,Mb,Mg1,Mg2,R1,R2,C1,C2,k21,k22,lam21,lam22,Lambda,k2T,fate,MADM,EGW,JADM,JGW,f0,fpeak,tmerg_r,tcoll_gw,tcoll,Mdisk,tdisk3D,Mdisk3D,tdisk3Dmax,Mdisk3Dmax,Munb_tot,Munb_bern_tot,tend-geo,t98mass-geo,Mej_tot-geo,Ye_ave-geo,s_ave-geo,vel_inf_ave-geo,E_kin_ave-geo,theta_rms-geo,Mej_tot-bern_geoend,Ye_ave-bern_geoend,s_ave-bern_geoend,vel_inf_ave-bern_geoend,E_kin_ave-bern_geoend,theta_rms-bern_geoend,Mej_tot-geo_entropy_above_10,Ye_ave-geo_entropy_above_10,s_ave-geo_entropy_above_10,vel_inf_ave-geo_entropy_above_10,E_kin_ave-geo_entropy_above_10,theta_rms-geo_entropy_above_10,Mej_tot-geo_entropy_below_10,Ye_ave-geo_entropy_below_10,s_ave-geo_entropy_below_10,vel_inf_ave-geo_entropy_below_10,E_kin_ave-geo_entropy_below_10,theta_rms-geo_entropy_below_10
BLh_M13641364_M0_LK_SR,1.0,BLh_M13641364_M0_LK,1.0001987067256715,93,92,0.09175636656568058,M0,,LK,SR,,passed,NS,formed_ns_accretion,,not passed,BLh,1.364,1.364,1.493,1.493,2.986,1.31316,1.31316,8.419387784561065,8.419387784561065,0.16060260572642243,0.16060260572642243,0.08664494556930284,0.08664494556930284,540.6480986441761,540.6480986441761,540.6480986441761,101.36553334134487,,2.7032,0.082253636591,7.40018,2.44702933999,282.5398127238872,nan,0.012158204137749515,inf,inf,nan,0.09073968248371299,0.14750740653835237,0.09073968248371299,0.14750740653835237,0.0033042788770829465,0.016186068021629703,0.09175636220031277,0.01460659477167622,0.001360180631957079,0.26276236646004214,22.83752927831698,0.18047272331750353,0.039595739220815926,39.48996652018779,0.014920026297187992,0.3374912098188056,19.11738796016301,0.11926296927805125,0.18967476260267002,31.078113740367115,0.0011147621591112847,0.2986506109285982,26.151809115453077,0.1803959178844661,0.032423833068352864,43.19711525802988,0.0002454184728457947,0.0997475109498821,7.783105280387776,0.18082159595684183,0.0071719387274434936,12.951548455630078
BLh_M13641364_M0_LK_HR,1.0,BLh_M13641364_M0_LK,1.0001967841427317,24,21,0.023126250396892617,M0,   ,LK,HR,,passed,unclear,not_formed,,not passed,BLh,1.364,1.364,1.493,1.493,2.986,1.31316,1.31316,8.419387784561065,8.419387784561065,0.16060260572642243,0.16060260572642243,0.08664494556930284,0.08664494556930284,540.6480986441761,540.6480986441761,540.6480986441761,101.36553334134487,,2.7032,0.0636194747221,7.40018,2.08575529357,282.5398127238872,nan,0.01293845006111998,inf,inf,nan,0.023126250396892617,0.22392878267500135,0.023126250396892617,0.22392878267500135,0.002863188202006349,0.015326988579636262,0.02312624923106294,0.011477730266414696,0.0016075171308930754,0.2808435089403849,22.88315581421211,0.15624687061797965,0.035075751987167156,39.39995854071205,0.004328091194982322,0.3138498632629334,17.784578670949895,0.10946054978365634,0.04634900105340395,35.008213292791254,0.0015827999115174036,0.28279423179394203,23.0996089677047,0.15553303852173878,0.03422157988889085,39.642919445736,2.4717219375671746e-05,0.15592638484655408,9.02229116804783,0.20195805526201077,0.0009010537476861573,17.977399013997356
BLh_M13641364_M0_LK_LR,1.0,BLh_M13641364_M0_LK,0.999625911368563,7,0,0.04331806914108586,M0,,LK,LR,,passed,NS,formed_ns_accretion,,not passed,BLh,1.364,1.364,1.493,1.493,2.986,1.31316,1.31316,8.419387784561065,8.419387784561065,0.16060260572642243,0.16060260572642243,0.08664494556930284,0.08664494556930284,540.6480986441761,540.6480986441761,540.6480986441761,101.36553334134487,,2.7032,0.0730307218322,7.40018,2.24462169567,282.5398127238872,nan,0.011535583653443789,inf,inf,nan,0.03478634596195824,0.15865671579484586,0.03478634596195824,0.15865671579484586,0.0033493331378004173,0.01793739818190306,0.04331806801915791,0.012612632817632223,0.0013124678630391147,0.2684827934566963,24.146868080882133,0.1609677722476107,0.030394518678310497,40.04594481494353,0.008950371066429522,0.3200653102869932,18.214900847121047,0.11662306329102093,0.10880244508004804,32.061998322228405,0.0011357534516895592,0.2940254359492278,26.656596382623643,0.1540402489283626,0.024086916882962505,42.867223701973145,0.00017671441134955513,0.10431879486361852,8.01670325879814,0.2054913538921919,0.006669415899940294,10.050490081007473
BLh_M13651365_M0_LR,1.0,BLh_M13641364_M0,1.0001891805334837,11,0,0.015907079813187917,M0,,,LR,,passed,NS,formed_ns_accretion,,not passed,BLh,1.365,1.365,1.493,1.493,2.986,1.31316,1.31316,8.419387784561065,8.419387784561065,0.16060260572642243,0.16060260572642243,0.08664494556930284,0.08664494556930284,540.6480986441761,540.6480986441761,540.6480986441761,101.36553334134487,,2.7032,0.0700632829019,7.40018,2.15857751578,282.5398127238872,nan,0.011519746584076906,inf,inf,nan,0.015618181938152072,0.25810670073109643,0.015618181938152072,0.25810670073109643,0.0019346096643523744,0.008266717824336946,0.015907079252223944,0.011083741011838889,0.0011173009573351923,0.27384592371621264,24.981655969358517,0.15935769714321366,0.02535975107951417,39.116930257047606,0.0018363714932881795,0.303985804745302,18.76140712663577,0.12699805981878884,0.026471797983627542,33.83865255164108,0.0011075841553430702,0.27482994605235117,25.12106640123595,0.15916938025223407,0.02507982547320102,39.232308293276894,9.716801992122221e-06,0.16168067131172634,9.090750138184736,0.18082327859702488,0.0002839623467824723,22.364729511001602
BLh_M13651365_M0_SR,1.0,BLh_M13641364_M0,0.9813086746511429,20,0,0.015505134943572828,M0,,,SR,,passed,NS,,,not passed,BLh,1.365,1.365,1.493,1.493,2.986,1.31316,1.31316,8.419387784561065,8.419387784561065,0.16060260572642243,0.16060260572642243,0.08664494556930284,0.08664494556930284,540.6480986441761,540.6480986441761,540.6480986441761,101.36553334134487,,2.7032,0.0724103162685,7.40018,2.24589883121,282.5398127238872,nan,0.011224198885830518,inf,inf,nan,0.02247498089612398,0.2674514790996909,0.01830840486143982,0.27075405383948237,0.0025679368442360745,0.009921522528561318,0.015493313051191691,0.010078879273859385,0.0018443142315584173,0.27035651855767884,23.886270088619998,0.17285028521338214,0.049249728826423735,36.45577153263975,0.001877547141966873,0.29011212559184796,18.388971519777442,0.11680151477805405,0.022893728360743194,34.94335074897737,0.0016929132756847505,0.2788475890348143,25.24120734441845,0.17316596552386088,0.045372061625995955,37.0636523512558,0.00015140095587366594,0.17541229675559186,8.73582896475367,0.1693204568487089,0.0038795040125052136,28.800396844650013
BLh_M12591482_M0_LK_LR,1.1771247021445592,BLh_M12591482_M0_LK,0.9997744928308334,10,0,0.06938225009121679,M0,,LK,LR,,passed,NS,formed_ns_accretion,,not passed,BLh,1.259,1.482,1.638,1.366,3.004,1.211,1.42754,8.361055106234629,8.45647552770007,0.17571507086618676,0.1475268210088436,0.07809723407027032,0.093936772582856,310.84789123567515,896.1298688659369,689.6233073103344,128.1134071534473,,2.7156,0.0682662027622,7.4088,2.11823203059,283.0825310798306,nan,0.011369262341649682,inf,inf,nan,0.06897944320748182,0.1835043170937785,0.026090669541834397,0.20191270388938762,0.0034219843785414463,0.021247016656591466,0.0693664881547378,0.010383046712486594,0.0030100885767026563,0.1790076227977691,15.399563414928972,0.1893684255300298,0.09647685492833599,33.64987403944254,0.012787978703690344,0.32743548016876445,17.628494610271897,0.1071751088798969,0.13128602409914136,36.250754444819634,0.0014453189227546753,0.26792721575459527,23.736914357007237,0.19355756502366733,0.048396361693535304,43.51922874122436,0.0015647696539479745,0.09687593652695671,7.698665680985127,0.18549907481445588,0.048124101711706425,20.724921870820687
BLh_M12591482_M0_LR,1.1771247021445592,BLh_M12591482_M0,0.9836959574418286,18,0,0.016388577477651094,M0,,,LR,,passed,NS,formed_ns_accretion,,not passed,BLh,1.259,1.482,1.638,1.366,3.004,1.211,1.42754,8.361055106234629,8.45647552770007,0.17571507086618676,0.1475268210088436,0.07809723407027032,0.093936772582856,310.84789123567515,896.1298688659369,689.6233073103344,128.1134071534473,,2.7156,0.0628780185631,7.4088,2.04578921387,283.0825310798306,nan,0.011195874358678469,inf,inf,nan,0.01591508543608553,0.22853514634900624,0.01591508543608553,0.22853514634900624,0.0029858031920289288,0.01190898670212604,,,,,,,,,,,,,,,,,,,,,,,,,,
BLh_M11841581_M0_LK_SR,1.3353040540540542,BLh_M11841581_M0_LK,1.0002886637764423,6,0,0.009751815496019634,M0,,LK,SR,,passed,NS,formed_ns_accretion,,not passed,BLh,1.184,1.581,1.762,1.277,3.0389999999999997,1.13873,1.52342,8.307554925745736,8.47807848313123,0.18862799558106233,0.1383671957811774,0.07021096814727557,0.09869978116131302,196.01447005568426,1297.255681019288,1035.7566127169355,189.79782509593574,,2.7391,0.0489477115972,7.41048,1.71157313962,283.9817565082998,nan,0.01157490640943974,inf,inf,nan,0.009760774285622728,0.1935876925708726,0.009760774285622728,0.1935876925708726,0.0030334638718471437,0.007028806766768868,0.009751814305129352,0.008711487873735728,0.002903729766838754,0.11168688657543933,10.466980327882741,0.1747031026380684,0.07921112064977812,25.255350176460233,0.000130427717867036,0.31050549921126636,21.876169294139522,0.1604731763759106,0.003001950443320371,44.839409651788515,0.0006503684499777502,0.2668561003263777,23.632234702722023,0.2316776873742122,0.031200144750870025,41.145934066967015,0.002253361316860999,0.06690172039887415,6.6672052908041355,0.15825901438390896,0.05044248494245475,18.26204163284245
BLh_M11841581_M0_LK_HR,1.3353040540540542,BLh_M11841581_M0_LK,1.000287846624904,0,0,0.0030212092479552166,M0,,LK,HR,,passed,unclear,,,not passed,BLh,1.184,1.581,1.762,1.277,3.0389999999999997,1.13873,1.52342,8.307554925745736,8.47807848313123,0.18862799558106233,0.1383671957811774,0.07021096814727557,0.09869978116131302,196.01447005568426,1297.255681019288,1035.7566127169355,189.79782509593574,,2.7391,0.00245011079008,7.41048,0.236831765607,283.9817565082998,nan,0.005159551039504808,inf,inf,nan,nan,nan,nan,nan,7.475917317993821e-08,1.8845516025218078e-06,0.0030212097389819203,0.0014922425670744954,7.944476935831638e-08,0.38574556999287796,27.71138459018276,0.15568736554133553,1.7210788721626186e-06,35.19108719923761,1.6853223310769297e-07,0.27198517619377827,137.06851326477243,0.19482200121780374,5.717256813363563e-06,19.117655671401984,7.944476935831638e-08,0.38574556999287796,27.71138459018276,0.15568736554133553,1.7210788721626186e-06,35.19108719923761,0.0,nan,nan,nan,nan,nan
BLh_M11841581_M0_LK_LR,1.3353040540540542,BLh_M11841581_M0_LK,0.9997374697646878,9,0,0.06341539622561049,M0,,LK,LR,,passed,NS,formed_ns_accretion,,not passed,BLh,1.184,1.581,1.762,1.277,3.0389999999999997,1.13873,1.52342,8.307554925745736,8.47807848313123,0.18862799558106233,0.1383671957811774,0.07021096814727557,0.09869978116131302,196.01447005568426,1297.255681019288,1035.7566127169355,189.79782509593574,,2.7391,0.0620758926271,7.41048,1.95937962738,283.9817565082998,nan,0.011062623732479333,inf,inf,nan,0.06295077061499231,0.2145785926668732,0.0376124812853353,0.2220091074705124,0.003770378987487844,0.030062629262062122,0.06339963359316993,0.012360517136065246,0.002183067990569456,0.1675856961349299,15.425967719724301,0.1722993184845009,0.05792460836953748,32.3259183891909,0.017239063131160276,0.28184508456386453,16.54430740163361,0.10781783865156001,0.17911156491450836,31.459354375678036,0.0009901825795627808,0.267561428368869,24.803133575608346,0.18833874983977164,0.03139231714267035,43.02307213604815,0.0011928854110066767,0.08459848921323669,7.642230748432459,0.15898541140881647,0.026948959541145324,19.40738290027973
