name,EOS,publish,export,comment,resolution,M1,M2,Mb1,Mb2,Mb,Mg1,Mg2,R1,R2,C1,C2,k21,k31,k41,k22,k32,k42,lam21,lam31,lam41,lam22,lam32,lam42,Lambda,k2T,tend,finished,MADM,EGW,JADM,JGW,f0,fpeak,tcoll,Mdisk,Mej,Yeej,Sej,vej,Ekej,Mej_shocked,Mej_tidal,Mej_tot-geo,Ye_ave-geo,s_ave-geo,vel_inf_ave-geo,E_kin_ave-geo,theta_rms-geo,tend-geo,t98mass-geo,Mej_tot-bern_geoend,Ye_ave-bern_geoend,s_ave-bern_geoend,vel_inf_ave-bern_geoend,E_kin_ave-bern_geoend,theta_rms-bern_geoend,Mej_tot-geo_entropy_above_10,Ye_ave-geo_entropy_above_10,s_ave-geo_entropy_above_10,vel_inf_ave-geo_entropy_above_10,E_kin_ave-geo_entropy_above_10,theta_rms-geo_entropy_above_10,Mej_tot-geo_entropy_below_10,Ye_ave-geo_entropy_below_10,s_ave-geo_entropy_below_10,vel_inf_ave-geo_entropy_below_10,E_kin_ave-geo_entropy_below_10,theta_rms-geo_entropy_below_10
DD2_M144139_LK,DD2,yes,no,leakage,0.125,1.44,1.39,1.58001,1.52026,3.10027,1.42851325832185,1.37949433797033,8.9535534415221,8.94581027159223,0.16083,0.15538,0.09481,0.02519,0.00909,0.09772,0.02615,0.00951,587.3913919792,1206.69488128917,2404.92214982524,719.310854121258,1594.57374853502,3431.35111307928,650.209372648612,121.924397170414,21.4449409847579,yes,2.79924,0.0570937886781,7.58863,1.89235286087,675.312,2589.56838906,inf,nan,0.000531682,0.170668056164,22.0175644974,0.197831552819,0.264375251821,,,0.0004624375795306894,0.16694412428080085,20.548619311405012,0.20526641018653746,0.01741476502118916,28.066616078359058,0.02979120798408985,0.015368479304015636,0.0006980871185716964,0.16724632687610536,19.63859319730567,0.1578894528077863,0.015554089321721079,32.546467136619995,0.0003007309591626769,0.18937261719306153,27.648963168114435,0.19845980622960205,0.01058648997354777,34.0411899597488,0.00016170662036801275,0.12523314070618075,7.343883391789963,0.21792486864637753,0.0068638867837989915,9.894372254071966
DD2_M150150_LK,DD2,yes,yes,leakage,0.125,1.5,1.5,1.6565,1.6565,3.313,1.49070684094546,1.49070684094546,8.96110878786068,8.96110878786068,0.16739,0.16739,0.09118,0.024,0.00857,0.09118,0.024,0.00857,462.552233111546,869.047296291726,1582.18015973377,462.552233111546,869.047296291726,1582.18015973377,462.552233111546,86.728543708415,21.2203247340907,yes,2.9703,0.0735807650314,8.39708,2.27434934648,689.77,2738.96656535,inf,nan,0.000690053,0.197331003488,23.2494246791,0.167387468145,0.261229293558,,,0.0005148550350621115,0.20130769258825598,22.954910416626237,0.18272285560007945,0.01536382801653507,32.43227516390294,0.028585374355316162,0.016148725524544716,0.0010099856729801808,0.18031486792188112,17.829931539940315,0.15864022920129203,0.022718026177272206,32.74066302400921,0.0004473588957669457,0.20763608109595014,25.18157546019105,0.18558242242303424,0.013770778140348343,33.8765005318658,6.749613929516638e-05,0.15936365068674882,8.196756460947126,0.16376988036849385,0.001617989582453388,20.42751814481385
DD2_M150150_LK_HR,DD2,no,no,leakage,0.083333,1.5,1.5,1.6565,1.6565,3.313,1.49070684094546,1.49070684094546,8.96110878786068,8.96110878786068,0.16739,0.16739,0.09118,0.024,0.00857,0.09118,0.024,0.00857,462.552233111546,869.047296291726,1582.18015973377,462.552233111546,869.047296291726,1582.18015973377,462.552233111546,86.728543708415,0.788127195323702,no (20.21 ms to go),2.9703,0.00568928651616,8.39708,0.425199370019,689.77,nan,inf,nan,0,nan,nan,nan,0,,,2.988906296047879e-08,0.21042429253890962,148.31242797291242,0.059205270365909564,9.364007705032155e-08,7.161186606869147,0.006210442632436752,0.006210442632436752,0.0,nan,nan,nan,nan,nan,2.988906296047879e-08,0.21042429253890962,148.31242797291242,0.059205270365909564,9.364007705032155e-08,7.161186606869147,0.0,nan,nan,nan,nan,nan
DD2_M160160_LK,DD2,yes,no,leakage,0.125,1.6,1.6,1.77792,1.77792,3.55584,1.58815051056196,1.58815051056196,8.96810716888067,8.96810716888067,0.17841,0.17841,0.08488,0.02195,0.0077,0.08488,0.02195,0.0077,313.053198761785,508.673260549891,800.863835624408,313.053198761785,508.673260549891,800.863835624408,313.053198761784,58.6974747678346,9.95404647693835,yes,3.16204,0.0537546146041,9.32398,1.71088006496,703.514,4133.34954407,2.28172755068782,0.0460095444493,0.00123068,0.141130844832,12.9466071189,0.236486818059,0.832514593326,,,0.0012351713598402548,0.14050555072124468,12.22906934748444,0.23443792276737155,0.06067479243789288,20.32417466201292,0.016077794134616852,0.010403278283774853,0.0005268133168597152,0.11505911590269599,9.929102488960714,0.12194487860776082,0.007001846750269962,19.74575362146885,0.0004600002530319328,0.1993949649353561,20.247757032471085,0.2837377670160817,0.03309878445727087,27.763278688878277,0.0007751711068083222,0.10555953015692045,7.47063816799263,0.20518252272773985,0.029168025583102393,14.170643889500024
LS220_M120120_LK,LS220,yes,yes,leakage,0.125,1.2,1.2,1.29564,1.29564,2.59128,1.17938109401522,1.17938109401522,8.65051903114187,8.65051903114187,0.13872,0.13872,0.11088,0.03205,0.0126,0.11088,0.03205,0.0126,1439.01909740288,4323.07937457077,12617.0992835526,1439.01909740288,4323.07937457077,12617.0992835526,1439.01909740288,269.81608076304,21.1257494706518,yes,2.3781,0.0372849759328,5.75586,1.34818527929,633.964,2539.76899696,inf,nan,0.00140069,0.116899163673,14.9572646894,0.146553098364,0.327685613084,,,0.001259952666409427,0.1165119485127773,14.357416475782065,0.1412107851948931,0.022455291174896468,25.15244898107076,0.03373972699046135,0.020239105448126793,0.0009893358984141552,0.14606615704365344,14.67187688978157,0.08484319797762405,0.006365119372040261,33.1084281050172,0.0007805661485605569,0.14743166310148806,19.520889647317443,0.13426861044376268,0.012577300197120979,31.29691658476404,0.00047938651784886876,0.06616659745993404,5.9499368812646996,0.152514454376997,0.009966359569823209,8.246590538493685
LS220_M1251365_LK,LS220,yes,yes,leakage,0.125,1.365,1.25,1.49118,1.3547,2.84588,1.34090717580228,1.22862266337396,8.60059227521895,8.64035390889611,0.15871,0.14467,0.09601,0.02685,0.01021,0.10641,0.03047,0.01186,635.629071909269,1411.40933376363,3043.88201008702,1119.43473060578,3063.10455123961,8138.02561434627,848.433748838148,159.195558899078,24.6013904020293,yes,2.58838,0.0536918084107,6.62293,1.71074331941,654.686,2838.56534954,inf,nan,0.00110871,0.102591572716,13.090111665,0.160045944821,0.318235153213,,,0.0010214983765948497,0.09826997082585473,12.374263014051301,0.16146924341306446,0.023803785414512054,23.261889098746252,0.0350164920091629,0.019151492044329643,0.000819125075269746,0.13324066807139417,17.00152460804259,0.08914917357414084,0.005818534169880369,32.6042469542953,0.0003572736927485621,0.15043403676918338,21.939221436754305,0.15957090903060855,0.00813087345834286,37.16442749807691,0.0006642246838462875,0.07021192221430192,7.2294556924125795,0.16249032099627658,0.01567468164887712,9.45635163511303
LS220_M135135_LK,LS220,yes,yes,leakage,0.125,1.35,1.35,1.47334,1.47334,2.94668,1.3263478329092,1.3263478329092,8.60640061201071,8.60640061201071,0.15686,0.15686,0.0974,0.02733,0.01043,0.0974,0.02733,0.01043,683.764650054586,1559.52698387368,3455.53351049596,683.764650054586,1559.52698387368,3455.53351049596,683.764650054587,128.205871885235,21.7404886830043,yes,2.67124,0.0842542507727,6.99988,2.33084239653,662.606,2987.96352584,20.3391758652292,0.0969302395637,0.000591045,0.11379542362,15.7096778734,0.157891449754,0.167559408905,,,0.0004997760501024607,0.10183745408668464,13.698964835852259,0.16703739974124546,0.012463258619146746,23.824059048662555,0.03163542598485947,0.01957707852125168,0.0006237986978996716,0.16368046198995131,19.496220316704623,0.09897382701575633,0.005461524872942184,31.877083134689162,0.00016657942276903243,0.18765370181273797,29.63105679442981,0.15713108268293338,0.0036759896830216043,40.0240287897488,0.0003331966273334281,0.05893419565692559,5.733822141574082,0.17198999662239403,0.008809184334471877,7.13074885400548
LS220_M135135_LK_LR,LS220,yes,yes,leakage,0.166666,1.35,1.35,1.47334,1.47334,2.94668,1.3263478329092,1.3263478329092,8.60640061201071,8.60640061201071,0.15686,0.15686,0.0974,0.02733,0.01043,0.0974,0.02733,0.01043,683.764650054586,1559.52698387368,3455.53351049596,683.764650054586,1559.52698387368,3455.53351049596,683.764650054587,128.205871885235,27.6475020119555,yes,2.67124,0.0662628599441,6.99988,1.98944739541,662.606,2838.56534954,inf,nan,0.00109147,0.130245267194,15.7435486077,0.163810071055,0.323758192718,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LS220_M135135_LK_HR,LS220,no,no,leakage,0.083333,1.35,1.35,1.47334,1.47334,2.94668,1.3263478329092,1.3263478329092,8.60640061201071,8.60640061201071,0.15686,0.15686,0.0974,0.02733,0.01043,0.0974,0.02733,0.01043,683.764650054586,1559.52698387368,3455.53351049596,683.764650054586,1559.52698387368,3455.53351049596,683.764650054587,128.205871885235,0.796008467276939,no (20.2 ms to go),2.67124,0.00477021845569,6.99988,0.386275950485,662.606,946.188449848,inf,nan,4.91096E-08,0.270463820037,146.745925471,0.0415582961376,8.94729135289E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LS220_M135135_M0,LS220,yes,no,M0,0.125,1.35,1.35,1.47334,1.47334,2.94668,1.3263478329092,1.3263478329092,8.60640061201071,8.60640061201071,0.15686,0.15686,0.0974,0.02733,0.01043,0.0974,0.02733,0.01043,683.764650054586,1559.52698387368,3455.53351049596,683.764650054586,1559.52698387368,3455.53351049596,683.764650054587,128.205871885235,20.4873664424396,no (0.51 ms to go),2.67124,0.0790154190777,6.99988,2.24514922857,662.606,2938.16413374,inf,nan,0.00185523,0.246561703806,19.4029392905,0.147051125522,0.497001563133,,,0.0012504101459264673,0.22430529036995858,19.047193582399277,0.16407717484322873,0.03008690765883654,35.54785520652558,0.030335014685988426,0.018820475786924362,0.0030376826216041435,0.2706632133820672,17.58362317988488,0.1158845954944016,0.03646049328470733,32.45461101866908,0.000945717891851952,0.26376416109230216,22.98395634924671,0.16137921049460055,0.022013317803475724,40.664915403175044,0.0003046922540745145,0.10183102482703725,6.82808746861638,0.17245124120676886,0.008098839415615981,7.327148284240592
LS220_M135135_M0_L5,LS220,yes,no,"M0, lmix=5",0.125,1.35,1.35,1.47334,1.47334,2.94668,1.3263478329092,1.3263478329092,8.60640061201071,8.60640061201071,0.15686,0.15686,0.0974,0.02733,0.01043,0.0974,0.02733,0.01043,683.764650054586,1559.52698387368,3455.53351049596,683.764650054586,1559.52698387368,3455.53351049596,683.764650054587,128.205871885235,22.5207346063748,yes,2.67124,0.0772782793803,6.99988,2.20993893762,662.606,2987.96352584,inf,nan,0.00270703,0.271861280499,19.6940638807,0.130158312861,0.58408800363,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
LS220_M135135_M0_L25,LS220,yes,no,"M0, lmix=25",0.125,1.35,1.35,1.47334,1.47334,2.94668,1.3263478329092,1.3263478329092,8.60640061201071,8.60640061201071,0.15686,0.15686,0.0974,0.02733,0.01043,0.0974,0.02733,0.01043,683.764650054586,1559.52698387368,3455.53351049596,683.764650054586,1559.52698387368,3455.53351049596,683.764650054587,128.205871885235,24.3531303355024,yes,2.67124,0.0878989717059,6.99988,2.37727690465,662.606,3037.76291793,18.0811914505785,0.0835273903421,0.00195074,0.255092221045,21.0703194362,0.138757639642,0.508637128897,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
LS220_M135135_M0_L50,LS220,yes,no,"M0, lmix=50",0.125,1.35,1.35,1.47334,1.47334,2.94668,1.3263478329092,1.3263478329092,8.60640061201071,8.60640061201071,0.15686,0.15686,0.0974,0.02733,0.01043,0.0974,0.02733,0.01043,683.764650054586,1559.52698387368,3455.53351049596,683.764650054586,1559.52698387368,3455.53351049596,683.764650054587,128.205871885235,34.7564093137752,yes,2.67124,0.0440166075547,6.99988,1.48959545804,662.606,2888.36474164,inf,nan,0.00198329,0.259953447425,23.6045619448,0.163917981548,0.658155318013,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
LS220_M135135_OldM0,LS220,yes,no,"M0, LTE",0.125,1.35,1.35,1.47334,1.47334,2.94668,1.3263478329092,1.3263478329092,8.60640061201071,8.60640061201071,0.15686,0.15686,0.0974,0.02733,0.01043,0.0974,0.02733,0.01043,683.764650054586,1559.52698387368,3455.53351049596,683.764650054586,1559.52698387368,3455.53351049596,683.764650054587,128.205871885235,19.0332717670674,no (1.97 ms to go),2.67124,0.0684120438162,6.99988,2.01530140799,662.606,2987.96352584,inf,nan,0.00107419,0.195675916269,17.1122697866,0.134553646728,0.243667999607,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
LS220_M140120_LK,LS220,yes,yes,leakage,0.125,1.4,1.2,1.53451,1.29564,2.83015,1.37609340539917,1.17938109401522,8.58474368408143,8.65051903114187,0.16308,0.13872,0.09275,0.02573,0.0097,0.11088,0.03205,0.0126,536.067089144579,1118.33934243313,2264.67614693664,1439.01909740288,4323.07937457077,12617.0992835526,893.436162642197,167.878444284075,21.4212971688982,yes,2.57448,0.0425807827093,6.54004,1.46979894372,653.684,2738.96656535,inf,nan,0.00186003,0.0873875323243,11.0197178816,0.151374531582,0.469433491415,,,0.0017797920551985693,0.08539027289744044,10.550460204938597,0.14760608571984762,0.0346582409015422,20.318491624461934,0.0319664366543293,0.015415769070386887,0.00157795539988915,0.1092078327222156,12.34676688968081,0.08225401199135954,0.009541960826960448,30.20100116230389,0.0006508266051976741,0.1191130200659072,16.16486260849458,0.16022531120821934,0.014933316539993456,30.08233342417096,0.001128965450000894,0.06594976561037033,7.313866510669954,0.14033134787484586,0.019870956362875603,11.36632446513761
LS220_M140120_M0,LS220,yes,no,M0,0.125,1.4,1.2,1.53451,1.29564,2.83015,1.37609340539917,1.17938109401522,8.58474368408143,8.65051903114187,0.16308,0.13872,0.09275,0.02573,0.0097,0.11088,0.03205,0.0126,536.067089144579,1118.33934243313,2264.67614693664,1439.01909740288,4323.07937457077,12617.0992835526,893.436162642197,167.878444284075,22.6980632253226,yes,2.57448,0.0382005958753,6.54004,1.37059503359,653.684,2639.36778116,inf,nan,0.00242864,0.184839417266,14.0402913208,0.149788172768,0.633830782031,,,0.0020547908383514216,0.1697297252703422,13.30914425158613,0.15082600664480478,0.04177811210615728,29.67531709219982,0.03324320167303085,0.01834760047495365,0.004205015271305009,0.24975071040442098,15.01291446369997,0.09353449053095451,0.03288061049993494,33.97660100032588,0.0010705819954813652,0.23240125171537782,18.680389119741545,0.1602686467628549,0.024577958149070323,39.41820687735987,0.000984208842870047,0.10155821032466018,7.466524475482347,0.14055469017226227,0.017378275272775235,12.194959492459734
LS220_M140120_M0_L5,LS220,yes,no,"M0, lmix=5",0.125,1.4,1.2,1.53451,1.29564,2.83015,1.37609340539917,1.17938109401522,8.58474368408143,8.65051903114187,0.16308,0.13872,0.09275,0.02573,0.0097,0.11088,0.03205,0.0126,536.067089144579,1118.33934243313,2264.67614693664,1439.01909740288,4323.07937457077,12617.0992835526,893.436162642197,167.878444284075,26.102772709121,yes,2.57448,0.0327318837322,6.54004,1.23449188581,653.684,2738.96656535,inf,nan,0.00280959,0.184078385914,14.0485814811,0.151088901847,0.756379495619,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
LS220_M140120_M0_L25,LS220,yes,no,"M0, lmix=25",0.125,1.4,1.2,1.53451,1.29564,2.83015,1.37609340539917,1.17938109401522,8.58474368408143,8.65051903114187,0.16308,0.13872,0.09275,0.02573,0.0097,0.11088,0.03205,0.0126,536.067089144579,1118.33934243313,2264.67614693664,1439.01909740288,4323.07937457077,12617.0992835526,893.436162642197,167.878444284075,26.4101423152972,yes,2.57448,0.0365875609672,6.54004,1.31192038794,653.684,2689.16717325,inf,nan,0.00411685,0.15996259481,12.8312183237,0.200073015972,1.97268892594,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
LS220_M140120_M0_L50,LS220,yes,no,"M0, lmix=50",0.125,1.4,1.2,1.53451,1.29564,2.83015,1.37609340539917,1.17938109401522,8.58474368408143,8.65051903114187,0.16308,0.13872,0.09275,0.02573,0.0097,0.11088,0.03205,0.0126,536.067089144579,1118.33934243313,2264.67614693664,1439.01909740288,4323.07937457077,12617.0992835526,893.436162642197,167.878444284075,36.411476423955,yes,2.57448,0.0307745860136,6.54004,1.16207313397,653.684,2689.16717325,inf,nan,0.00697461,0.175178154029,13.1941526908,0.217117432122,3.96869443652,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
LS220_M140140_LK,LS220,yes,yes,leakage,0.125,1.4,1.4,1.53452,1.53452,3.06904,1.37610149538819,1.37610149538819,8.58474368408143,8.58474368408143,0.16308,0.16308,0.09275,0.02573,0.0097,0.09275,0.02573,0.0097,536.067089144579,1118.33934243313,2264.67614693664,536.067089144579,1118.33934243313,2264.67614693664,536.067089144578,100.512579214608,24.8496504685563,yes,2.77034,0.0700148835076,7.44902,2.02355926139,671.916,3137.36170213,9.92779366335171,0.118787023388,0.00143295,0.14415318099,15.5155257271,0.167636506813,0.479429218062,,,0.0012224442842890758,0.1408926796256635,14.746068347888073,0.17314950414488434,0.03275671210411602,29.13618094123444,0.034141670912504196,0.01813480816781521,0.000763366232739318,0.16558989513139827,16.00437893156349,0.0979329922622062,0.006543644824750549,32.57899794841461,0.000768705652644428,0.1729271622795725,19.543642444571354,0.16953706957567014,0.019747773805691263,34.941248119868895,0.00045373863164464845,0.08662115373345054,6.618212199220585,0.1792695448015454,0.013033093579548778,14.79707698717386
LS220_M140140_LK_HR,LS220,yes,yes,leakage,0.083333,1.4,1.4,1.53452,1.53452,3.06904,1.37610149538819,1.37610149538819,8.58474368408143,8.58474368408143,0.16308,0.16308,0.09275,0.02573,0.0097,0.09275,0.02573,0.0097,536.067089144579,1118.33934243313,2264.67614693664,536.067089144579,1118.33934243313,2264.67614693664,536.067089144578,100.512579214608,17.9693000533804,yes,2.77034,0.0765730910202,7.44902,2.15835117328,671.916,3137.36170213,9.35246081068301,0.0699936631518,0.000714496,0.153533676604,17.2511486154,0.170260834744,0.261706997912,,,0.0006021160449261863,0.15154593590037055,16.72839281685672,0.1774747946040669,0.016950491273720513,33.152527120641174,0.02736377716064453,0.01661372184753418,0.000515194101645804,0.16287116473046148,nan,0.08261612541327629,0.0031428905266364473,35.15325837440643,0.0003801653921346076,0.18397143062568433,22.265431821411116,0.18598636472787902,0.011753399974031067,39.45512138359255,0.0002219506527915789,0.09600633391062924,7.244344998318795,0.1628958584617214,0.005263870996129828,17.763961385628548
LS220_M140140_LK_LR,LS220,yes,yes,leakage,0.166666,1.4,1.4,1.53452,1.53452,3.06904,1.37610149538819,1.37610149538819,8.58474368408143,8.58474368408143,0.16308,0.16308,0.09275,0.02573,0.0097,0.09275,0.02573,0.0097,536.067089144579,1118.33934243313,2264.67614693664,536.067089144579,1118.33934243313,2264.67614693664,536.067089144578,100.512579214608,12.0898711762656,yes,2.77034,0.0685448877643,7.44902,1.98104318606,671.916,3187.16109422,8.58009615926717,0.0741860871666,0.00166126,0.160536396417,14.8033991364,0.191571066582,0.677216840505,,,0.0015697987746754953,0.16048236071753894,14.356321184489406,0.18676604805497665,0.04894051886425066,28.245813055339106,0.021279433742165565,0.014911366626620293,0.0003752625627910814,0.19110068373452432,16.81344805782238,0.09479440178688378,0.0030139035203670295,38.14952153070923,0.0009129752842376874,0.19605905161861176,19.789190746363015,0.1926331892795643,0.030279588979750437,34.20964302815095,0.0006568234904378086,0.11103126775191866,6.804709975865223,0.1786108054286661,0.018728062897483976,16.739848992141727
LS220_M144139_LK,LS220,yes,yes,leakage,0.125,1.44,1.39,1.58149,1.52047,3.10196,1.41400271079512,1.36472300391059,8.5658199988103,8.58979112594241,0.16811,0.16182,0.08895,0.02444,0.00912,0.09367,0.02605,0.00985,441.658865557433,858.786287078398,1619.92012740677,562.792468606045,1195.42156581053,2465.96640418954,499.261044023471,93.6242767808743,12.7203729325245,yes,2.79674,0.0663758815276,7.56968,1.94923440219,674.494,3137.36170213,7.2216853488609,0.0982180839479,0.00190409,0.143187270514,14.7703041333,0.15717414715,0.54335575236,,,0.001669204764429918,0.1438450667744508,14.289351926010495,0.15452180091882525,0.035621964211933844,30.33141085299181,0.02191781811416149,0.015841355547308922,0.0010020319368120418,0.1620220791001055,14.372519674940797,0.09397277842768492,0.007908869759220494,28.983460217614073,0.00105195175419464,0.17528775021625603,18.652940502083393,0.15679063221625966,0.023113449740804135,34.97244534813124,0.0006172530102352776,0.09025895953037916,6.852718031857595,0.1506551513865727,0.01252160253347794,20.089463061088416
LS220_M145145_LK,LS220,yes,yes,leakage,0.125,1.45,1.45,1.59559,1.59559,3.19118,1.42533331136921,1.42533331136921,8.55962219598583,8.55962219598583,0.1694,0.1694,0.08804,0.02413,0.00899,0.08804,0.02413,0.00899,420.747694430098,803.715264210768,1490.66390090812,420.747694430098,803.715264210768,1490.66390090812,420.747694430098,78.8901927056434,9.7294302262711,yes,2.86832,0.0439532526921,7.90779,1.45775004098,681.082,2589.56838906,2.25905847582748,0.0447074120008,0.00164991,0.142746206615,14.0350686228,0.2078465342,0.82280554534,,,0.0016153046022521216,0.1433839296831963,13.479388770912198,0.2022232617888906,0.05903986799679529,22.201579676902217,0.01858403906226158,0.013642481528222561,0.0002875228942159868,0.15633447519718682,14.661298284881282,0.1044518130909294,0.0028037102049862247,23.7957297063655,0.0008686855216451367,0.17405950546961643,18.58389238999974,0.22827711394616232,0.040459084812310114,26.301658515064688,0.0007466190806069866,0.10769313467682216,7.540338317658785,0.17190980645406925,0.019721008142782555,16.172450312670925
LS220_M150150_LK,LS220,yes,yes,leakage,0.125,1.5,1.5,1.65889,1.65889,3.31778,1.47584056920497,1.47584056920497,8.5295121119072,8.5295121119072,0.17586,0.17586,0.0833,0.02254,0.00828,0.0833,0.02254,0.00828,330.155394892613,577.727667593029,980.318986468888,330.155394892613,577.727667593029,980.318986468888,330.155394892613,61.904136542365,8.19258219538988,yes,2.96872,0.0302476766708,8.38217,1.25091135996,689.34,5378.3343465,0.926831527308355,0.00227922706427,0.000334724,0.084331649055,11.4696793065,0.188772750697,0.127645802857,,,0.0003353207917938593,0.08386341074397162,10.411665934491474,0.18746978686825558,0.010532992607753968,12.714247306177892,0.016503384336829185,0.011349031701683998,8.921738744394372e-05,0.08917123291749775,8.77588550052502,0.08503221282147247,0.0005765609023789419,13.034541168697693,5.162553800874712e-05,0.19306720016735157,35.72064122435284,0.24364417766059143,0.0027390842510072147,29.043704638069876,0.00028369525378511205,0.06399101490245954,5.806056752256479,0.1772474334510756,0.007966007405977305,6.131180289827117
LS220_M160160_LK,LS220,yes,yes,leakage,0.125,1.6,1.6,1.79049,1.79049,3.58098,1.57927179564686,1.57927179564686,8.4539786537039,8.4539786537039,0.18926,0.18926,0.0737,0.0194,0.00692,0.0737,0.0194,0.00692,202.340141807509,297.391544393793,423.074908562573,202.340141807509,297.391544393793,423.074908562573,202.340141807509,37.9387765889079,8.31080127468843,yes,3.1741,0.0343942611043,9.40155,1.48384415021,705.866,3137.36170213,0.626660440513423,0.000967769908137,0.000319188,0.0744507057694,8.36088593963,0.205685051577,0.141422331945,,,0.00032596723296431313,0.07391542085023034,7.590126250937521,0.20648280283569662,0.01242139705927919,7.607249121532888,0.015699492767453194,0.010143197141587734,7.34720086475989e-05,0.07612637030305912,7.709911454396649,0.08764815820994178,0.0005044710253474788,10.030823339875713,2.0321577701410737e-05,0.12082615808639867,35.56360351630755,0.25586730283248266,0.001189092745435282,19.48347044706856,0.0003056456552629024,0.07079644901025674,5.730243141073258,0.2031993570001366,0.011279545760514566,6.039776305031337
LS220_M171171_LK,LS220,yes,yes,leakage,0.125,1.71,1.71,1.92768,1.92768,3.85536,1.68468539969481,1.68468539969481,8.34146341463415,8.34146341463415,0.205,0.205,0.063,0.01601,0.00551,0.063,0.01601,0.00551,116.005875248749,140.298504309224,164.137398561997,116.005875248749,140.298504309224,164.137398561997,116.005875248749,21.7511016091405,7.8142811416345,yes,3.38306,0.0444094661477,10.5037,1.80098468498,721.974,3635.3556231,0.492571873451075,0.000770997252749,0.000285926,0.0844040050591,8.76763318936,0.218552514584,0.144462474468,,,0.0002861530173980283,0.08404906838224108,7.896515365858236,0.21837717122225997,0.012196677117212862,7.524511304107365,0.014446371234953403,0.009268375113606453,5.776573874935832e-05,0.08256076051334706,7.284830342858025,0.08583846934733606,0.0003804196892361015,9.159570502992647,2.069118591442575e-05,0.12453815687903728,33.18412854331162,0.27180842213205747,0.0013662806792773103,17.452640689187525,0.00026546183148360244,0.08089318245728237,5.925494889345454,0.21421251998017282,0.01088730806934282,6.106551489021539
SFHo_M1251365_LK,SFHo,yes,yes,leakage,0.125,1.365,1.25,1.50363,1.36409,2.86772,1.35496226650559,1.24114285126372,8.05594900849858,8.08590465101235,0.16944,0.15459,0.08124,0.02106,0.00743,0.08891,0.02355,0.00851,387.792086036172,700.302221651519,1229.37966569351,671.355212645814,1488.19509161514,3214.6795097282,512.595912539856,96.1752772192163,24.5777465861696,yes,2.58906,0.081208482123,6.6146,2.23098959901,653.88,3187.16109422,inf,nan,0.0014573,0.138680089635,14.4674806919,0.228587358059,0.918116686798,,,0.001384307975061563,0.13727666520192866,13.403031233589305,0.23169878403470542,0.06642154223306468,24.091643977550248,0.035583943128585815,0.017212698236107826,0.0007150229121549106,0.1708933369132758,15.921919975712143,0.15770073009899177,0.01589337357266633,33.208366565847136,0.0006188809331708073,0.17995432550595258,20.99996665865291,0.2280066039484231,0.028756146008839665,31.290439616628174,0.0007654270418907558,0.10276992740853011,7.26057972901758,0.2346840716351911,0.03767903359030193,16.066087238745137
SFHo_M135135_LK,SFHo,yes,yes,leakage,0.125,1.35,1.35,1.48606,1.48606,2.97212,1.34076642306572,1.34076642306572,8.05970149253731,8.05970149253731,0.1675,0.1675,0.08231,0.0214,0.00758,0.08231,0.0214,0.00758,416.185826350486,771.345287115701,1391.15845589311,416.185826350486,771.345287115701,1391.15845589311,416.185826350486,78.0348424407161,20.9720646675637,yes,2.67358,0.0708649332265,7.01839,2.03861841658,663.802,3386.35866261,11.957443142908,0.141020566393,0.00353303,0.16808633625,14.2872614841,0.235227236793,2.24185637849,,,0.003449092771643529,0.16792895324862903,13.796202217993411,0.23079505594731978,0.1642049949684744,27.99453956515006,0.03158813714981079,0.015510343946516514,0.0017615415999975997,0.16675842446175146,12.31729829268428,0.14668518609645065,0.03387615733460959,31.543982613004466,0.00186083238284181,0.18099607619893104,18.717918699821414,0.25332770676159205,0.10673354143361187,28.283256949891427,0.0015882603888017215,0.15261929388298642,8.029837034346492,0.20439542613718564,0.059305200173302985,27.652489410265858
