name,EOS,publish,export,comment,resolution,M1,M2,Mb1,Mb2,Mb,Mg1,Mg2,R1,R2,C1,C2,k21,k31,k41,k22,k32,k42,lam21,lam31,lam41,lam22,lam32,lam42,Lambda,k2T,tend,finished,MADM,EGW,JADM,JGW,f0,fpeak,tcoll,Mdisk,Mej,Yeej,Sej,vej,Ekej,Mej_shocked,Mej_tidal,Mej_tot-geo,Ye_ave-geo,s_ave-geo,vel_inf_ave-geo,E_kin_ave-geo,theta_rms-geo,tend-geo,t98mass-geo,Mej_tot-bern_geoend,Ye_ave-bern_geoend,s_ave-bern_geoend,vel_inf_ave-bern_geoend,E_kin_ave-bern_geoend,theta_rms-bern_geoend,Mej_tot-geo_entropy_above_10,Ye_ave-geo_entropy_above_10,s_ave-geo_entropy_above_10,vel_inf_ave-geo_entropy_above_10,E_kin_ave-geo_entropy_above_10,theta_rms-geo_entropy_above_10,Mej_tot-geo_entropy_below_10,Ye_ave-geo_entropy_below_10,s_ave-geo_entropy_below_10,vel_inf_ave-geo_entropy_below_10,E_kin_ave-geo_entropy_below_10,theta_rms-geo_entropy_below_10
BHBlp_M144139_LK,BHBlp,yes,yes,leakage,0.125,1.44,1.39,1.58001,1.52026,3.10027,1.42845994114214,1.37946041440251,8.9535534415221,8.94581027159223,0.16083,0.15538,0.09481,0.02519,0.00909,0.09772,0.02615,0.00951,587.3913919792,1206.69488128917,2404.92214982524,719.310854121258,1594.57374853502,3431.35111307928,650.209372648612,121.924397170414,13.666125566913,yes,2.79924,0.0600376184432,7.58863,1.87711104378,675.312,2788.76595745,10.3899566740806,0.12918387142,0.000593162,0.175112251662,22.4988635919,0.203279926562,0.301705681388,,,0.000541568297559308,0.1753336287469805,21.495171400626866,0.20258502035268172,0.019865368129616152,30.387504216736154,0.02203603833913803,0.01477738469839096,0.0005192566398364427,0.1624655719549495,15.447588218206086,0.1393896063984947,0.00901719719510836,30.11255375646646,0.00038980318378658896,0.19351749905875254,26.853064124144012,0.19952921241891797,0.013870339257713535,34.578439457064505,0.00015176511377271919,0.1286290181491439,7.7336184976209505,0.2104337520671742,0.0060066382110108615,14.97883594277962
BHBlp_M150150_LK,BHBlp,yes,yes,leakage,0.125,1.5,1.5,1.6565,1.6565,3.313,1.49062547344027,1.49062547344027,8.96110878786068,8.96110878786068,0.16739,0.16739,0.09118,0.024,0.00857,0.09118,0.024,0.00857,462.552233111546,869.047296291726,1582.18015973377,462.552233111546,869.047296291726,1582.18015973377,462.552233111546,86.728543708415,10.0013341086578,yes,2.9703,0.0459684907743,8.39708,1.50923752931,689.77,2738.96656535,2.27452903131665,0.0379784109765,0.000501553,0.172081440429,20.0825515967,0.234765225914,0.332283538433,,,0.0004915854007724848,0.1728151783100166,18.544432195421038,0.23388206725843363,0.02403375056159952,27.59872169510321,0.017354561015963554,0.01198741514235735,0.00023124035480111816,0.13959513365455928,12.216193602588891,0.1264427855944255,0.0033043075457969283,24.14990789970283,0.0002759813089565802,0.21361256359097877,27.075492395542334,0.2625438432538004,0.017002472144940654,32.95402691507393,0.00021560409181590524,0.1205929978448155,7.624355767431899,0.19719392099182245,0.00749329394029948,18.61941376420566
BHBlp_M150150_LK_HR,BHBlp,no,no,leakage,0.083333,1.5,1.5,1.6565,1.6565,3.313,1.49062547344027,1.49062547344027,8.96110878786068,8.96110878786068,0.16739,0.16739,0.09118,0.024,0.00857,0.09118,0.024,0.00857,462.552233111546,869.047296291726,1582.18015973377,462.552233111546,869.047296291726,1582.18015973377,462.552233111546,86.728543708415,0.819652283136651,no (20.18 ms to go),2.9703,0.00357711103715,8.39708,0.277375753631,689.77,nan,inf,nan,5.4084E-10,0.300042793516,139.316021559,0.0487819835811,1.34871810754E-08,,,1.0655063418071718e-06,0.12330060093098466,130.13536810406262,0.16642316830959875,2.6376206574189713e-05,18.949288744798192,0.005233164876699448,0.005233164876699448,0.0,nan,nan,nan,nan,nan,1.0655063418071718e-06,0.12330060093098466,130.13536810406262,0.16642316830959875,2.6376206574189713e-05,18.949288744798192,0.0,nan,nan,nan,nan,nan
BHBlp_M160160_LK,BHBlp,yes,yes,leakage,0.125,1.6,1.6,1.77792,1.77792,3.55584,1.5879887042386,1.5879887042386,8.96810716888067,8.96810716888067,0.17841,0.17841,0.08488,0.02195,0.0077,0.08488,0.02195,0.0077,313.053198761785,508.673260549891,800.863835624408,313.053198761785,508.673260549891,800.863835624408,313.053198761784,58.6974747678346,8.54723943328555,yes,3.16204,0.0285081398365,9.32398,1.23561036129,703.514,2838.56534954,0.993139586336954,0.0014048430316,1.29268E-05,0.197374706127,101.093929043,0.139630525652,0.00248976771576,,,1.0957869412649269e-05,0.17874855285047792,83.38006331682486,0.13668115322329893,0.00018296672499452035,31.82713125989787,0.014588234946131706,0.009386594407260418,4.504002729460409e-06,0.29179357531180694,75.15155847683747,0.20428741345427337,0.00016800050592981984,36.645709704422686,1.0957869412649269e-05,0.17874855285047792,83.38006331682486,0.13668115322329893,0.00018296672499452035,31.82713125989787,0.0,nan,nan,nan,nan,nan
DD2_M120120_LK,DD2,yes,yes,leakage,0.125,1.2,1.2,1.29692,1.29692,2.59384,1.19292028901531,1.19292028901531,8.90405876678786,8.90405876678786,0.13477,0.13477,0.10752,0.02943,0.01096,0.10752,0.02943,0.01096,1612.24802950828,4859.33007687365,14233.5160506694,1612.24802950828,4859.33007687365,14233.5160506694,1612.24802950828,302.296505532803,24.6604999416786,yes,2.38178,0.0242802032085,5.75981,1.03735515322,633.08,2240.97264438,inf,nan,0.000755344,0.150490086402,20.8735331021,0.135433815231,0.164941304848,,,0.0006149305836872642,0.1518919517770301,21.1928507400252,0.13394167428794326,0.00986021228469235,31.438362733773673,0.035702161490917206,0.019600722938776016,0.0013010511537667386,0.13168997684112527,13.79512816460636,0.15588186922972608,0.028256235864185086,28.75691257254022,0.00057629153074582,0.15383735630469217,22.034887169877813,0.13649728876104342,0.009596635781981297,32.30350896948452,3.8639052941444543e-05,0.12287674390262295,8.634094089366753,0.09582534211668046,0.00031711439386545545,12.884612694706563
DD2_M125125_LK,DD2,yes,yes,leakage,0.125,1.25,1.25,1.35299,1.35299,2.70598,1.24025667835093,1.24025667835093,8.91710657725781,8.91710657725781,0.14018,0.14018,0.10517,0.02864,0.01061,0.10517,0.02864,0.01061,1295.29991380455,3590.1232699913,9669.00043270956,1295.29991380455,3590.1232699913,9669.00043270956,1295.29991380455,242.868733838352,32.3802058198743,yes,2.47564,0.0270131493896,6.16715,1.11114783636,644.684,2340.57142857,inf,nan,0.000382383,0.176457572296,26.6464216165,0.149095565986,0.0991626097169,,,0.0003167632552715339,0.1777476951959463,26.886167936112518,0.14484199347780283,0.005939535869085094,33.184981556259096,0.04303174465894699,0.019056914374232292,0.000761633802046126,0.154321648107046,17.195343108265924,0.15116130604744385,0.015554505418193107,33.76004930625461,0.0003079648000670602,0.1792517557623139,27.425698453733272,0.14511996316818312,0.005796744040452229,33.567146144764024,8.798455204473605e-06,0.1251023499795933,8.001442819291235,0.1351124582203948,0.00014355751878599636,14.444700332721201
DD2_M1251365_LK,DD2,yes,yes,leakage,0.125,1.365,1.25,1.49103,1.35241,2.84344,1.35537720861909,1.23976867182338,8.94143849076379,8.91710657725781,0.15266,0.14018,0.09914,0.02663,0.00972,0.10517,0.02864,0.01061,797.134058520788,1837.52432406198,4111.30445754929,1295.29991380455,3590.1232699913,9669.00043270956,1016.97535763328,190.768609561901,22.1424335526194,yes,2.58906,0.0318636844801,6.63885,1.23952844225,656,2440.17021277,inf,nan,0.000382209,0.150393460087,20.671743803,0.202034424404,0.201892090642,,,0.00034889443256047765,0.14751797191887495,19.40826160616861,0.20874058535016812,0.013587406181361603,25.772353227663757,0.03172999992966652,0.01728362776339054,0.0010058517583087722,0.13086598785212603,17.763975506432573,0.15991452572576684,0.022989976815682912,31.572286327327078,0.00021113160042909122,0.17301769051307964,27.400666529529005,0.1989123432616357,0.007466299929528239,32.40831173261247,0.00013776283213138654,0.10843779104576914,7.159317412446676,0.22380308406228341,0.0061672694227592854,8.533251422115598
DD2_M130130_LK,DD2,yes,yes,leakage,0.125,1.3,1.3,1.41572,1.41572,2.83144,1.29282499228844,1.29282499228844,8.92795824462606,8.92795824462606,0.14561,0.14561,0.10267,0.02781,0.01024,0.10267,0.02781,0.01024,1045.67396125715,2671.78380087502,6628.56983908347,1045.67396125715,2671.78380087502,6628.56983908347,1045.67396125715,196.063867735717,22.9226794759899,yes,2.5796,0.03197616812,6.60881,1.24454539906,654.862,2489.96960486,inf,nan,0.00120958,0.127007038172,14.856003598,0.178713598481,0.446845814056,,,0.001194962771324915,0.12511724248234807,13.79716090481751,0.1738373704841639,0.03227523317118321,21.06867897468565,0.03251024708151817,0.015250260941684246,0.0010280178209031924,0.11482981868938338,11.940647612241937,0.14830616971198704,0.02020913874605522,26.649393421714944,0.0005643113116920593,0.1635079364460232,21.965215129825168,0.20401814716667113,0.020993511105347182,27.351048121252383,0.0006306514596328558,0.09076498255097144,6.4883291828243,0.14683140162855257,0.01215223108407021,13.10462667625286
DD2_M135135_LK,DD2,yes,yes,leakage,0.125,1.35,1.35,1.47277,1.47277,2.94554,1.34026500358747,1.34026500358747,8.93862146593392,8.93862146593392,0.15103,0.15103,0.09996,0.0269,0.00984,0.09996,0.0269,0.00984,848.044957999892,2001.00631782103,4584.23416460744,848.044957999892,2001.00631782103,4584.23416460744,848.044957999892,159.00842962498,22.3079402636374,yes,2.67288,0.0408860662854,7.01514,1.47438320298,663.58,2539.76899696,inf,nan,0.000293877,0.182207846677,27.3635168203,0.180606491386,0.118640078836,,,0.0002491905656698873,0.18199008648648735,26.712536952415526,0.1846093231388526,0.00759045099989215,31.82377998430726,0.031517207622528076,0.016432451084256172,0.0006996429850342988,0.14767922751760967,18.138297228088057,0.15499884667058791,0.015023189397736105,29.575936155191613,0.0001883025897782294,0.1983858940476354,32.88701593396701,0.1803175140496875,0.00547218587589807,36.13262238463751,6.088797589165777e-05,0.13128429474259293,7.617299087615894,0.19788220262759626,0.002130952326371048,10.373831041741122
DD2_M135135_LK_HR,DD2,yes,yes,leakage,0.083333,1.35,1.35,1.47277,1.47277,2.94554,1.34026500358747,1.34026500358747,8.93862146593392,8.93862146593392,0.15103,0.15103,0.09996,0.0269,0.00984,0.09996,0.0269,0.00984,848.044957999892,2001.00631782103,4584.23416460744,848.044957999892,2001.00631782103,4584.23416460744,848.044957999892,159.00842962498,21.2951968176464,yes,2.67288,0.0450144999588,7.01514,1.56637554595,663.58,2639.36778116,inf,nan,0.000204825,0.181227080417,28.4006665241,0.185417360206,0.0892542327023,,,0.00017611007188808215,0.1804437406488805,26.06833777472541,0.1975762300182197,0.006144440005847027,29.7286115867134,0.03048475831747055,0.016329994425177574,0.0006509118230817368,0.1399383749769573,18.870932565849564,0.15759968354617898,0.014449791061831831,30.504694117773813,0.00012921610384886666,0.1994356671334361,32.950762080635464,0.1992170075816034,0.0045835100898135315,33.92105051095538,4.689396803921558e-05,0.128111578378753,7.1038506342740595,0.1930550753177726,0.0015620975641838604,12.202832090877592
DD2_M135135_M0,DD2,yes,no,M0,0.125,1.35,1.35,1.47277,1.47277,2.94554,1.34026500358747,1.34026500358747,8.93862146593392,8.93862146593392,0.15103,0.15103,0.09996,0.0269,0.00984,0.09996,0.0269,0.00984,848.044957999892,2001.00631782103,4584.23416460744,848.044957999892,2001.00631782103,4584.23416460744,848.044957999892,159.00842962498,18.2884915674865,no (2.71 ms to go),2.67288,0.0405296560376,7.01514,1.46941546656,663.58,2539.76899696,inf,nan,0.0014195,0.225551296204,20.5024689813,0.166251706985,0.492784284551,,,0.0011066115544754317,0.2091522268774284,19.85933132794604,0.17901037789716373,0.03169424015588933,31.637439281030545,0.027497757226228714,0.019033271819353104,0.002543063290649297,0.24721155172947276,16.370504226462113,0.16421187716545457,0.06129076264687851,32.38604019659262,0.0008424624363791454,0.22813586777156147,23.39726223328113,0.1860663757028122,0.02606844148406121,34.988610969471566,0.0002641491180962877,0.14860686343166135,8.575652201055147,0.15650637279097956,0.0057828502049800095,17.00338080966701
DD2_M140120_LK,DD2,yes,yes,leakage,0.125,1.4,1.2,1.53253,1.29693,2.82946,1.38959109246487,1.19292876120195,8.94797392304742,8.90405876678786,0.15646,0.13477,0.09713,0.02596,0.00942,0.10752,0.02943,0.01096,690.630096309075,1508.06528698578,3193.46136378171,1612.24802950828,4859.33007687365,14233.5160506694,1057.59523096822,198.567152823735,21.4922286164773,yes,2.57644,0.0305524638663,6.53749,1.1779539338,652.714,2489.96960486,inf,nan,0.000889373,0.121703207033,14.838858128,0.178656091942,0.358035356336,,,0.0008466115892193932,0.11964910887596736,13.835019284543558,0.1791785093936264,0.024293202648579097,23.28624621353872,0.03064238280057907,0.014706453308463097,0.0010425146039275426,0.11795660007668314,12.837168562317084,0.1461643752714094,0.019906455709278088,31.699842325181912,0.00045155243930519506,0.14271747670017398,19.61372269009427,0.1909674672671113,0.014718233693549096,29.329975546037364,0.00039505914991419874,0.09328197432390753,7.2299637647197645,0.16570373558875556,0.00969517044020902,13.373653353548372
DD2_M140120_M0,DD2,yes,no,M0,0.125,1.4,1.2,1.53253,1.29693,2.82946,1.38959109246487,1.19292876120195,8.94797392304742,8.90405876678786,0.15646,0.13477,0.09713,0.02596,0.00942,0.10752,0.02943,0.01096,690.630096309075,1508.06528698578,3193.46136378171,1612.24802950828,4859.33007687365,14233.5160506694,1057.59523096822,198.567152823735,24.8260066526966,yes,2.57644,0.026999011288,6.53749,1.08752639025,652.714,2340.57142857,inf,nan,0.00164611,0.211572203284,17.634491606,0.159595757173,0.542362345284,,,0.0013768468884373189,0.20173429028014467,16.812377508508483,0.16101000471944904,0.03190216067535855,34.5877127747712,0.03397616371512413,0.01766193099319935,0.005006743239236427,0.23904735544392433,14.350230052321727,0.1539249963851162,0.10602355186031154,32.55937582128302,0.001010295635810897,0.23362586854601802,20.22853955257867,0.1619756107750225,0.023690621523002532,39.48784613813713,0.0003665512526264223,0.11383410685348723,7.396685761127049,0.15834858267582366,0.008214701634651624,14.009668137924812
DD2_M140140_LK,DD2,yes,yes,leakage,0.125,1.4,1.4,1.53254,1.53254,3.06508,1.3895993147991,1.3895993147991,8.94797392304742,8.94797392304742,0.15646,0.15646,0.09713,0.02596,0.00942,0.09713,0.02596,0.00942,690.630096309075,1508.06528698578,3193.46136378171,690.630096309075,1508.06528698578,3193.46136378171,690.630096309075,129.493143057952,22.6271317777435,yes,2.77062,0.0536440195295,7.44301,1.79108256352,671.364,2639.36778116,inf,nan,0.00041999,0.170901852867,21.9135986193,0.223043086864,0.260589266898,,,0.00038243462694535947,0.16842523376604207,20.55933220139236,0.2295845709849524,0.018016537489405526,28.866332909808193,0.030855178833007812,0.014328152872622013,0.0006405703324273536,0.15949223442795768,19.440673920772984,0.15197850915691952,0.013223910637563315,34.34356833080623,0.00020857375689779448,0.212096092959855,31.70282332374088,0.23177875243608762,0.010014646656032862,37.9570310277653,0.0001738608700475647,0.11603509464781407,7.19094282366991,0.22695230146707046,0.008003865022823816,10.244535355076545
DD2_M140140_LK_HR,DD2,yes,yes,leakage,0.083333,1.4,1.4,1.53254,1.53254,3.06508,1.3895993147991,1.3895993147991,8.94797392304742,8.94797392304742,0.15646,0.15646,0.09713,0.02596,0.00942,0.09713,0.02596,0.00942,690.630096309075,1508.06528698578,3193.46136378171,690.630096309075,1508.06528698578,3193.46136378171,690.630096309075,129.493143057952,22.5089126984449,yes,2.77062,0.0477327163444,7.44301,1.64406377272,671.364,2589.56838906,inf,nan,0.000914184,0.135365124917,16.5856904751,0.184838814535,0.388369118345,,,0.0008503901721736263,0.13612012645545846,16.062774214532432,0.18262365067118527,0.025349009715772884,27.832741498247437,0.030736958608031273,0.014154764823615551,0.0007135605161014528,0.13867008210918483,14.423848990675802,0.14595456753615685,0.013586103443498686,33.10449307075798,0.0004973230685282881,0.1627238180216303,22.17585513914487,0.1774891613545499,0.014002674852066013,33.79427947555988,0.0003530671036453387,0.09864671308087472,7.452014015689552,0.18985598683592678,0.011374559140101314,16.039514004742962
