#nameeos	f2	f2-0	f2+0	mchirp	q	lambda_t	f_merg	f_insp	lambda1	lambda2	A_merg	A_pm0	t_pm0	t_end	damping	
DD2_M13641364_M0_SR	DD2	2392.684764	1762.074688	3614.341926	1.179612	1.0	840.410237	1655.2753790526929	693.87397	840.410237	840.410237	0.24757	0.036052	0.69745	41.716939	0.007648302464464064	
DD2_M125125_LK	DD2	2347.457779	1799.420464	3489.280386	1.079692	1.0	1365.9266	1641.8692489002444	789.68048	1365.9266	1365.9266	0.231249	0.010109	0.744734	32.271817	0.014729188362785509	
BHBlp_M130130_LK	BHBlp	2462.496886	1913.771831	3692.778778	1.125448	1.0	1090.344656	1606.0718194112578	792.84833	1090.344656	1090.344656	0.23771	0.026421	0.768377	26.822254	0.013925348227416798	
SLy4_M13641364_M0_SR	SLy4	3653.916901	2938.713843	4346.743966	1.168473	1.0	400.525631	1999.1752779671722	1025.566379	400.525631	400.525631	0.277389	0.023635	0.543774	19.847759	0.0075537330367736275	
DD2_M135135_LK_HR	DD2	2653.989468	1887.715382	3707.905964	1.166763	1.0	893.391842	1638.0648506800162	819.234713	893.391842	893.391842	0.244031	0.019847	0.693509	21.16779	0.01595071013712032	
LS220_M144139_LK	LS220	3142.889874	2270.964662	3990.415911	1.209268	1.036105	565.427826	1753.1384572428879	820.364692	636.518249	500.981386	0.259833	0.020688	0.60288	8.22754	0.006962674113708399	
DD2_M140140_LK_HR	DD2	2573.805082	1911.960105	3771.038303	1.209713	1.0	729.243624	1643.807674778928	877.971029	729.243624	729.243624	0.251697	0.022717	0.693509	22.36567	0.009551512196734105	
BHBlp_M135135_LK_HR	BHBlp	2709.493672	1895.286348	3969.923739	1.166737	1.0	892.785144	1679.844037376936	820.506159	892.785144	892.785144	0.244009	0.017535	0.661986	21.120506	0.019938387671400402	
DD2_M120120_LK	DD2	2264.625201	1756.944143	3366.533505	1.038493	1.0	1681.791228	1581.9517402490487	784.006626	1681.791228	1681.791228	0.222459	0.010275	0.768377	11.856642	1.1821178461304946e-05	
BHBlp_M144139_LK	BHBlp	2784.576107	1888.912025	3680.698328	1.221982	1.035536	685.841616	1687.3559740288865	861.761707	758.445143	619.774201	0.251993	0.021269	0.661986	11.100087	0.010107107584415418	
SFHo_M135135_LK_HR	SFHo	3479.925351	2474.085515	4347.08239	1.167201	1.0	440.862602	1962.984906223692	809.891952	440.862602	440.862602	0.272148	0.026985	0.551655	7.770455	0.006698667794739263	
BHBlp_M140140_LK_HR	BHBlp	2857.184409	2028.557922	3788.075065	1.209663	1.0	727.422789	1651.390907115806	851.564244	727.422789	727.422789	0.251046	0.028895	0.709271	11.017338	0.009977074621341068	
SLy4_M14521283_M0_SR	SLy4	3457.17028	2558.845773	4378.924182	1.168328	1.132172	400.883287	1954.1949397815292	704.661284	264.56816	592.675452	0.273108	0.040194	0.531953	13.688925	0.012270383242834157	
SFHo_M1251365_LK	SFHo	3205.820045	2066.578093	4314.708688	1.128714	1.091699	543.412008	1888.7896373896967	814.433178	710.016035	412.311143	0.258917	0.046639	0.567417	24.469839	0.023429575710305683	
DD2_M1251365_LK	DD2	2364.086163	1810.694611	3595.931301	1.128252	1.093254	1072.516456	1580.968914071227	787.604422	1368.774317	839.177909	0.237636	0.025003	0.744734	22.046498	0.007340951824470146	
SFHo_M13641364_M0_SR	SFHo	3615.510918	2275.691645	4444.812044	1.179185	1.0	413.142377	1946.2550119326727	691.084272	413.142377	413.142377	0.272987	0.017751	0.567417	4.291088	0.0033926782183944138	
DD2_M144139_LK	DD2	2566.005797	1900.355898	3785.799069	1.222032	1.035535	688.211782	1659.5245077501218	838.840886	759.967548	622.899889	0.252237	0.035314	0.661986	21.219015	0.013168792805893304	
SFHo_M135135_M0	SFHo	3411.087221	2457.076221	4335.810122	1.167201	1.0	440.862602	1942.2536772957217	811.866094	440.862602	440.862602	0.270411	0.019132	0.567417	11.017338	0.007459163609083191	
SFHo_M13641364_M0_HR	SFHo	3632.129956	2816.062494	4466.438416	1.179185	1.0	413.142377	1928.6249481060618	687.946174	413.142377	413.142377	0.273314	0.018857	0.559536	4.893968	0.0030813871855800605	
SFHo_M140120_M0_v3	SFHo	3166.648545	2027.193091	4305.463495	1.119039	1.167017	571.968657	1864.7417751012254	824.327807	909.398754	350.617565	0.254048	0.049114	0.543774	20.178752	0.019150309107313426	
DD2_M150150_LK	DD2	2757.130291	1782.654736	3867.185052	1.297726	1.0	486.150326	1676.5341238564424	908.804375	486.150326	486.150326	0.266481	0.036978	0.661986	21.112625	0.019942328064220832	
LS220_M13641364_M0_SR	LS220	2965.987167	1960.645196	5959.376505	1.167318	1.0	714.948741	1774.5703624655664	668.374694	714.948741	714.948741	0.250851	0.0308	0.60288	16.537829	0.015332068464312044	
SFHo_M14521283_M0_SR	SFHo	3447.695178	2122.928856	4378.578992	1.179456	1.131896	412.282511	1899.473706968751	696.328004	274.395476	606.006539	0.267972	0.042771	0.555595	12.885085	0.010757272399787169	
BHBlp_M125125_LK	BHBlp	3520.740222	2365.308825	7637.911966	1.079676	1.0	1366.693367	1638.0654027885137	765.647311	1366.693367	1366.693367	0.230285	0.230285	0.0	21.810074	0.011040980682858482	
DD2_M130130_LK	DD2	2468.599045	1914.087927	3595.318443	1.12547	1.0	1090.099242	1591.6875430320895	799.166638	1090.099242	1090.099242	0.237851	0.014414	0.768377	22.791232	0.006288866941414037	
LS220_M140140_LK_HR	LS220	3156.553983	2165.084101	4041.465741	1.197947	1.0	602.244578	1773.8760536418215	839.56003	602.244578	602.244578	0.259312	0.004597	0.59894	10.591776	0.009078665058281919	
BHBlp_M1251365_LK	BHBlp	2605.631086	1690.581174	3742.948643	1.128231	1.093244	1072.304517	1577.7560525984113	793.813016	1369.543668	838.222586	0.237149	0.023513	0.732913	21.786432	0.02072252584266693	
LS220_M14691268_M0_SR	LS220	2936.866405	1743.47178	4116.213908	1.167738	1.158309	713.865149	1624.3040192270264	685.255256	432.224328	1136.066874	0.243007	0.029401	0.614701	33.879497	0.032543704303971514	
LS220_M1251365_LK	LS220	2835.421012	1831.665831	4052.207521	1.11715	1.091387	948.692224	1659.297635561843	799.083677	1245.692126	715.005781	0.238056	0.021595	0.626522	24.505303	0.00650164815371752	
2H_1.350_1.350_0.00_0.00_0.038_0.285	2H	1882.323386	1378.659523	2362.127377	1.175226	1.0	2325.898	3641.5350653203377	516.095057	2325.898	2325.898	0.20416	0.031264	0.92087	21.831352	5.61505976912134e-06	
2H_1.350_1.350_0.00_0.00_0.038_0.321_shells	2H	1864.058136	1403.158897	2336.158751	1.175226	1.0	2325.898	3466.4336121222527	517.503521	2325.898	2325.898	0.202079	0.027128	0.923352	39.729454	1.2648660953592508e-05	
