Tullio_Data,Satus,comment,resolution,EOS,M1,M2,Mb1,Mb2,Mb,Mg1,Mg2,R1,R2,C1,C2,k21,k22,lam21,lam22,Lambda,k2T,tend,fate,MADM,EGW,JADM,JGW,f0,fpeak,tmerg_r,tcoll,tend.1,Mdisk,Mdisk3D,Mej,dMej,Munb,Munb_bern,ThetaRMS,Yeej,Sej,vej,Ekej,res,q,visc,dyn_phase,Tullio_Data,Satus,comment,resolution,EOS,M1,M2,Mb1,Mb2,Mb,Mg1,Mg2,R1,R2,C1,C2,k21,k22,lam21,lam22,Lambda,k2T,tend,fate,MADM,EGW,JADM,JGW,f0,fpeak,tmerg_r,tcoll,tend.1,Mdisk,Mdisk3D,Mej,dMej,Munb,Munb_bern,ThetaRMS,Yeej,Sej,vej,Ekej,res,q,visc,dyn_phase
nan,nan,R01,nan,SFHo,1.364,1.364,1.5031,1.5031,3.0062,1.35452801598,1.35452801598,8.06259610508,8.06259610508,0.168001605958,0.168001605958,0.082938278237,0.082938278237,413.142377296,413.142377296,413.14237729604514,77.46363315098243,0.0232497522620492,nan,2.70328,0.0630908600722,7.404910000000001,2.04526624403,282.7610380947849,3685.1550151999995,0.014207334845591137,0.003352139066220939,0.0232497522620492,0.0376123608559095,nan,0.00338459,0.0,0.003506453152658307,0.007389238440766319,29.485665117841908,65.5302164367064,4858.398258831218,58.35935571643818,3044035.426445487,HR,1.0,-,not passed,nan,nan,R01,nan,SFHo,1.364,1.364,1.5031,1.5031,3.0062,1.35452801598,1.35452801598,8.06259610508,8.06259610508,0.168001605958,0.168001605958,0.082938278237,0.082938278237,413.142377296,413.142377296,413.14237729604514,77.46363315098243,0.0232497522620492,nan,2.70328,0.0630908600722,7.404910000000001,2.04526624403,282.7610380947849,3685.1550151999995,0.014207334845591137,0.003352139066220939,0.0232497522620492,0.0376123608559095,nan,0.00338459,0.0,0.003506453152658307,0.007389238440766319,29.485665117841908,65.5302164367064,4858.398258831218,58.35935571643818,3044035.426445487,HR,1.0,-,not passed
nan,nan,R01,nan,SFHo,1.452,1.2830000000000001,1.6124,1.404,3.0164,1.4419745752700002,1.2739463364,8.03977628285,8.08538890905,0.179355246011,0.157562068242,0.0763895869614,0.0882703779108,274.395476484,606.006538943,412.2825110530633,77.40891580303409,0.029097656051351062,nan,2.71006,0.0631114348319,7.399830000000001,2.04670482765,282.75785499592314,3485.95744681,0.013939110823956451,inf,0.029097656051351062,nan,nan,0.00382913,0.0038064921725893272,0.006319262737884884,0.07627047141308883,26.625408166147018,41.15370012024847,3264.554132872949,60.20302356457141,3239405.6228996906,HR,1.1317225253312546,-,not passed,nan,nan,R01,nan,SFHo,1.452,1.2830000000000001,1.6124,1.404,3.0164,1.4419745752700002,1.2739463364,8.03977628285,8.08538890905,0.179355246011,0.157562068242,0.0763895869614,0.0882703779108,274.395476484,606.006538943,412.2825110530633,77.40891580303409,0.029097656051351062,nan,2.71006,0.0631114348319,7.399830000000001,2.04670482765,282.75785499592314,3485.95744681,0.013939110823956451,inf,0.029097656051351062,nan,nan,0.00382913,0.0038064921725893272,0.006319262737884884,0.07627047141308883,26.625408166147018,41.15370012024847,3264.554132872949,60.20302356457141,3239405.6228996906,HR,1.1317225253312546,-,not passed
