# 1:theta 2:M 3:vel 4:ye  
0.062429  0.000002  0.204009  0.386814
0.125286  0.000003  0.198342  0.387578
0.188143  0.000006  0.193622  0.389921
0.251000  0.000009  0.182654  0.390281
0.313857  0.000012  0.179758  0.389658
0.376714  0.000016  0.170795  0.386229
0.439571  0.000020  0.160386  0.379851
0.502429  0.000023  0.151248  0.372345
0.565286  0.000024  0.156678  0.362035
0.628143  0.000022  0.165152  0.353259
0.691000  0.000023  0.160790  0.343409
0.753857  0.000025  0.155538  0.334299
0.816714  0.000029  0.150928  0.326926
0.879571  0.000031  0.150285  0.315983
0.942429  0.000034  0.147703  0.308365
1.005286  0.000036  0.142050  0.299473
1.068143  0.000036  0.131952  0.288629
1.131000  0.000033  0.127598  0.274537
1.193857  0.000034  0.122103  0.259555
1.256714  0.000039  0.122707  0.236758
1.319571  0.000042  0.132249  0.209042
1.382429  0.000050  0.150410  0.180395
1.445286  0.000064  0.167635  0.152513
1.508143  0.000082  0.175064  0.138598
1.571000  0.000089  0.176460  0.136392
1.633857  0.000082  0.175064  0.138598
1.696714  0.000064  0.167635  0.152513
1.759571  0.000050  0.150410  0.180395
1.822429  0.000042  0.132249  0.209042
1.885286  0.000039  0.122707  0.236758
1.948143  0.000034  0.122103  0.259555
2.011000  0.000033  0.127598  0.274537
2.073857  0.000036  0.131952  0.288629
2.136714  0.000036  0.142050  0.299473
2.199571  0.000034  0.147703  0.308365
2.262429  0.000031  0.150285  0.315983
2.325286  0.000029  0.150928  0.326926
2.388143  0.000025  0.155538  0.334299
2.451000  0.000023  0.160790  0.343409
2.513857  0.000022  0.165152  0.353259
2.576714  0.000024  0.156678  0.362035
2.639571  0.000023  0.151248  0.372345
2.702429  0.000020  0.160386  0.379851
2.765286  0.000016  0.170795  0.386229
2.828143  0.000012  0.179758  0.389658
2.891000  0.000009  0.182654  0.390281
2.953857  0.000006  0.193622  0.389921
3.016714  0.000003  0.198342  0.387578
3.079571  0.000002  0.207109  0.387578
